연도,번호,학교명,학교유형,설립,지역,대학규모,도서자료-종수-국내서,국외서,계,책수-국내서,국외서,계,전자자료-전자저널-패키지,웹DB-패키지,[구독] e-Book-종수,동영상강의자료(e-Learning)-패키지,합계-패키지,종수,연속간행물-국내,국외,합계,연간 장서 증가 및 폐기 책수-연간 장서 증가 책수-구입,기증,합계,연간 장서 증가 종수,연간 장서 폐기 책수,재학생 1인당 소장도서수-소장도서수,재학생수(당해년도),재학생 1인당 소장도서수,연간장서증가율-연간장서증가책수,소장도서수,연간장서증가율
2015,255,신경주대학교,대학,사립,경북,C그룹,182562,38203,220765,315382,63078,378460,2,4,3311,0,6,5662,537,23,560,1896,1522,3418,2777,0,378460,2694,140.5,3418,378460,0.8999999761581421
2015,256,신구대학교,전문대학,사립,경기,A그룹,84886,8260,93146,142429,9373,151802,2,0,8376,0,2,12380,59,44,103,5455,305,5760,4459,0,151802,6839,22.200000762939453,5760,151802,3.9000000953674316
2015,257,신라대학교,대학,사립,부산,B그룹,224617,68387,293004,531651,113839,645490,10,18,4520,0,28,56097,496,105,601,11663,2564,14227,7961,0,645490,11035,58.5,14227,645490,2.299999952316284
2015,258,신성대학교,전문대학,사립,충남,B그룹,84508,13190,97698,130271,23594,153865,5,1,2723,0,6,13027,135,0,135,8326,1449,9775,8790,0,153865,4140,37.20000076293945,9775,153865,6.800000190734863
2015,259,신안산대학교,전문대학,사립,경기,B그룹,59523,1769,61292,76247,1877,78124,0,0,415,0,0,415,116,7,123,9847,877,10724,7652,301,78124,4449,17.600000381469727,10724,78124,15.899999618530273
2015,260,신한대학교,대학,사립,경기,B그룹,174622,8975,183597,209171,9520,218691,2,3,3487,0,5,12279,302,4,306,11293,1619,12912,7893,0,218691,5826,37.5,12912,218691,6.300000190734863
2015,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,262,실천신학대학원대학교,대학원대학,사립,경기,-,5064,4339,9403,6773,5589,12362,0,0,0,0,0,0,11,2,13,43,233,276,246,0,12362,82,150.8000030517578,276,12362,2.299999952316284
2015,263,아신대학교,대학,사립,경기,C그룹,43292,27937,71229,75489,43073,118562,0,5,68,0,5,4816,171,105,276,2007,1712,3719,2595,0,118562,1478,80.19999694824219,3719,118562,3.200000047683716
2015,264,아주대학교,대학,사립,경기,A그룹,313139,227311,540450,591382,426860,1018242,43,38,33422,0,81,68221,581,237,818,10913,8355,19268,15972,0,1018242,14313,71.0999984741211,19268,1018242,1.899999976158142
2015,265,아주자동차대학교,전문대학,사립,충남,C그룹,9052,90,9142,28605,230,28835,0,0,515,0,0,515,74,0,74,834,8,842,591,0,28835,981,29.399999618530273,842,28835,3.0
2015,266,안동과학대학교,전문대학,사립,경북,B그룹,52391,2326,54717,109276,2367,111643,4,2,12730,0,6,20553,238,11,249,4001,616,4617,2477,0,111643,2859,39.0,4617,111643,4.300000190734863
2015,267,안산대학교,전문대학,사립,경기,A그룹,77929,31007,108936,113847,34489,148336,4,2,30238,0,6,36814,163,56,219,3570,1046,4616,3346,0,148336,4631,32.0,4616,148336,3.200000047683716
2015,268,안양대학교,대학,사립,경기,B그룹,230823,25069,255892,333938,27891,361829,8,5,17004,0,13,24228,111,17,128,1205,20101,21306,23184,0,361829,5918,61.099998474121094,21306,361829,6.300000190734863
2015,269,에스라성경대학원대학교,대학원대학,사립,경기,-,3418,2249,5667,6357,2758,9115,0,0,0,0,0,0,9,0,9,357,0,357,260,0,9115,76,119.9000015258789,357,9115,4.099999904632568
2015,270,여주대학교,전문대학,사립,경기,B그룹,103291,5869,109160,110761,6078,116839,2,0,2024,0,2,5654,95,8,103,2304,28,2332,1100,0,116839,5797,20.200000762939453,2332,116839,2.0
2015,271,연성대학교,전문대학,사립,경기,A그룹,97983,7295,105278,119240,8193,127433,1,2,3089,0,3,6798,262,16,278,6600,540,7140,5518,0,127433,6047,21.100000381469727,7140,127433,5.900000095367432
2015,272,연세대학교,대학,사립,서울,A그룹,923538,485189,1408727,1670772,790735,2461507,68,153,308848,0,221,419016,1785,1065,2850,40814,18631,59445,36963,0,2461507,31191,78.9000015258789,59445,2461507,2.5
2015,273,연세대학교(미래),대학,사립,강원,B그룹,329730,90735,420465,486450,129789,616239,28,19,148437,0,47,164645,507,106,613,9623,3746,13369,12459,9410,616239,8201,75.0999984741211,13369,616239,2.200000047683716
2015,274,연암공과대학교,전문대학,사립,경남,C그룹,47296,4007,51303,57905,4953,62858,0,0,2594,0,0,2689,66,4,70,1187,74,1261,1196,227,62858,1400,44.900001525878906,1261,62858,2.0
2015,275,연암대학교,전문대학,사립,충남,C그룹,0,0,0,51001,2766,53767,0,1,1273,0,1,1273,42,1,43,1116,0,1116,1071,0,53767,1135,47.400001525878906,1116,53767,2.0999999046325684
2015,276,영남대학교,대학,사립,경북,A그룹,556713,332999,889712,1263667,577504,1841171,46,32,31151,0,78,76085,1155,372,1527,59183,6306,65489,50248,0,1841171,25902,71.0999984741211,65489,1841171,3.700000047683716
2015,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,278,영남신학대학교,대학,사립,경북,C그룹,60312,32426,92738,96249,44202,140451,3,6,19445,0,9,62282,233,53,286,2302,331,2633,1908,0,140451,735,191.10000610351562,2633,140451,1.899999976158142
2015,279,영남외국어대학,전문대학,사립,경북,C그룹,24043,1025,25068,24696,1027,25723,2,0,1372,0,2,5274,38,0,38,9,107,116,116,0,25723,873,29.5,116,25723,0.5
2015,280,영남이공대학교,전문대학,사립,대구,A그룹,70310,5833,76143,169334,9108,178442,0,4,14441,0,4,14560,154,26,180,5212,418,5630,2777,0,178442,6138,29.100000381469727,5630,178442,3.299999952316284
2015,281,영산대학교,대학,사립,경남,B그룹,223726,54841,278567,334747,66910,401657,3,13,6847,0,16,43350,496,27,523,8735,4613,13348,10012,0,401657,7617,52.70000076293945,13348,401657,3.4000000953674316
2015,282,영산선학대학교,대학,사립,전남,C그룹,36161,733,36894,52276,1027,53303,0,0,0,0,0,0,43,0,43,172,899,1071,1071,1324,53303,42,1269.0999755859375,1071,53303,2.0999999046325684
2015,283,영진전문대학교,전문대학,사립,대구,A그룹,108802,14917,123719,218643,30354,248997,3,11,20222,0,14,26524,312,2,314,8006,9,8015,4592,0,248997,8084,30.799999237060547,8015,248997,3.299999952316284
2015,284,예명대학원대학교,대학원대학,사립,서울,-,8138,1104,9242,14748,1393,16141,0,0,0,0,0,0,12,0,12,0,30,30,1,0,16141,60,269.0,30,16141,0.20000000298023224
2015,285,예수대학교,대학,사립,전북,C그룹,22334,3811,26145,27359,4859,32218,0,4,96,0,4,99,68,20,88,1070,275,1345,1219,860,32218,583,55.29999923706055,1345,32218,4.400000095367432
2015,286,예원예술대학교,대학,사립,전북,C그룹,19932,11541,31473,24786,11620,36406,0,0,1045,0,0,1045,0,0,0,3548,0,3548,2231,900,36406,1146,31.799999237060547,3548,36406,10.800000190734863
2015,287,오산대학교,전문대학,사립,경기,A그룹,84458,7049,91507,111867,7793,119660,3,1,2505,0,4,7866,299,21,320,8169,570,8739,7068,0,119660,4850,24.700000762939453,8739,119660,7.900000095367432
2015,288,온석대학원대학교,대학원대학,사립,경기,-,0,0,0,17681,261,17942,0,0,0,0,0,0,0,0,0,300,0,300,0,0,17942,308,58.29999923706055,300,17942,1.7000000476837158
2015,289,용인대학교,대학,사립,경기,B그룹,157181,23257,180438,274840,38191,313031,17,1,15541,0,18,37127,247,8,255,6036,1098,7134,3846,37771,313031,7125,43.900001525878906,7134,313031,2.299999952316284
2015,290,용인예술과학대학교,전문대학,사립,경기,B그룹,65847,4855,70702,105354,6040,111394,2,0,16395,0,2,20262,84,12,96,3297,144,3441,2924,703,111394,4185,26.600000381469727,3441,111394,3.200000047683716
2015,291,우석대학교,대학,사립,전북,B그룹,202636,77256,279892,520122,155041,675163,5,6,7543,0,11,27110,568,79,647,8920,674,9594,5529,0,675163,8653,78.0,9594,675163,1.399999976158142
2015,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,293,우송대학교,대학,사립,대전,A그룹,77398,30131,107529,205605,44958,250563,4,5,10336,0,9,18093,167,15,182,1792,853,2645,2611,0,250563,9953,25.200000762939453,2645,250563,1.100000023841858
2015,294,우송정보대학,전문대학,사립,대전,B그룹,83980,14551,98531,114271,15144,129415,0,0,0,0,0,0,93,7,100,1753,68,1821,1340,0,129415,4866,26.600000381469727,1821,129415,1.399999976158142
2015,295,울산과학기술원,대학,국립,울산,C그룹,75436,88731,164167,89140,92624,181764,34,23,328489,0,57,340239,93,21,114,13807,1347,15154,13667,0,181764,4123,44.099998474121094,15154,181764,9.100000381469727
2015,296,울산과학대학교,전문대학,사립,울산,A그룹,115607,14129,129736,155711,15601,171312,1,2,3669,0,3,3938,125,14,139,6286,707,6993,5517,0,171312,4910,34.900001525878906,6993,171312,4.300000190734863
2015,297,울산대학교,대학,사립,울산,A그룹,355216,209169,564385,600060,422871,1022931,59,48,32160,0,107,79234,368,73,441,8734,5339,14073,9572,32452,1022931,14994,68.19999694824219,14073,1022931,1.399999976158142
2015,298,웅지세무대학교,전문대학,사립,경기,C그룹,3330,1806,5136,3330,1806,5136,0,0,0,0,0,0,0,0,0,0,780,780,780,0,5136,1829,2.799999952316284,780,5136,17.899999618530273
2015,299,원광대학교,대학,사립,전북,A그룹,430439,193176,623615,961409,419275,1380684,21,46,29018,0,67,63949,688,91,779,21542,8917,30459,16982,284,1380684,17966,76.80000305175781,30459,1380684,2.299999952316284
2015,300,원광보건대학교,전문대학,사립,전북,B그룹,62671,9437,72108,118450,11932,130382,3,4,6416,0,7,16456,275,14,289,3875,319,4194,1648,0,130382,4669,27.899999618530273,4194,130382,3.299999952316284
2015,301,원불교대학원대학교,대학원대학,사립,전북,-,11706,2246,13952,22945,2710,25655,0,0,0,0,0,0,28,0,28,35,47,82,79,0,25655,48,534.5,82,25655,0.30000001192092896
2015,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,21073,6695,27768,28384,8327,36711,0,0,0,0,0,0,265,0,265,770,0,770,865,0,36711,301,122.0,770,36711,2.0999999046325684
2015,303,위덕대학교,대학,사립,경북,C그룹,92298,42605,134903,180964,61269,242233,6,1,9611,0,7,38669,161,32,193,3954,1099,5053,2981,0,242233,3504,69.0999984741211,5053,242233,2.0999999046325684
2015,304,유원대학교,대학,사립,충북,C그룹,80790,7849,88639,156426,14571,170997,1,2,2423,0,3,5720,87,0,87,10237,0,10237,5750,0,170997,3888,44.0,10237,170997,6.400000095367432
2015,305,유한대학교,전문대학,사립,경기,A그룹,102179,19571,121750,175593,23527,199120,2,4,10571,0,6,15745,71,51,122,7905,565,8470,4175,0,199120,4897,40.70000076293945,8470,199120,4.400000095367432
2015,306,육군사관학교,기타,기타,서울,-,169049,68336,237385,219157,75824,294981,10,0,6915,0,10,23944,368,55,423,2567,2761,5328,5016,2000,294981,0,0.0,5328,294981,1.7999999523162842
2015,307,을지대학교,대학,사립,대전,B그룹,80171,25270,105441,140979,26457,167436,6,7,4942,0,13,15601,130,27,157,5342,460,5802,3195,0,167436,5564,30.100000381469727,5802,167436,3.5999999046325684
2015,308,이화여자대학교,대학,사립,서울,A그룹,577900,513165,1091065,975430,699878,1675308,54,102,158782,0,156,207073,1093,1290,2383,36090,9155,45245,37946,26898,1675308,21194,79.0,45245,1675308,2.799999952316284
2015,309,인덕대학교,전문대학,사립,서울,A그룹,89117,31801,120918,165139,35922,201061,0,6,681,0,6,718,198,18,216,6242,337,6579,4116,0,201061,6419,31.299999237060547,6579,201061,3.4000000953674316
2015,310,인제대학교,대학,사립,경남,B그룹,365438,176939,542377,584663,250748,835411,21,11,45790,0,32,83335,916,40,956,6109,7442,13551,11158,1531,835411,11701,71.4000015258789,13551,835411,1.600000023841858
2015,311,인제대학원대학교,대학원대학,사립,서울,-,73,20,93,1894,201,2095,0,0,0,0,0,0,11,0,11,0,29,29,1,420,2095,58,36.099998474121094,29,2095,1.399999976158142
2015,312,인천가톨릭대학교,대학,사립,인천,C그룹,49282,16403,65685,73976,25170,99146,2,3,8600,0,5,16744,154,121,275,2743,1335,4078,3221,0,99146,835,118.69999694824219,4078,99146,4.300000190734863
2015,313,인천대학교,대학,국립,인천,A그룹,334377,79497,413874,735448,163346,898794,23,17,42738,0,40,79458,821,98,919,25417,11379,36796,28830,0,898794,14238,63.099998474121094,36796,898794,4.300000190734863
2015,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,315,인하공업전문대학,전문대학,사립,인천,A그룹,51809,6183,57992,81826,7103,88929,2,2,7130,0,4,7984,72,6,78,6038,112,6150,3022,4713,88929,6843,13.0,6150,88929,7.400000095367432
2015,316,인하대학교,대학,사립,인천,A그룹,0,0,0,1248536,427530,1676066,55,43,47191,0,98,94897,777,495,1272,33119,9080,42199,0,0,1676066,21353,78.5,42199,1676066,2.5999999046325684
2015,317,장로회신학대학교,대학,사립,서울,C그룹,123342,80622,203964,228235,119993,348228,5,6,12993,0,11,19397,280,160,440,5473,3417,8890,7095,0,348228,2230,156.1999969482422,8890,348228,2.5999999046325684
2015,318,장안대학교,전문대학,사립,경기,B그룹,75927,8199,84126,129615,9939,139554,2,0,14851,0,2,27967,234,15,249,5087,534,5621,4799,0,139554,6259,22.299999237060547,5621,139554,4.199999809265137
2015,319,재능대학교,전문대학,사립,인천,B그룹,39381,424,39805,76515,851,77366,2,1,5684,0,3,10974,68,0,68,6330,616,6946,3656,0,77366,3651,21.200000762939453,6946,77366,9.899999618530273
2015,320,전남과학대학교,전문대학,사립,전남,B그룹,55828,785,56613,72105,810,72915,3,0,2746,0,3,9400,112,7,119,5667,445,6112,5483,0,72915,3876,18.799999237060547,6112,72915,9.100000381469727
2015,321,전남대학교,대학,국립,광주,A그룹,515221,268871,784092,1212604,434131,1646735,35,34,38907,0,69,87768,1208,382,1590,52201,42836,95037,60294,59,1646735,25913,63.5,95037,1646735,6.099999904632568
2015,322,전남도립대학교,전문대학,공립,전남,C그룹,54116,1004,55120,73406,1157,74563,1,1,1686,0,2,5013,181,0,181,1494,579,2073,1534,0,74563,1463,51.0,2073,74563,2.9000000953674316
2015,323,전북과학대학교,전문대학,사립,전북,C그룹,0,0,0,42833,3941,46774,1,0,3100,0,1,6428,55,0,55,2025,347,2372,0,0,46774,1630,28.700000762939453,2372,46774,5.300000190734863
2015,324,전북대학교,대학,국립,전북,A그룹,487899,237829,725728,1255457,352164,1607621,34,34,57085,0,68,101542,1095,802,1897,18320,36900,55220,40518,0,1607621,23841,67.4000015258789,55220,1607621,3.5999999046325684
2015,325,전주교육대학교,대학,국립,전북,C그룹,110231,10957,121188,247710,14699,262409,3,4,2507,0,7,6487,283,48,331,2391,1428,3819,1967,0,262409,1500,174.89999389648438,3819,262409,1.5
2015,326,전주기전대학,전문대학,사립,전북,C그룹,38496,2176,40672,83652,3838,87490,0,0,4395,0,0,4395,98,0,98,374,0,374,374,1380,87490,1869,46.79999923706055,374,87490,0.4000000059604645
2015,327,전주대학교,대학,사립,전북,A그룹,254363,66286,320649,504825,131276,636101,7,4,15094,0,11,161618,428,75,503,13256,3012,16268,9413,9361,636101,12575,50.599998474121094,16268,636101,2.5999999046325684
2015,328,전주비전대학교,전문대학,사립,전북,B그룹,67563,6774,74337,106061,8016,114077,0,0,3105,0,0,3242,191,2,193,3850,1661,5511,2937,0,114077,3443,33.099998474121094,5511,114077,5.099999904632568
2015,329,제네바신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,330,제주관광대학교,전문대학,사립,제주,C그룹,39427,1188,40615,48875,1476,50351,0,2,4676,0,2,4676,141,9,150,1004,206,1210,1023,0,50351,2306,21.799999237060547,1210,50351,2.5
2015,331,제주국제대학교,대학,사립,제주,C그룹,52923,6854,59777,62475,8278,70753,0,0,7883,0,0,7883,138,0,138,1578,0,1578,1227,0,70753,1379,51.29999923706055,1578,70753,2.299999952316284
2015,332,제주대학교,대학,국립,제주,A그룹,466590,163062,629652,948764,278685,1227449,27,18,35167,0,45,75195,857,305,1162,16180,10112,26292,13281,0,1227449,12487,98.30000305175781,26292,1227449,2.200000047683716
2015,333,제주한라대학교,전문대학,사립,제주,A그룹,71187,9268,80455,100023,11080,111103,2,29,128611,0,31,133785,211,5,216,6424,323,6747,6460,194,111103,5270,21.100000381469727,6747,111103,6.5
2015,334,조선간호대학교,전문대학,사립,광주,C그룹,16456,622,17078,17495,622,18117,0,0,204,0,0,204,7,0,7,1109,0,1109,950,0,18117,835,21.700000762939453,1109,18117,6.5
2015,335,조선대학교,대학,사립,광주,A그룹,412002,167618,579620,840827,374341,1215168,25,14,61714,0,39,96645,981,241,1222,21507,4323,25830,13921,0,1215168,22697,53.5,25830,1215168,2.200000047683716
2015,336,조선이공대학교,전문대학,사립,광주,B그룹,63224,18275,81499,75807,20765,96572,0,0,12192,0,0,12523,19,0,19,3586,50,3636,3021,998,96572,3611,26.700000762939453,3636,96572,3.9000000953674316
2015,337,주안대학원대학교,대학원대학,사립,인천,-,0,0,0,12716,3921,16637,0,0,0,0,0,0,10,1,11,650,66,716,510,62,16637,30,554.5999755859375,716,16637,4.5
2015,338,중부대학교,대학,사립,충남,B그룹,157890,37141,195031,288985,49472,338457,7,12,162670,0,19,195638,564,41,605,9717,3026,12743,9389,0,338457,9877,34.29999923706055,12743,338457,3.9000000953674316
2015,339,중앙대학교,대학,사립,서울,A그룹,451847,283344,735191,1361904,507470,1869374,39,62,177086,0,101,289555,956,239,1195,27529,7444,34973,25273,29039,1869374,29150,64.0999984741211,34973,1869374,1.899999976158142
2015,340,중앙승가대학교,대학,사립,경기,C그룹,51441,8212,59653,72726,10939,83665,1,1,0,0,2,3324,536,18,554,918,1386,2304,1613,1,83665,291,287.5,2304,83665,2.799999952316284
2015,341,중원대학교,대학,사립,충북,C그룹,37596,9189,46785,45479,9945,55424,2,2,3594,0,4,7815,46,17,63,5355,432,5787,5481,0,55424,3578,15.5,5787,55424,11.699999809265137
2015,342,진주교육대학교,대학,국립,경남,C그룹,125332,11402,136734,260370,11449,271819,0,3,3064,0,3,3064,32,18,50,8566,1134,9700,3700,0,271819,1790,151.89999389648438,9700,271819,3.700000047683716
2015,343,진주보건대학교,전문대학,사립,경남,B그룹,53163,1854,55017,73746,2249,75995,1,3,0,0,4,29,447,2,449,2718,1427,4145,4145,0,75995,2846,26.700000762939453,4145,75995,5.800000190734863
2015,344,차의과학대학교,대학,사립,경기,C그룹,0,0,0,35316,16506,51822,3,4,631,0,7,4099,119,10,129,1478,1226,2704,2340,0,51822,2431,21.299999237060547,2704,51822,5.5
2015,345,창신대학교,대학,사립,경남,C그룹,68033,3262,71295,103713,4725,108438,0,1,3849,0,1,3849,107,0,107,2290,411,2701,859,0,108438,1340,80.9000015258789,2701,108438,2.5999999046325684
2015,346,창원문성대학교,전문대학,사립,경남,C그룹,82706,2655,85361,167403,5657,173060,1,0,4590,0,1,6427,114,4,118,6942,326,7268,4087,0,173060,4007,43.20000076293945,7268,173060,4.400000095367432
2015,347,청강문화산업대학교,전문대학,사립,경기,B그룹,72884,14105,86989,135577,14876,150453,1,3,7600,0,4,9438,106,74,180,5795,224,6019,4983,0,150453,3699,40.70000076293945,6019,150453,4.199999809265137
2015,348,청암대학교,전문대학,사립,전남,B그룹,54482,7393,61875,69135,12038,81173,0,5,1743,0,5,2058,58,4,62,2825,11820,14645,6026,0,81173,2964,27.399999618530273,14645,81173,22.0
2015,349,청운대학교,대학,사립,충남,B그룹,228714,49487,278201,464854,58412,523266,5,8,63794,0,13,72728,364,65,429,13650,1737,15387,11414,0,523266,6803,76.9000015258789,15387,523266,3.0
2015,350,청주교육대학교,대학,국립,충북,C그룹,129117,10243,139360,226836,22865,249701,0,7,1909,0,7,1910,154,54,208,13892,1548,15440,7997,0,249701,1693,147.5,15440,249701,6.599999904632568
2015,351,청주대학교,대학,사립,충북,A그룹,396760,154569,551329,829760,253686,1083446,21,21,37099,0,42,65299,794,241,1035,11824,4015,15839,9309,0,1083446,12805,84.5999984741211,15839,1083446,1.5
2015,352,초당대학교,대학,사립,전남,C그룹,155038,25748,180786,255905,31404,287309,4,4,14704,0,8,20650,179,9,188,4049,3882,7931,5853,0,287309,3637,79.0,7931,287309,2.799999952316284
2015,353,총신대학교,대학,사립,서울,C그룹,95958,69978,165936,224584,115514,340098,6,10,10789,0,16,20657,324,154,478,8875,2170,11045,7358,0,340098,3978,85.5,11045,340098,3.4000000953674316
2015,354,추계예술대학교,대학,사립,서울,C그룹,95493,7582,103075,107940,8357,116297,2,3,3383,0,5,9436,152,44,196,4581,303,4884,4644,4,116297,1377,84.5,4884,116297,4.400000095367432
2015,355,춘천교육대학교,대학,국립,강원,C그룹,182724,5483,188207,293140,7083,300223,4,7,6970,0,11,12405,110,0,110,7491,752,8243,5786,0,300223,1899,158.10000610351562,8243,300223,2.799999952316284
2015,356,춘해보건대학교,전문대학,사립,울산,B그룹,52299,1697,53996,62424,2144,64568,1,4,10195,0,5,13519,86,1,87,3938,325,4263,4018,0,64568,2655,24.299999237060547,4263,64568,7.099999904632568
2015,357,충남대학교,대학,국립,대전,A그룹,525973,249466,775439,1179619,452412,1632031,20,36,20706,0,56,60994,664,872,1536,10037,5743,15780,10480,61,1632031,24263,67.30000305175781,15780,1632031,1.0
2015,358,충남도립대학교,전문대학,공립,충남,C그룹,40296,2906,43202,62153,3406,65559,0,1,662,0,1,662,489,28,517,671,830,1501,1231,0,65559,1121,58.5,1501,65559,2.299999952316284
2015,359,충북대학교,대학,국립,충북,A그룹,394088,145416,539504,872711,238276,1110987,35,31,44458,0,66,66838,936,337,1273,25742,6514,32256,19947,63,1110987,18552,59.900001525878906,32256,1110987,3.0
2015,360,충북도립대학교,전문대학,공립,충북,C그룹,35243,1202,36445,55933,1586,57519,0,4,2010,0,4,2010,65,20,85,1975,30,2005,985,0,57519,1028,56.0,2005,57519,3.5999999046325684
2015,361,충북보건과학대학교,전문대학,사립,충북,B그룹,68225,4427,72652,112454,5610,118064,0,2,3485,0,2,3485,165,0,165,2342,407,2749,1961,0,118064,2898,40.70000076293945,2749,118064,2.4000000953674316
2015,362,충청대학교,전문대학,사립,충북,B그룹,80568,11128,91696,122611,13560,136171,5,7,3347,0,12,11260,200,8,208,2898,359,3257,2027,0,136171,4965,27.399999618530273,3257,136171,2.5
2015,363,치유상담대학원대학교,대학원대학,사립,서울,-,0,0,0,10568,3798,14366,0,1,0,0,1,0,5,5,10,250,250,500,0,0,14366,145,99.0999984741211,500,14366,3.5999999046325684
2015,364,칼빈대학교,대학,사립,경기,C그룹,37492,19587,57079,71700,25691,97391,0,3,6422,0,3,6422,173,26,199,2027,1387,3414,2780,0,97391,639,152.39999389648438,3414,97391,3.5999999046325684
2015,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,366,평택대학교,대학,사립,경기,C그룹,182586,76465,259051,263353,88359,351712,6,7,8760,0,13,15034,146,119,265,9112,3752,12864,9184,0,351712,4733,74.30000305175781,12864,351712,3.799999952316284
2015,367,포항공과대학교,대학,사립,경북,C그룹,88783,172708,261491,115713,308276,423989,28,10,212711,0,38,220707,124,125,249,4745,1635,6380,3748,40501,423989,3151,134.60000610351562,6380,423989,1.5
2015,368,포항대학교,전문대학,사립,경북,C그룹,46390,2981,49371,85146,3544,88690,0,2,0,0,2,0,73,0,73,3546,0,3546,1884,0,88690,2382,37.20000076293945,3546,88690,4.199999809265137
2015,369,한경국립대학교,대학,국립,경기,B그룹,204899,40820,245719,407715,55132,462847,8,7,10420,0,15,22597,182,50,232,21783,318,22101,11829,0,462847,7042,65.69999694824219,22101,462847,5.0
2015,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,66194,59084,125278,71822,230072,301894,16,35,296192,0,51,308141,1,16,17,1053,232,1285,1093,0,301894,678,445.29998779296875,1285,301894,0.4000000059604645
2015,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,4642,29,4671,6108,32,6140,0,0,0,0,0,0,38,0,38,630,435,1065,1065,0,6140,407,15.100000381469727,1065,6140,21.0
2015,372,한국공학대학교,대학,사립,경기,B그룹,71344,8667,80011,129845,11370,141215,12,4,10796,0,16,19738,191,47,238,3558,2681,6239,5723,0,141215,7894,17.899999618530273,6239,141215,4.599999904632568
2015,373,한국과학기술원,대학,국립,대전,A그룹,200396,126161,326557,282974,253724,536698,53,69,78011,0,122,88055,232,2417,2649,9390,2821,12211,12211,673,536698,10616,50.599998474121094,12211,536698,2.299999952316284
2015,374,한국관광대학교,전문대학,사립,경기,C그룹,36907,1067,37974,62665,1423,64088,1,2,4551,0,3,7875,129,1,130,5354,852,6206,3243,0,64088,2134,30.0,6206,64088,10.699999809265137
2015,375,한국교원대학교,대학,국립,충북,B그룹,225149,65063,290212,470197,108390,578587,16,16,23231,0,32,55437,452,84,536,13646,2271,15917,8144,0,578587,5630,102.80000305175781,15917,578587,2.799999952316284
2015,376,한국국제대학교,대학,사립,경남,C그룹,72983,6421,79404,113387,9172,122559,0,2,1460,0,2,4421,207,0,207,8794,426,9220,5281,0,122559,3839,31.899999618530273,9220,122559,8.100000381469727
2015,377,한국기술교육대학교,대학,사립,충남,C그룹,117520,31379,148899,274410,45424,319834,8,7,16458,0,15,48909,233,128,361,13972,8665,22637,13050,0,319834,5050,63.29999923706055,22637,319834,7.599999904632568
2015,378,한국농수산대학교,전문대학,국립,전북,C그룹,46166,3416,49582,60245,3738,63983,1,3,11137,0,4,18337,220,30,250,656,289,945,776,0,63983,1183,54.099998474121094,945,63983,1.5
2015,379,한국방송통신대학교,대학,국립,서울,A그룹,205481,61329,266810,1084026,106123,1190149,11,16,39175,0,27,106518,53,55,108,23900,7293,31193,26549,0,1190149,136642,8.699999809265137,31193,1190149,2.700000047683716
2015,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,381,한국상담대학원대학교,대학원대학,사립,서울,-,9968,769,10737,9968,769,10737,0,3,0,0,3,0,0,0,0,143,945,1088,1088,0,10737,177,60.70000076293945,1088,10737,11.300000190734863
2015,382,한국성서대학교,대학,사립,서울,C그룹,76556,17886,94442,132663,23623,156286,0,7,30409,0,7,30411,1554,29,1583,1761,6470,8231,5797,0,156286,1307,119.5999984741211,8231,156286,5.599999904632568
2015,383,한국승강기대학교,전문대학,사립,경남,C그룹,19944,28,19972,22886,34,22920,0,0,478,0,0,478,50,0,50,1189,0,1189,1067,0,22920,518,44.20000076293945,1189,22920,5.5
2015,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2015,385,한국열린사이버대학교,대학,사립,서울,B그룹,1422,0,1422,1422,0,1422,0,0,1422,0,0,1422,0,0,0,0,0,0,0,0,1422,2820,0.5,0,1422,0.0
2015,386,한국영상대학교,전문대학,사립,세종,B그룹,47594,1469,49063,86092,2243,88335,0,1,4510,0,1,4544,81,8,89,4283,2055,6338,3171,0,88335,3458,25.5,6338,88335,7.699999809265137
