연도,번호,학교명,학교유형,설립,지역,대학규모,시설-도서관건물연면적 (제곱미터),열람석-총열람석수,설비-정보화기기(PC)수,재학생 1인당 도서관건물 연면적-연면적,재학생수(전년도),재학생 1인당 도서관건물 연면적
2019,59,광운대학교,대학,사립,서울,B그룹,10899.0,1584,97,10899.0,9253,1.2000000476837158
2019,60,광주가톨릭대학교,대학,사립,전남,C그룹,2883.0,179,19,2883.0,102,28.299999237060547
2019,61,광주과학기술원,대학,국립,광주,C그룹,8760.0,607,53,8760.0,2064,4.199999809265137
2019,62,광주교육대학교,대학,국립,광주,C그룹,5612.0,664,50,5612.0,1993,2.799999952316284
2019,63,광주대학교,대학,사립,광주,B그룹,15253.900390625,1936,51,15253.900390625,7698,2.0
2019,64,광주보건대학교,전문대학,사립,광주,B그룹,3830.0,1071,19,3830.0,3810,1.0
2019,65,광주여자대학교,대학,사립,광주,C그룹,5885.0,970,77,5885.0,3922,1.5
2019,66,구미대학교,전문대학,사립,경북,A그룹,1484.0,394,94,1484.0,5391,0.30000001192092896
2019,67,구세군사관대학원대학교,대학원대학,사립,경기,-,200.0,24,3,200.0,37,5.400000095367432
2019,68,국군간호사관학교,기타,기타,대전,-,1728.300048828125,434,9,1728.300048828125,0,0.0
2019,69,국립강릉원주대학교,대학,국립,강원,B그룹,22373.900390625,1748,138,22373.900390625,8470,2.5999999046325684
2019,70,국립경국대학교,대학,국립,경북,B그룹,12421.0,1601,108,12421.0,7477,1.7000000476837158
2019,71,국립공주대학교,대학,국립,충남,A그룹,29511.5,3328,132,29511.5,15670,1.899999976158142
2019,72,국립군산대학교,대학,국립,전북,B그룹,12875.0,2037,88,12875.0,7890,1.600000023841858
2019,73,국립금오공과대학교,대학,국립,경북,B그룹,11316.2001953125,1695,83,11316.2001953125,6567,1.7000000476837158
2019,74,국립목포대학교,대학,국립,전남,B그룹,10764.0,999,50,10764.0,8140,1.2999999523162842
2019,75,국립목포해양대학교,대학,국립,전남,C그룹,4713.60009765625,556,61,4713.60009765625,2758,1.7000000476837158
2019,76,국립부경대학교,대학,국립,부산,A그룹,22136.0,4036,111,22136.0,18962,1.2000000476837158
2019,77,국립순천대학교,대학,국립,전남,B그룹,11878.900390625,1925,75,11878.900390625,7771,1.5
2019,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,210.0,56,18,210.0,65,3.200000047683716
2019,79,국립창원대학교,대학,국립,경남,B그룹,15603.0,2179,129,15603.0,9480,1.600000023841858
2019,80,국립한국교통대학교,대학,국립,충북,B그룹,15409.0,1919,180,15409.0,8962,1.7000000476837158
2019,81,국립한국해양대학교,대학,국립,부산,B그룹,7565.7998046875,1345,94,7565.7998046875,7596,1.0
2019,82,국립한밭대학교,대학,국립,대전,B그룹,10290.2998046875,1646,40,10290.2998046875,9231,1.100000023841858
2019,83,국민대학교,대학,사립,서울,A그룹,13341.7001953125,2535,125,13341.7001953125,18257,0.699999988079071
2019,84,국방대학교,기타,기타,충남,-,9060.0,190,44,9060.0,0,0.0
2019,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,194.0,12,5,194.0,277,0.699999988079071
2019,86,국제대학교,전문대학,사립,경기,B그룹,703.0999755859375,212,28,703.0999755859375,3895,0.20000000298023224
2019,87,국제문화대학원대학교,대학원대학,사립,충남,-,0.0,0,0,0.0,0,0.0
2019,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,583.0,120,0,583.0,132,4.400000095367432
2019,89,국제사이버대학교,대학,사립,경기,C그룹,0.0,0,4,0.0,2942,0.0
2019,90,국제언어대학원대학교,대학원대학,사립,서울,-,396.0,42,9,396.0,87,4.599999904632568
2019,91,국제예술대학교,기타,기타,서울,-,45.0,1,1,45.0,0,0.0
2019,92,군산간호대학교,전문대학,사립,전북,C그룹,1027.0,346,38,1027.0,1136,0.8999999761581421
2019,93,군장대학교,전문대학,사립,전북,C그룹,712.0,218,20,712.0,1897,0.4000000059604645
2019,94,극동대학교,대학,사립,충북,C그룹,2295.0,851,71,2295.0,3953,0.6000000238418579
2019,95,글로벌사이버대학교,대학,사립,충남,C그룹,0.0,0,0,0.0,2151,0.0
2019,96,금강대학교,대학,사립,충남,C그룹,10475.0,522,40,10475.0,545,19.200000762939453
2019,97,기독간호대학교,전문대학,사립,광주,C그룹,369.5,137,5,369.5,632,0.6000000238418579
2019,98,김천대학교,대학,사립,경북,C그룹,3509.10009765625,1063,45,3509.10009765625,3340,1.100000023841858
2019,99,김포대학교,전문대학,사립,경기,C그룹,2302.0,566,18,2302.0,3508,0.699999988079071
2019,100,김해대학교,전문대학,사립,경남,C그룹,1562.0,515,2,1562.0,1367,1.100000023841858
2019,101,나사렛대학교,대학,사립,충남,B그룹,4108.0,584,89,4108.0,5612,0.699999988079071
2019,102,나주대학교,전문대학,사립,전남,C그룹,367.0,120,62,367.0,2217,0.20000000298023224
2019,103,남부대학교,대학,사립,광주,C그룹,3122.0,935,21,3122.0,3530,0.8999999761581421
2019,104,남서울대학교,대학,사립,충남,B그룹,15937.0,1796,85,15937.0,10264,1.600000023841858
2019,105,농협대학교,전문대학,사립,경기,C그룹,906.0,38,15,906.0,438,2.0999999046325684
2019,106,능인대학원대학교,대학원대학,사립,경기,-,399.0,57,5,399.0,72,5.5
2019,107,단국대학교,대학,사립,경기,A그룹,33285.6015625,4684,281,33285.6015625,26823,1.2000000476837158
2019,108,대경대학교,전문대학,사립,경북,B그룹,1176.0,365,18,1176.0,4396,0.30000001192092896
2019,109,대구가톨릭대학교,대학,사립,경북,A그룹,19591.0,2873,184,19591.0,14518,1.2999999523162842
2019,110,대구경북과학기술원,대학,국립,대구,C그룹,11833.0,314,75,11833.0,1351,8.800000190734863
2019,111,대구공업대학교,전문대학,사립,대구,C그룹,1864.0,250,22,1864.0,1715,1.100000023841858
2019,112,대구과학대학교,전문대학,사립,대구,A그룹,6697.0,1218,58,6697.0,4064,1.600000023841858
2019,113,대구교육대학교,대학,국립,대구,C그룹,8369.0,781,70,8369.0,2550,3.299999952316284
2019,114,대구대학교,대학,사립,경북,A그룹,21385.0,2808,244,21385.0,18944,1.100000023841858
2019,115,대구미래대학교,전문대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2019,116,대구보건대학교,전문대학,사립,대구,A그룹,3918.0,925,31,3918.0,6778,0.6000000238418579
2019,117,대구사이버대학교,대학,사립,경북,C그룹,0.0,0,0,0.0,4164,0.0
2019,118,대구예술대학교,대학,사립,경북,C그룹,891.7000122070312,120,36,891.7000122070312,1198,0.699999988079071
2019,119,대구외국어대학교,대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2019,120,대구한의대학교,대학,사립,경북,B그룹,8806.099609375,1030,77,8806.099609375,7256,1.2000000476837158
2019,121,대덕대학교,전문대학,사립,대전,C그룹,1398.0999755859375,349,41,1398.0999755859375,3996,0.30000001192092896
2019,122,대동대학교,전문대학,사립,부산,C그룹,1010.0,266,38,1010.0,1557,0.6000000238418579
2019,123,대림대학교,전문대학,사립,경기,A그룹,4105.0,924,234,4105.0,6599,0.6000000238418579
2019,124,대신대학교,대학,사립,경북,C그룹,2183.0,284,10,2183.0,619,3.5
2019,125,대원대학교,전문대학,사립,충북,C그룹,1381.800048828125,510,31,1381.800048828125,2453,0.6000000238418579
2019,126,대전가톨릭대학교,대학,사립,세종,C그룹,1900.0,152,16,1900.0,84,22.600000381469727
2019,127,대전과학기술대학교,전문대학,사립,대전,B그룹,12477.0,1591,75,12477.0,4375,2.9000000953674316
2019,128,대전대학교,대학,사립,대전,B그룹,15210.0,1769,146,15210.0,10093,1.5
2019,129,대전보건대학교,전문대학,사립,대전,A그룹,2988.0,801,46,2988.0,5818,0.5
2019,130,대전신학대학교,대학,사립,대전,C그룹,1991.0,213,12,1991.0,210,9.5
2019,131,대진대학교,대학,사립,경기,B그룹,13847.5,1352,52,13847.5,7975,1.7000000476837158
2019,132,대한신학대학원대학교,대학원대학,사립,경기,-,204.0,42,2,204.0,322,0.6000000238418579
2019,133,덕성여자대학교,대학,사립,서울,B그룹,11122.0,1915,114,11122.0,6079,1.7999999523162842
2019,134,동강대학교,전문대학,사립,광주,B그룹,4055.199951171875,1042,28,4055.199951171875,3371,1.2000000476837158
2019,135,동국대학교,대학,사립,서울,A그룹,23849.900390625,3023,104,23849.900390625,17331,1.399999976158142
2019,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,12274.0,1615,125,12274.0,8480,1.399999976158142
2019,137,동남보건대학교,전문대학,사립,경기,A그룹,5665.0,1044,58,5665.0,4765,1.2000000476837158
2019,138,동덕여자대학교,대학,사립,서울,B그룹,8054.0,1399,199,8054.0,7148,1.100000023841858
2019,139,동명대학교,대학,사립,부산,B그룹,10935.0,1513,59,10935.0,8230,1.2999999523162842
2019,140,동방문화대학원대학교,대학원대학,사립,서울,-,269.0,45,9,269.0,256,1.100000023841858
2019,141,동부산대학교,전문대학,사립,부산,C그룹,2296.0,460,20,2296.0,1671,1.399999976158142
2019,142,동서대학교,대학,사립,부산,B그룹,14837.0,3258,145,14837.0,10883,1.399999976158142
2019,143,동서울대학교,전문대학,사립,경기,A그룹,4501.7998046875,847,50,4501.7998046875,5719,0.800000011920929
2019,144,동신대학교,대학,사립,전남,B그룹,12927.0,1468,64,12927.0,7394,1.7000000476837158
2019,145,동아대학교,대학,사립,부산,A그룹,13404.7001953125,2755,242,13404.7001953125,20954,0.6000000238418579
2019,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1185.4000244140625,237,43,1185.4000244140625,3006,0.4000000059604645
2019,147,동아보건대학교,전문대학,사립,전남,C그룹,2013.0,266,15,2013.0,1823,1.100000023841858
2019,148,동양대학교,대학,사립,경북,C그룹,5625.2001953125,877,34,5625.2001953125,4542,1.2000000476837158
2019,149,동양미래대학교,전문대학,사립,서울,A그룹,5827.0,1000,126,5827.0,5738,1.0
2019,150,동우대학,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2019,151,동원과학기술대학교,전문대학,사립,경남,B그룹,6133.0,483,65,6133.0,2270,2.700000047683716
2019,152,동원대학교,전문대학,사립,경기,B그룹,2956.0,583,55,2956.0,3671,0.800000011920929
2019,153,동의과학대학교,전문대학,사립,부산,B그룹,1999.0,596,43,1999.0,5300,0.4000000059604645
2019,154,동의대학교,대학,사립,부산,A그룹,13768.2001953125,2713,98,13768.2001953125,16570,0.800000011920929
2019,155,두원공과대학교,전문대학,사립,경기,B그룹,3653.0,609,73,3653.0,5489,0.699999988079071
2019,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0.0,0,0,0.0,3744,0.0
