연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수_봉사대상자수_전년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_전년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_전년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_전년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_전년도_직원,봉사대상자수 및 이용자수_봉사대상자수_전년도_기타,봉사대상자수 및 이용자수_봉사대상자수_전년도_계,봉사대상자수 및 이용자수_봉사대상자수_당해년도_재학생수,봉사대상자수 및 이용자수_봉사대상자수_당해년도_학부생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_대학원생,봉사대상자수 및 이용자수_봉사대상자수_당해년도_전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_비전임교원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_직원,봉사대상자수 및 이용자수_봉사대상자수_당해년도_기타,봉사대상자수 및 이용자수_봉사대상자수_당해년도_계,봉사대상자수 및 이용자수_학과수,봉사대상자수 및 이용자수_이용자수_도서관 이용자수,대출현황_대출자수_학부생,대출현황_대출자수_대학원생,대출현황_대출자수_교원,대출현황_대출자수_직원,대출현황_대출자수_기타,대출현황_대출자수_계,대출현황_대출책수_학부생,대출현황_대출책수_대학원생,대출현황_대출책수_교원,대출현황_대출책수_직원,대출현황_대출책수_기타,대출현황_대출책수_계,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_신청,참고서비스 및 상호협력_참고서비스 신청 및 제공 건수 (2010년 이전)_제공,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_면담,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_전화,참고서비스 및 상호협력_참고서비스 제공 건수 (2010년 이후)_온라인,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_신청,참고서비스 및 상호협력_상호대차 신청 및 제공 건수_제공,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_신청,참고서비스 및 상호협력_원문복사 신청 및 제공 건수_제공,이용자 교육_교육횟수,이용자 교육_교육 참가자수,재학생 1인당 대출책수_대출책수,재학생 1인당 대출책수_재학생수(전년도),재학생 1인당 대출책수_재학생 1인당 대출책수,재학생 1인당 도서관방문자수_방문자수,재학생 1인당 도서관방문자수_재학생수(전년도),재학생 1인당 도서관방문자수_재학생 1인당 도서관방문자수
2020,98,김천대학교,대학,사립,경북,C그룹,3348,3257,91,146,89,83,42,3708,3110,2998,112,134,86,80,29,3439,0,90367,521,10,36,27,18,612,4617,87,1041,391,214,6350,0,0,30,16,0,2,1,1,1,19,245,4704,3348,1.399999976158142,90367,3348,27
2020,99,김포대학교,전문대학,사립,경기,C그룹,3580,3580,0,89,158,88,26,3941,3424,3424,0,87,154,91,0,3756,0,45290,699,0,66,55,14,834,5056,0,874,1063,7231,14224,0,0,60,100,4,6,0,0,0,28,1227,5056,3580,1.399999976158142,45290,3580,12.699999809265137
2020,100,김해대학교,전문대학,사립,경남,C그룹,1434,1434,0,40,88,49,0,1611,1471,1471,0,44,72,48,0,1635,0,98355,287,0,12,24,6,329,1936,0,214,224,84,2458,0,0,0,0,0,0,0,0,0,0,0,1936,1434,1.399999976158142,98355,1434,68.5999984741211
2020,101,나사렛대학교,대학,사립,충남,B그룹,5446,5151,295,174,220,90,781,6711,5440,5146,294,165,187,104,688,6584,0,119900,2388,157,103,71,240,2959,23075,3929,1718,1121,2878,32721,0,0,1523,376,561,76,147,155,21,38,648,27004,5446,5,119900,5446,22
2020,102,나주대학교,전문대학,사립,전남,C그룹,2002,2002,0,65,103,23,2004,4197,1903,1903,0,64,104,22,0,2093,0,21228,61,0,69,12,16,158,775,0,2298,983,343,4399,0,0,3,4,0,0,0,0,0,4,105,775,2002,0.4000000059604645,21228,2002,10.600000381469727
2020,103,남부대학교,대학,사립,광주,C그룹,3421,3022,399,126,131,80,0,3758,3433,3053,380,120,119,90,0,3762,0,17105,515,16,51,37,0,619,14781,212,546,455,0,15994,0,0,8,40,0,0,2,44,3,5,607,14993,3421,4.400000095367432,17105,3421,5
2020,104,남서울대학교,대학,사립,충남,B그룹,10224,9597,627,353,247,171,879,11874,10078,9502,576,332,311,173,831,11725,0,144485,2964,99,108,109,94,3374,35329,727,1376,1205,492,39129,0,0,225,140,659,23,152,231,341,17,778,36056,10224,3.5,144485,10224,14.100000381469727
2020,105,농협대학교,전문대학,사립,경기,C그룹,406,406,0,12,22,27,105,572,444,444,0,12,23,23,110,612,0,502,181,0,12,53,18,264,1002,0,523,1068,196,2789,0,0,5,3,0,6,0,0,0,0,0,1002,406,2.5,502,406,1.2000000476837158
2020,106,능인대학원대학교,대학원대학,사립,경기,-,72,0,72,12,2,7,0,93,80,0,80,11,2,7,0,100,0,256,0,35,4,4,0,43,0,248,24,19,0,291,0,0,10,28,0,0,0,4,4,1,25,248,72,3.4000000953674316,256,72,3.5999999046325684
2020,107,단국대학교,대학,사립,경기,A그룹,26997,23074,3923,1012,1677,509,1184,31379,26716,22864,3852,1063,1852,529,1048,31208,0,1649108,11011,1701,807,724,455,14698,73181,17720,11510,8137,47476,158024,0,0,7682,5992,387,392,397,895,368,71,2663,90901,26997,3.4000000953674316,1649108,26997,61.099998474121094
2020,108,대경대학교,전문대학,사립,경북,B그룹,4275,4275,0,122,307,54,67,4825,4072,4072,0,110,300,52,76,4610,0,62801,668,0,58,43,11,780,5008,0,704,879,38,6629,0,0,786,459,44,0,0,0,0,26,1143,5008,4275,1.2000000476837158,62801,4275,14.699999809265137
2020,109,대구가톨릭대학교,대학,사립,경북,A그룹,13891,12541,1350,608,726,337,712,16274,13771,12433,1338,603,732,352,623,16081,0,684201,7432,619,452,292,452,9247,97765,10833,7918,13756,13631,143903,0,0,7031,1533,134,38,224,408,184,141,4448,108598,13891,7.800000190734863,684201,13891,49.29999923706055
2020,110,대구경북과학기술원,대학,국립,대구,C그룹,1463,792,671,112,95,510,209,2389,1527,769,758,119,100,492,215,2453,0,342604,592,471,69,332,134,1598,6636,3560,1667,6060,3743,21666,0,0,7,80,192,40,29,134,60,28,370,10196,1463,7,342604,1463,234.1999969482422
2020,111,대구공업대학교,전문대학,사립,대구,C그룹,1672,1672,0,56,120,56,37,1941,1661,1661,0,53,133,63,37,1947,0,26112,68,0,12,16,2,98,407,0,118,217,195,937,0,0,0,0,0,0,0,0,0,1,23,407,1672,0.20000000298023224,26112,1672,15.600000381469727
2020,112,대구과학대학교,전문대학,사립,대구,A그룹,4100,4100,0,131,191,111,0,4533,4093,4093,0,132,288,113,0,4626,0,130733,1215,0,59,66,0,1340,24119,0,1218,3110,64,28511,0,0,0,0,0,7,0,5,0,22,1039,24119,4100,5.900000095367432,130733,4100,31.899999618530273
2020,113,대구교육대학교,대학,국립,대구,C그룹,2451,1618,833,92,170,96,2570,5379,2434,1620,814,90,199,101,2656,5480,0,220211,1259,234,86,56,38,1673,9046,1533,1190,582,3553,15904,0,0,1392,827,1207,17,36,19,50,15,387,10579,2451,4.300000190734863,220211,2451,89.80000305175781
2020,114,대구대학교,대학,사립,경북,A그룹,18566,17030,1536,613,676,338,2953,23146,18681,17231,1450,593,725,341,2515,22855,0,835759,7510,678,412,189,481,9270,45537,6155,10534,3141,12243,77610,0,0,398,398,174,159,464,827,622,108,856,51692,18566,2.799999952316284,835759,18566,45
2020,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,116,대구보건대학교,전문대학,사립,대구,A그룹,7004,7004,0,183,453,121,2410,10171,6959,6959,0,181,477,121,2443,10181,0,166147,1355,0,111,65,48,1579,5943,0,1365,766,292,8366,0,0,0,0,3,0,0,6,6,61,2087,5943,7004,0.800000011920929,166147,7004,23.700000762939453
2020,117,대구사이버대학교,대학,사립,경북,C그룹,4016,3914,102,24,127,49,458,4674,4136,4038,98,24,209,48,734,5151,0,11038,494,5,7,19,145,670,2678,24,27,152,1728,4609,0,0,0,0,0,0,0,0,0,0,0,2702,4016,0.699999988079071,11038,4016,2.700000047683716
2020,118,대구예술대학교,대학,사립,경북,C그룹,1102,1102,0,41,230,34,0,1407,948,948,0,36,227,34,0,1245,0,11790,143,0,14,19,0,176,963,0,125,86,0,1174,0,0,212,51,0,4,0,0,0,0,0,963,1102,0.8999999761581421,11790,1102,10.699999809265137
2020,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,120,대구한의대학교,대학,사립,경북,B그룹,6721,6388,333,252,224,137,473,7807,7166,6849,317,246,190,145,423,8170,0,296880,2654,93,165,87,133,3132,26141,942,3252,1444,2121,33900,0,0,4095,2730,103,27,10,53,30,50,1670,27083,6721,4,296880,6721,44.20000076293945
2020,121,대덕대학교,전문대학,사립,대전,C그룹,4193,4193,0,101,257,67,40,4658,3741,3741,0,98,215,66,51,4171,0,99057,890,0,84,49,39,1062,5377,0,2359,1146,415,9297,0,0,0,0,0,9,12,10,0,17,578,5377,4193,1.2999999523162842,99057,4193,23.600000381469727
2020,122,대동대학교,전문대학,사립,부산,C그룹,1490,1490,0,40,116,54,42,1742,1518,1518,0,42,119,54,2,1735,0,96034,663,0,32,23,1,719,3450,0,667,403,1,4521,0,0,2,0,0,0,0,11,0,0,0,3450,1490,2.299999952316284,96034,1490,64.5
2020,123,대림대학교,전문대학,사립,경기,A그룹,6894,6894,0,160,423,110,1498,9085,7325,7325,0,171,396,111,1432,9435,0,223048,1120,0,134,32,110,1396,6415,0,2438,823,5375,15051,0,0,14,13,16,4,0,5,0,36,2292,6415,6894,0.8999999761581421,223048,6894,32.400001525878906
2020,124,대신대학교,대학,사립,경북,C그룹,622,424,198,30,61,18,166,897,611,408,203,35,53,19,208,926,0,82334,89,125,25,12,65,316,1918,3469,798,130,1189,7504,0,0,273,152,0,18,2,36,1,2,71,5387,622,8.699999809265137,82334,622,132.39999389648438
2020,125,대원대학교,전문대학,사립,충북,C그룹,2482,2482,0,81,145,47,9,2764,2400,2400,0,77,141,43,12,2673,0,74371,940,0,37,47,5,1029,36663,0,481,622,51,37817,0,0,197,85,0,0,0,49,0,34,824,36663,2482,14.800000190734863,74371,2482,30
2020,126,대전가톨릭대학교,대학,사립,세종,C그룹,91,48,43,12,20,37,200,360,76,44,32,12,17,33,199,337,0,353,44,46,25,4,24,143,2199,4190,334,22,209,6954,0,0,276,43,5,27,3,8,1,6,278,6389,91,70.19999694824219,353,91,3.9000000953674316
2020,127,대전과학기술대학교,전문대학,사립,대전,B그룹,4509,4509,0,122,258,87,188,5164,4446,4446,0,123,248,83,60,4960,0,198867,1116,0,68,57,100,1341,5952,0,775,1424,3162,11313,0,0,1426,58,56,0,49,2,1,46,1710,5952,4509,1.2999999523162842,198867,4509,44.099998474121094
2020,128,대전대학교,대학,사립,대전,B그룹,9880,9106,774,349,428,166,1176,11999,9759,8979,780,346,499,165,1116,11885,0,567619,4258,100,213,130,106,4807,54439,1795,4765,2579,2261,65839,0,0,1230,2460,2460,70,104,304,61,24,723,56234,9880,5.699999809265137,567619,9880,57.5
2020,129,대전보건대학교,전문대학,사립,대전,A그룹,5730,5730,0,155,224,81,0,6190,5697,5697,0,156,217,80,0,6150,0,233931,589,0,41,47,0,677,5655,0,579,450,795,7479,0,0,45,103,50,0,0,1,0,11,332,5655,5730,1,233931,5730,40.79999923706055
2020,130,대전신학대학교,대학,사립,대전,C그룹,200,101,99,12,19,10,101,342,182,85,97,11,12,9,118,332,0,1161,80,93,15,9,72,269,695,1767,357,203,1082,4104,0,0,60,0,37,1,4,10,4,0,0,2462,200,12.300000190734863,1161,200,5.800000190734863
2020,131,대진대학교,대학,사립,경기,B그룹,7901,7513,388,263,164,190,52,8570,7851,7438,413,253,204,190,75,8573,0,250943,3849,121,220,251,737,5178,22580,1225,3861,3145,24699,55510,0,0,36,182,31,26,21,77,14,10,243,23805,7901,3,250943,7901,31.799999237060547
2020,132,대한신학대학원대학교,대학원대학,사립,경기,-,290,0,290,15,38,9,29,381,245,0,245,16,33,9,0,303,0,205,0,40,1,0,0,41,0,48,3,0,0,51,0,0,0,0,0,0,0,0,0,1,10,48,290,0.20000000298023224,205,290,0.699999988079071
2020,133,덕성여자대학교,대학,사립,서울,B그룹,5928,5620,308,187,282,121,3709,10227,5806,5506,300,182,280,162,828,7258,0,422215,4591,190,168,250,237,5436,50488,2943,3993,6552,16115,80091,0,0,62,40,163,85,298,219,189,27,1306,53431,5928,9,422215,5928,71.19999694824219
2020,134,동강대학교,전문대학,사립,광주,B그룹,3217,3217,0,85,185,57,19,3563,3133,3133,0,80,186,56,2,3457,0,33402,722,0,27,32,0,781,6883,0,303,370,3553,11109,0,0,72,4,4,0,0,7,0,22,990,6883,3217,2.0999999046325684,33402,3217,10.399999618530273
2020,135,동국대학교,대학,사립,서울,A그룹,17498,13975,3523,688,1388,405,48784,68763,17539,13944,3595,682,1536,488,18787,39032,0,1343761,9564,2565,347,309,1175,13960,88363,49856,11631,4634,15280,169764,0,0,11376,10376,2756,232,389,864,411,81,1885,138219,17498,7.900000095367432,1343761,17498,76.80000305175781
2020,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,8417,7711,706,356,529,147,1724,11173,8285,7670,615,370,603,156,953,10367,0,91495,3430,294,231,208,264,4427,68234,9536,10430,31037,21935,141172,0,0,70,23,180,262,36,412,22,31,496,77770,8417,9.199999809265137,91495,8417,10.899999618530273
2020,137,동남보건대학교,전문대학,사립,경기,A그룹,4677,4677,0,119,259,60,0,5115,4794,4794,0,120,254,61,0,5229,0,77365,394,0,28,12,0,434,1529,0,204,120,2959,4812,0,0,0,0,11,8,0,0,0,2,256,1529,4677,0.30000001192092896,77365,4677,16.5
2020,138,동덕여자대학교,대학,사립,서울,B그룹,7139,6837,302,231,488,132,828,8818,7211,6938,273,227,357,132,389,8316,0,222367,3168,103,134,143,146,3694,20424,965,2141,1955,25410,50895,0,0,1523,3047,121,59,73,121,80,35,685,21389,7139,3,222367,7139,31.100000381469727
2020,139,동명대학교,대학,사립,부산,B그룹,8200,7905,295,272,246,142,301,9161,8135,7835,300,276,240,143,381,9175,0,319457,2444,113,202,131,155,3045,12391,775,3690,2395,5354,24605,0,0,0,0,24,25,2,80,0,35,893,13166,8200,1.600000023841858,319457,8200,39
2020,140,동방문화대학원대학교,대학원대학,사립,서울,-,309,0,309,17,26,17,1,370,301,0,301,14,25,16,3,359,0,2031,0,124,13,2,9,148,0,1122,86,28,49,1285,0,0,525,22,48,34,0,61,25,2,6,1122,309,3.5999999046325684,2031,309,6.599999904632568
2020,141,동부산대학교,전문대학,사립,부산,C그룹,1335,1335,0,42,138,27,12,1554,526,526,0,26,70,20,1,643,0,16530,176,0,15,14,1,206,1774,0,209,142,131,2256,0,0,31,0,0,0,0,0,0,0,0,1774,1335,1.2999999523162842,16530,1335,12.399999618530273
2020,142,동서대학교,대학,사립,부산,B그룹,10780,10457,323,362,349,210,1309,13010,10710,10367,343,365,464,199,1704,13442,0,905696,3012,60,116,105,136,3429,15381,403,2050,1424,9694,28952,0,0,846,1252,1280,5,43,58,29,39,2517,15784,10780,1.5,905696,10780,84
2020,143,동서울대학교,전문대학,사립,경기,A그룹,5953,5953,0,162,273,68,139,6595,6045,6045,0,163,263,79,135,6685,0,143647,1158,0,92,49,59,1358,5615,0,1037,666,2038,9356,0,0,486,972,4,0,0,0,0,32,1172,5615,5953,0.8999999761581421,143647,5953,24.100000381469727
2020,144,동신대학교,대학,사립,전남,B그룹,7008,6512,496,274,128,142,887,8439,6817,6305,512,263,187,135,854,8256,0,172842,1375,73,194,114,90,1846,9095,701,4273,2014,979,17062,0,0,360,700,11,0,0,48,3,47,1522,9796,7008,1.399999976158142,172842,7008,24.700000762939453
2020,145,동아대학교,대학,사립,부산,A그룹,20460,18464,1996,774,987,407,3309,25937,20331,18342,1989,772,898,379,3115,25495,0,1052717,8162,929,421,199,464,10175,53779,14815,8453,4185,6913,88145,0,0,4733,5280,1203,345,342,742,346,42,1236,68594,20460,3.4000000953674316,1052717,20460,51.5
2020,146,동아방송예술대학교,전문대학,사립,경기,B그룹,3072,3072,0,80,238,68,49,3507,3104,3104,0,80,238,70,15,3507,0,41643,1819,0,61,71,11,1962,17797,0,976,1019,274,20066,0,0,0,0,8,0,0,1,0,15,642,17797,3072,5.800000190734863,41643,3072,13.600000381469727
2020,147,동아보건대학교,전문대학,사립,전남,C그룹,1736,1736,0,56,70,29,0,1891,1699,1699,0,51,71,29,0,1850,0,1087,169,0,4,15,0,188,984,207,252,0,0,1443,0,0,0,0,0,0,0,0,0,0,0,1191,1736,0.699999988079071,1087,1736,0.6000000238418579
2020,148,동양대학교,대학,사립,경북,C그룹,4453,4212,241,155,101,145,142,4996,4200,3995,205,148,90,136,156,4730,0,66414,1431,14,91,75,248,1859,26448,607,1714,1915,869,31553,0,0,34,27,6,28,28,92,5,24,1307,27055,4453,6.099999904632568,66414,4453,14.899999618530273
2020,149,동양미래대학교,전문대학,사립,서울,A그룹,5830,5830,0,154,279,86,0,6349,5854,5854,0,156,263,99,0,6372,0,462892,1347,0,161,87,0,1595,37887,0,2522,1020,0,41429,0,0,1186,124,15,0,0,60,0,48,1825,37887,5830,6.5,462892,5830,79.4000015258789
2020,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,151,동원과학기술대학교,전문대학,사립,경남,B그룹,2291,2291,0,62,152,46,101,2652,2285,2285,0,60,153,48,116,2662,0,9350,457,0,27,28,16,528,1309,0,111,68,49,1537,0,0,34,60,30,0,0,0,0,0,0,1309,2291,0.6000000238418579,9350,2291,4.099999904632568
2020,152,동원대학교,전문대학,사립,경기,B그룹,3663,3663,0,95,198,57,45,4058,3514,3514,0,98,180,58,0,3850,0,46339,695,0,55,39,2,791,8589,0,2202,1834,2,12627,0,0,0,0,0,0,0,0,0,23,1135,8589,3663,2.299999952316284,46339,3663,12.699999809265137
