연도,번호,학교명,학교유형,설립,지역,대학규모,시설-도서관건물연면적 (제곱미터),열람석-총열람석수,설비-업무용컴퓨터(PC)수,이용자용컴퓨터(PC)수,총 보유컴퓨터(PC)수,재학생 1인당 도서관건물 연면적-연면적,재학생수(전년도),재학생 1인당 도서관건물 연면적
2018,244,수원과학대학교,전문대학,사립,경기,B그룹,4791.0,834,7,64,71,4791.0,6198,0.800000011920929
2018,245,수원대학교,대학,사립,경기,B그룹,18410.0,2500,26,60,86,18410.0,10556,1.7000000476837158
2018,246,수원여자대학교,전문대학,사립,경기,B그룹,2041.0,323,12,41,53,2041.0,4411,0.5
2018,247,숙명여자대학교,대학,사립,서울,A그룹,16740.0,2770,56,267,323,16740.0,12448,1.2999999523162842
2018,248,순복음대학원대학교,대학원대학,사립,서울,-,135.0,24,1,2,3,135.0,109,1.2000000476837158
2018,249,순복음총회신학교,대학,사립,충북,C그룹,210.0,72,2,0,2,210.0,247,0.8999999761581421
2018,250,순천제일대학교,전문대학,사립,전남,B그룹,4501.0,540,6,13,19,4501.0,2458,1.7999999523162842
2018,251,순천향대학교,대학,사립,충남,A그룹,13011.0,1980,36,110,146,13011.0,11646,1.100000023841858
2018,252,숭실대학교,대학,사립,서울,A그룹,11575.0,2777,51,90,141,11575.0,15516,0.699999988079071
2018,253,숭실사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0,0,0.0,5381,0.0
2018,254,숭의여자대학교,전문대학,사립,서울,B그룹,1249.0,272,11,42,53,1249.0,3401,0.4000000059604645
2018,255,신경주대학교,대학,사립,경북,C그룹,3409.0,557,8,31,39,3409.0,1918,1.7999999523162842
2018,256,신구대학교,전문대학,사립,경기,A그룹,5567.0,1595,8,68,76,5567.0,6527,0.8999999761581421
2018,257,신라대학교,대학,사립,부산,B그룹,10720.0,2045,24,203,227,10720.0,10315,1.0
2018,258,신성대학교,전문대학,사립,충남,B그룹,3762.0,1175,10,49,59,3762.0,3889,1.0
2018,259,신안산대학교,전문대학,사립,경기,B그룹,7085.0,564,13,62,75,7085.0,4287,1.7000000476837158
2018,260,신한대학교,대학,사립,경기,B그룹,7293.0,1494,19,87,106,7293.0,6898,1.100000023841858
2018,261,신흥대학교,전문대학,사립,경기,A그룹,0.0,0,0,0,0,0.0,0,0.0
2018,262,실천신학대학원대학교,대학원대학,사립,경기,-,117.0,25,1,1,2,117.0,48,2.4000000953674316
2018,263,아신대학교,대학,사립,경기,C그룹,2061.0,469,4,21,25,2061.0,1450,1.399999976158142
2018,264,아주대학교,대학,사립,경기,A그룹,16297.0,2654,66,93,159,16297.0,13741,1.2000000476837158
2018,265,아주자동차대학교,전문대학,사립,충남,C그룹,412.0,183,4,6,10,412.0,951,0.4000000059604645
2018,266,안동과학대학교,전문대학,사립,경북,B그룹,7391.0,719,6,56,62,7391.0,2719,2.700000047683716
2018,267,안산대학교,전문대학,사립,경기,A그룹,4870.0,775,15,71,86,4870.0,4364,1.100000023841858
2018,268,안양대학교,대학,사립,경기,B그룹,4858.0,1100,20,66,86,4858.0,5384,0.8999999761581421
2018,269,에스라성경대학원대학교,대학원대학,사립,경기,-,135.0,100,0,2,2,135.0,75,1.7999999523162842
2018,270,여주대학교,전문대학,사립,경기,B그룹,6727.0,920,5,61,66,6727.0,5290,1.2999999523162842
2018,271,연성대학교,전문대학,사립,경기,A그룹,2924.0,526,15,65,80,2924.0,5820,0.5
2018,272,연세대학교,대학,사립,서울,A그룹,68830.0,7124,185,852,1037,68830.0,30783,2.200000047683716
2018,273,연세대학교(미래),대학,사립,강원,B그룹,10486.0,1808,42,287,329,10486.0,7884,1.2999999523162842
2018,274,연암공과대학교,전문대학,사립,경남,C그룹,1533.0,324,2,20,22,1533.0,1219,1.2999999523162842
2018,275,연암대학교,전문대학,사립,충남,C그룹,1828.0,235,4,22,26,1828.0,1044,1.7999999523162842
2018,276,영남대학교,대학,사립,경북,A그룹,35610.0,4412,77,302,379,35610.0,24257,1.5
2018,277,영남사이버대학교,대학,사립,경북,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,278,영남신학대학교,대학,사립,경북,C그룹,3914.0,562,5,36,41,3914.0,705,5.599999904632568
2018,279,영남외국어대학,전문대학,사립,경북,C그룹,906.0,147,2,12,14,906.0,764,1.2000000476837158
2018,280,영남이공대학교,전문대학,사립,대구,A그룹,3851.0,616,6,66,72,3851.0,5886,0.699999988079071
2018,281,영산대학교,대학,사립,경남,B그룹,8032.0,1063,21,138,159,8032.0,6927,1.2000000476837158
2018,282,영산선학대학교,대학,사립,전남,C그룹,416.0,18,2,1,3,416.0,46,9.0
2018,283,영진전문대학교,전문대학,사립,대구,A그룹,4713.0,1221,18,99,117,4713.0,7839,0.6000000238418579
2018,284,예명대학원대학교,대학원대학,사립,서울,-,309.0,50,2,2,4,309.0,181,1.7000000476837158
2018,285,예수대학교,대학,사립,전북,C그룹,1076.0,234,5,16,21,1076.0,571,1.899999976158142
2018,286,예원예술대학교,대학,사립,전북,C그룹,946.0,200,2,12,14,946.0,1198,0.800000011920929
2018,287,오산대학교,전문대학,사립,경기,A그룹,2685.0,518,8,77,85,2685.0,4867,0.6000000238418579
2018,288,온석대학원대학교,대학원대학,사립,경기,-,199.0,24,1,3,4,199.0,277,0.699999988079071
2018,289,용인대학교,대학,사립,경기,B그룹,7677.0,856,22,160,182,7677.0,7013,1.100000023841858
2018,290,용인예술과학대학교,전문대학,사립,경기,B그룹,3124.0,670,8,70,78,3124.0,3838,0.800000011920929
2018,291,우석대학교,대학,사립,전북,B그룹,16996.0,1877,19,98,117,16996.0,8215,2.0999999046325684
2018,292,우송공업대학,전문대학,사립,대전,B그룹,0.0,0,0,0,0,0.0,0,0.0
2018,293,우송대학교,대학,사립,대전,A그룹,20454.0,978,11,62,73,20454.0,10109,2.0
2018,294,우송정보대학,전문대학,사립,대전,B그룹,1453.0,329,4,42,46,1453.0,4827,0.30000001192092896
2018,295,울산과학기술원,대학,국립,울산,C그룹,10657.0,1017,17,104,121,10657.0,4491,2.4000000953674316
2018,296,울산과학대학교,전문대학,사립,울산,A그룹,5403.0,1647,15,84,99,5403.0,4899,1.100000023841858
2018,297,울산대학교,대학,사립,울산,A그룹,22112.0,3504,47,182,229,22112.0,14107,1.600000023841858
2018,298,웅지세무대학교,전문대학,사립,경기,C그룹,2818.0,654,2,0,2,2818.0,1641,1.7000000476837158
2018,299,원광대학교,대학,사립,전북,A그룹,19938.0,3034,65,148,213,19938.0,16683,1.2000000476837158
2018,300,원광보건대학교,전문대학,사립,전북,B그룹,2016.0,487,7,4,11,2016.0,4677,0.4000000059604645
2018,301,원불교대학원대학교,대학원대학,사립,전북,-,379.0,42,1,2,3,379.0,46,8.199999809265137
2018,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,481.0,100,3,3,6,481.0,455,1.100000023841858
2018,303,위덕대학교,대학,사립,경북,C그룹,5933.0,908,8,30,38,5933.0,3490,1.7000000476837158
2018,304,유원대학교,대학,사립,충북,C그룹,3061.0,700,8,52,60,3061.0,3760,0.800000011920929
2018,305,유한대학교,전문대학,사립,경기,A그룹,3885.0,718,14,61,75,3885.0,4732,0.800000011920929
2018,306,육군사관학교,기타,기타,서울,-,6600.0,531,21,21,42,6600.0,0,0.0
2018,307,을지대학교,대학,사립,대전,B그룹,6539.0,1606,14,91,105,6539.0,5377,1.2000000476837158
2018,308,이화여자대학교,대학,사립,서울,A그룹,22616.0,3958,81,369,450,22616.0,21639,1.0
2018,309,인덕대학교,전문대학,사립,서울,A그룹,4164.0,816,13,20,33,4164.0,6245,0.699999988079071
2018,310,인제대학교,대학,사립,경남,B그룹,13896.0,2188,44,169,213,13896.0,11005,1.2999999523162842
2018,311,인제대학원대학교,대학원대학,사립,서울,-,0.0,0,0,0,0,0.0,0,0.0
2018,312,인천가톨릭대학교,대학,사립,인천,C그룹,3260.0,243,5,22,27,3260.0,859,3.799999952316284
2018,313,인천대학교,대학,국립,인천,A그룹,14219.0,1845,30,184,214,14219.0,13500,1.100000023841858
2018,314,인천전문대학,전문대학,공립,인천,A그룹,0.0,0,0,0,0,0.0,0,0.0
2018,315,인하공업전문대학,전문대학,사립,인천,A그룹,2091.0,406,14,101,115,2091.0,6470,0.30000001192092896
2018,316,인하대학교,대학,사립,인천,A그룹,26533.0,3823,75,316,391,26533.0,20205,1.2999999523162842
2018,317,장로회신학대학교,대학,사립,서울,C그룹,5084.0,484,21,31,52,5084.0,2230,2.299999952316284
2018,318,장안대학교,전문대학,사립,경기,B그룹,5573.0,1197,9,18,27,5573.0,5805,1.0
2018,319,재능대학교,전문대학,사립,인천,B그룹,1475.0,215,5,87,92,1475.0,3932,0.4000000059604645
2018,320,전남과학대학교,전문대학,사립,전남,B그룹,2286.0,828,5,62,67,2286.0,4112,0.6000000238418579
2018,321,전남대학교,대학,국립,광주,A그룹,30178.0,4900,84,172,256,30178.0,24197,1.2000000476837158
2018,322,전남도립대학교,전문대학,공립,전남,C그룹,2709.0,441,11,40,51,2709.0,1377,2.0
2018,323,전북과학대학교,전문대학,사립,전북,C그룹,953.0,330,2,12,14,953.0,1613,0.6000000238418579
2018,324,전북대학교,대학,국립,전북,A그룹,45010.0,4609,75,421,496,45010.0,22114,2.0
2018,325,전주교육대학교,대학,국립,전북,C그룹,4731.0,760,18,58,76,4731.0,1401,3.4000000953674316
2018,326,전주기전대학,전문대학,사립,전북,C그룹,702.0,187,3,2,5,702.0,1812,0.4000000059604645
2018,327,전주대학교,대학,사립,전북,A그룹,10997.0,1450,25,146,171,10997.0,12277,0.8999999761581421
2018,328,전주비전대학교,전문대학,사립,전북,B그룹,2063.0,382,7,28,35,2063.0,3530,0.6000000238418579
2018,329,제네바신학대학원대학교,대학원대학,사립,경기,-,330.0,60,2,2,4,330.0,9,36.70000076293945
2018,330,제주관광대학교,전문대학,사립,제주,C그룹,1274.0,287,3,8,11,1274.0,2316,0.6000000238418579
2018,331,제주국제대학교,대학,사립,제주,C그룹,2031.0,465,3,15,18,2031.0,1717,1.2000000476837158
2018,332,제주대학교,대학,국립,제주,A그룹,21486.0,3055,75,200,275,21486.0,12227,1.7999999523162842
2018,333,제주한라대학교,전문대학,사립,제주,A그룹,1881.0,890,9,48,57,1881.0,4948,0.4000000059604645
2018,334,조선간호대학교,전문대학,사립,광주,C그룹,689.0,240,2,15,17,689.0,791,0.8999999761581421
2018,335,조선대학교,대학,사립,광주,A그룹,18520.099609375,2546,96,267,363,18520.099609375,21593,0.8999999761581421
2018,336,조선이공대학교,전문대학,사립,광주,B그룹,1870.0,453,4,24,28,1870.0,3371,0.6000000238418579
2018,337,주안대학원대학교,대학원대학,사립,인천,-,385.0,87,3,5,8,385.0,69,5.599999904632568
2018,338,중부대학교,대학,사립,충남,B그룹,8592.0,1519,17,99,116,8592.0,9467,0.8999999761581421
2018,339,중앙대학교,대학,사립,서울,A그룹,33174.0,5454,75,342,417,33174.0,28820,1.2000000476837158
2018,340,중앙승가대학교,대학,사립,경기,C그룹,4487.0,349,7,57,64,4487.0,270,16.600000381469727
2018,341,중원대학교,대학,사립,충북,C그룹,3470.0,586,6,17,23,3470.0,3776,0.8999999761581421
2018,342,진주교육대학교,대학,국립,경남,C그룹,4698.0,1013,10,36,46,4698.0,1806,2.5999999046325684
2018,343,진주보건대학교,전문대학,사립,경남,B그룹,3319.0,941,7,92,99,3319.0,2850,1.2000000476837158
2018,344,차의과학대학교,대학,사립,경기,C그룹,3526.0,833,9,33,42,3526.0,3081,1.100000023841858
2018,345,창신대학교,대학,사립,경남,C그룹,3919.0,805,10,61,71,3919.0,1720,2.299999952316284
2018,346,창원문성대학교,전문대학,사립,경남,C그룹,3108.0,702,8,46,54,3108.0,3386,0.8999999761581421
2018,347,청강문화산업대학교,전문대학,사립,경기,B그룹,2883.0,492,11,26,37,2883.0,3568,0.800000011920929
2018,348,청암대학교,전문대학,사립,전남,B그룹,2002.0,420,4,8,12,2002.0,2780,0.699999988079071
2018,349,청운대학교,대학,사립,충남,B그룹,10237.0,1158,21,92,113,10237.0,6847,1.5
2018,350,청주교육대학교,대학,국립,충북,C그룹,5097.0,1038,10,97,107,5097.0,1651,3.0999999046325684
2018,351,청주대학교,대학,사립,충북,A그룹,16266.0,2870,35,185,220,16266.0,11862,1.399999976158142
2018,352,초당대학교,대학,사립,전남,C그룹,8654.0,820,10,56,66,8654.0,3358,2.5999999046325684
2018,353,총신대학교,대학,사립,서울,C그룹,8795.0,1808,22,77,99,8795.0,4099,2.0999999046325684
2018,354,추계예술대학교,대학,사립,서울,C그룹,899.0,135,9,13,22,899.0,1387,0.6000000238418579
2018,355,춘천교육대학교,대학,국립,강원,C그룹,5068.0,231,9,44,53,5068.0,1818,2.799999952316284
2018,356,춘해보건대학교,전문대학,사립,울산,B그룹,2440.0,633,3,34,37,2440.0,2605,0.8999999761581421
2018,357,충남대학교,대학,국립,대전,A그룹,26821.0,4138,53,160,213,26821.0,23452,1.100000023841858
2018,358,충남도립대학교,전문대학,공립,충남,C그룹,2886.0,542,9,34,43,2886.0,1148,2.5
2018,359,충북대학교,대학,국립,충북,A그룹,18774.0,2616,64,142,206,18774.0,17510,1.100000023841858
2018,360,충북도립대학교,전문대학,공립,충북,C그룹,583.0,150,3,3,6,583.0,928,0.6000000238418579
2018,361,충북보건과학대학교,전문대학,사립,충북,B그룹,1725.0,429,4,10,14,1725.0,2832,0.6000000238418579
2018,362,충청대학교,전문대학,사립,충북,B그룹,5631.0,579,9,35,44,5631.0,4778,1.2000000476837158
2018,363,치유상담대학원대학교,대학원대학,사립,서울,-,210.0,40,2,3,5,210.0,147,1.399999976158142
2018,364,칼빈대학교,대학,사립,경기,C그룹,830.0,203,4,9,13,830.0,821,1.0
2018,365,탐라대학교,대학,사립,제주,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,366,평택대학교,대학,사립,경기,C그룹,4571.08984375,600,14,76,90,4571.08984375,4556,1.0
2018,367,포항공과대학교,대학,사립,경북,C그룹,22241.0,1303,19,78,97,22241.0,3198,7.0
2018,368,포항대학교,전문대학,사립,경북,C그룹,2846.0,286,4,6,10,2846.0,1953,1.5
2018,369,한경국립대학교,대학,국립,경기,B그룹,11020.0,1231,22,89,111,11020.0,6976,1.600000023841858
2018,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,4052.0,270,12,95,107,4052.0,807,5.0
2018,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,606.0,126,1,7,8,606.0,473,1.2999999523162842
2018,372,한국공학대학교,대학,사립,경기,B그룹,3897.0,1152,19,63,82,3897.0,7746,0.5
2018,373,한국과학기술원,대학,국립,대전,A그룹,20194.0,1589,54,62,116,20194.0,10515,1.899999976158142
2018,374,한국관광대학교,전문대학,사립,경기,C그룹,1806.0,459,7,35,42,1806.0,1902,0.8999999761581421
2018,375,한국교원대학교,대학,국립,충북,B그룹,9143.0,1146,36,60,96,9143.0,5678,1.600000023841858
2018,376,한국국제대학교,대학,사립,경남,C그룹,3653.0,1145,6,43,49,3653.0,3362,1.100000023841858
2018,377,한국기술교육대학교,대학,사립,충남,C그룹,9700.0,1959,16,100,116,9700.0,4919,2.0
2018,378,한국농수산대학교,전문대학,국립,전북,C그룹,1195.0,108,8,3,11,1195.0,1313,0.8999999761581421
2018,379,한국방송통신대학교,대학,국립,서울,A그룹,17864.0,4559,124,399,523,17864.0,117765,0.20000000298023224
2018,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,15.0,3,0,3,3,15.0,1719,0.0
2018,381,한국상담대학원대학교,대학원대학,사립,서울,-,384.0,86,2,18,20,384.0,153,2.5
2018,382,한국성서대학교,대학,사립,서울,C그룹,1468.0,279,5,28,33,1468.0,1256,1.2000000476837158
2018,383,한국승강기대학교,전문대학,사립,경남,C그룹,893.0,178,3,6,9,893.0,652,1.399999976158142
2018,384,한국에너지공과대학교,대학,국립,전남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,385,한국열린사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0,0,0.0,4548,0.0
2018,386,한국영상대학교,전문대학,사립,세종,B그룹,1437.0,268,3,62,65,1437.0,3370,0.4000000059604645
2018,387,한국예술종합학교,대학,국립,서울,C그룹,5711.0,456,32,90,122,5711.0,2599,2.200000047683716
2018,388,한국외국어대학교,대학,사립,서울,A그룹,18521.0,4049,58,178,236,18521.0,19512,0.8999999761581421
2018,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,150.0,62,2,6,8,150.0,108,1.399999976158142
2018,390,한국전통문화대학교,대학,국립,충남,C그룹,4182.0,437,13,26,39,4182.0,678,6.199999809265137
2018,391,한국정보통신대학교,대학,사립,대전,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,392,한국철도대학,전문대학,국립,경기,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,393,한국체육대학교,대학,국립,서울,C그룹,2192.0,314,9,15,24,2192.0,3128,0.699999988079071
2018,394,한국침례신학대학교,대학,사립,대전,C그룹,3863.0,563,15,21,36,3863.0,2353,1.600000023841858
2018,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,107.0,25,2,3,5,107.0,505,0.20000000298023224
2018,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,479.0,114,3,5,8,479.0,1420,0.30000001192092896
2018,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,328.0,60,2,0,2,328.0,962,0.30000001192092896
2018,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,37.0,0,1,0,1,37.0,33,1.100000023841858
2018,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,495.0,90,1,1,2,495.0,2365,0.20000000298023224
2018,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,234.0,37,1,1,2,234.0,119,2.0
2018,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,466.0,65,1,4,5,466.0,55,8.5
2018,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,264.0,80,2,0,2,264.0,1047,0.30000001192092896
2018,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,403.0,182,1,0,1,403.0,549,0.699999988079071
2018,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,173.0,60,2,6,8,173.0,818,0.20000000298023224
2018,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,7101.0,180,1,6,7,7101.0,819,8.699999809265137
2018,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,214.0,30,1,0,1,214.0,534,0.4000000059604645
2018,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,209.0,30,1,4,5,209.0,552,0.4000000059604645
2018,415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,239.0,120,4,5,9,239.0,1075,0.20000000298023224
2018,416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,518.0,102,1,2,3,518.0,338,1.5
2018,417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,33.0,16,1,0,1,33.0,55,0.6000000238418579
2018,418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,305.0,126,2,2,4,305.0,1005,0.30000001192092896
2018,420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,683.0,142,1,0,1,683.0,858,0.800000011920929
2018,421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,1555.0,216,1,4,5,1555.0,1509,1.0
2018,423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,1061.0,74,1,3,4,1061.0,566,1.899999976158142
2018,426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,375.0,110,1,1,2,375.0,533,0.699999988079071
2018,427,한국학대학원,대학원대학,국립,경기,-,0.0,0,0,0,0,0.0,0,0.0
2018,428,한국항공대학교,대학,사립,경기,C그룹,5664.0,1217,13,44,57,5664.0,4602,1.2000000476837158
2018,429,한남대학교,대학,사립,대전,A그룹,9668.0,1769,46,305,351,9668.0,12700,0.800000011920929
2018,430,한동대학교,대학,사립,경북,C그룹,5267.0,1266,8,32,40,5267.0,4420,1.2000000476837158
2018,431,한라대학교,대학,사립,강원,C그룹,3734.0,854,10,28,38,3734.0,3973,0.8999999761581421
2018,432,한려대학교,대학,사립,전남,C그룹,1188.0,50,1,2,3,1188.0,605,2.0
2018,433,한림국제대학원대학교,대학원대학,사립,서울,-,113.0,12,1,1,2,113.0,165,0.699999988079071
2018,434,한림대학교,대학,사립,강원,B그룹,18026.0,2208,35,147,182,18026.0,8770,2.0999999046325684
2018,435,한림성심대학교,전문대학,사립,강원,B그룹,3217.0,590,9,72,81,3217.0,3238,1.0
2018,436,한민학교,대학,사립,충남,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,437,한반도국제대학원대학교,대학원대학,사립,서울,-,1281.0,14,1,1,2,1281.0,64,20.0
2018,438,한북대학교,대학,사립,경기,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,439,한서대학교,대학,사립,충남,B그룹,8835.0,1524,17,61,78,8835.0,7780,1.100000023841858
2018,440,한성대학교,대학,사립,서울,B그룹,11892.0,1280,15,105,120,11892.0,7180,1.7000000476837158
2018,441,한세대학교,대학,사립,경기,C그룹,4123.0,566,13,80,93,4123.0,3682,1.100000023841858
2018,442,한신대학교,대학,사립,경기,B그룹,10134.0,1506,36,92,128,10134.0,5511,1.7999999523162842
2018,443,한양대학교,대학,사립,서울,A그룹,26082.0,4000,52,278,330,26082.0,22418,1.2000000476837158
2018,444,한양대학교(ERICA),대학,사립,경기,A그룹,13174.0,2074,41,88,129,13174.0,10255,1.2999999523162842
2018,445,한양여자대학교,전문대학,사립,서울,A그룹,5977.0,586,14,68,82,5977.0,6679,0.8999999761581421
2018,446,한영대학교,전문대학,사립,전남,C그룹,314.0,80,2,6,8,314.0,1357,0.20000000298023224
2018,447,한일장신대학교,대학,사립,전북,C그룹,2399.0,320,7,39,46,2399.0,1162,2.0999999046325684
2018,448,한중대학교,대학,사립,강원,C그룹,0.0,0,0,0,0,0.0,0,0.0
2018,449,합동신학대학원대학교,대학원대학,사립,경기,-,1699.0,189,11,22,33,1699.0,304,5.599999904632568
2018,450,해군사관학교,기타,기타,경남,-,5497.0,372,16,23,39,5497.0,0,0.0
2018,451,협성대학교,대학,사립,경기,C그룹,4327.0,806,10,113,123,4327.0,4691,0.8999999761581421
2018,452,혜전대학교,전문대학,사립,충남,B그룹,2162.0,489,8,15,23,2162.0,2951,0.699999988079071
2018,453,호남대학교,대학,사립,광주,B그룹,10669.0,1618,16,84,100,10669.0,7867,1.399999976158142
2018,454,호남신학대학교,대학,사립,광주,C그룹,3236.0,800,5,18,23,3236.0,946,3.4000000953674316
2018,455,호산대학교,전문대학,사립,경북,C그룹,1245.0,320,4,17,21,1245.0,2015,0.6000000238418579
2018,456,호서대학교,대학,사립,충남,A그룹,19651.0,3416,58,374,432,19651.0,13145,1.5
2018,457,호원대학교,대학,사립,전북,B그룹,6268.0,909,11,40,51,6268.0,5739,1.100000023841858
2018,458,홍익대학교,대학,사립,서울,A그룹,23649.0,5010,85,221,306,23649.0,21598,1.100000023841858
2018,459,화성의과학대학교,대학,사립,경기,C그룹,729.0,84,1,2,3,729.0,705,1.0
2018,460,화신사이버대학교,대학,사립,부산,C그룹,0.0,0,0,0,0,0.0,1146,0.0
2018,461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,647.0,230,4,23,27,647.0,396,1.600000023841858
