연도,번호,학교명,학교유형,설립,지역,대학규모,직원_정규직_전담_1급 정사서,직원_정규직_전담_2급 정사서,직원_정규직_전담_준사서,직원_정규직_전담_미소지자,직원_정규직_전담_계,직원_정규직_겸직_1급 정사서,직원_정규직_겸직_2급 정사서,직원_정규직_겸직_준사서,직원_정규직_겸직_미소지자,직원_정규직_겸직_계,직원_비정규직_전담_1급 정사서,직원_비정규직_전담_2급 정사서,직원_비정규직_전담_준사서,직원_비정규직_전담_미소지자,직원_비정규직_전담_계,직원_비정규직_겸직_1급 정사서,직원_비정규직_겸직_2급 정사서,직원_비정규직_겸직_준사서,직원_비정규직_겸직_미소지자,직원_비정규직_겸직_계,직원_합계_전담_1급 정사서,직원_합계_전담_2급 정사서,직원_합계_전담_준사서,직원_합계_전담_미소지자,직원_합계_전담_계,직원_합계_겸직_1급 정사서,직원_합계_겸직_2급 정사서,직원_합계_겸직_준사서,직원_합계_겸직_미소지자,직원_합계_겸직_계,직원_합계_계_1급 정사서,직원_합계_계_2급 정사서,직원_합계_계_준사서,직원_합계_계_미소지자,직원_합계_계_계,직원교육현황_참여시간,직원교육현황_참여인원,"재학생 1,000명당 도서관 직원수_정규직_사서","재학생 1,000명당 도서관 직원수_정규직_비사서","재학생 1,000명당 도서관 직원수_비정규직_사서","재학생 1,000명당 도서관 직원수_비정규직_비사서","재학생 1,000명당 도서관 직원수_재학생수(전년도)","재학생 1,000명당 도서관 직원수_재학생 1,000명당 도서관 직원수","재학생 1,000명당 사서 직원수_사서직원수 정규직","재학생 1,000명당 사서 직원수_사서직원수 비정규직","재학생 1,000명당 사서 직원수_재학생수(전년도)","재학생 1,000명당 사서 직원수_재학생 1,000명당 사서 직원수",직원 1인당 평균 교육 참여 시간_교육 참여시간,직원 1인당 평균 교육 참여 시간_도서관직원수 정규직,직원 1인당 평균 교육 참여 시간_도서관직원수 비정규직,직원 1인당 평균 교육 참여 시간_직원 1인당 평균 교육 참여 시간
2019,245,수원대학교,대학,사립,경기,B그룹,1,0,0,1,2,0,0,0,0,0,0,10,0,2,12,0,0,0,0,0,1,10,0,3,14,0,0,0,0,0,1,10,0,3,14,853,50,1,1,10,2,10388,1,1,10,10388,1.100000023841858,853,2,12,60.900001525878906
2019,246,수원여자대학교,전문대학,사립,경기,B그룹,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,2,1,0,0,3,87,3,3,0,0,0,4341,0.699999988079071,3,0,4341,0.699999988079071,87,3,0,29
2019,247,숙명여자대학교,대학,사립,서울,A그룹,6,5,1,2,14,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,6,6,1,3,16,0,0,0,0,0,6,6,1,3,16,844,246,12,2,1,1,12367,1.2000000476837158,12,1,12367,1.100000023841858,844,14,2,52.79999923706055
2019,248,순복음대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,101,5,0,0,101,0,0,0,1,0
2019,249,순복음총회신학교,대학,사립,충북,C그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,229,3.5,0,0,229,0,0,1,0,0
2019,250,순천제일대학교,전문대학,사립,전남,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,76,2,2,0,0,0,2570,0.800000011920929,2,0,2570,0.800000011920929,76,2,0,38
2019,251,순천향대학교,대학,사립,충남,A그룹,2,4,0,3,9,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,2,7,0,4,13,0,0,0,0,0,2,7,0,4,13,448,38,6,3,3,1,11750,1,6,3,11750,0.800000011920929,448,9,4,34.5
2019,252,숭실대학교,대학,사립,서울,A그룹,3,8,0,0,11,0,0,0,0,0,0,5,1,1,7,0,0,0,0,0,3,13,1,1,18,0,0,0,0,0,3,13,1,1,18,781.5,45,11,0,6,1,15979,1,11,6,15979,1.100000023841858,781.5,11,7,43.400001525878906
2019,253,숭실사이버대학교,대학,사립,서울,B그룹,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,5397,0.10000000149011612,0,0,5397,0,0,1,0,0
2019,254,숭의여자대학교,전문대학,사립,서울,B그룹,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,1,2,0,3,28,6,0,0,3,0,3439,0.699999988079071,0,3,3439,0.8999999761581421,28,0,3,9.300000190734863
2019,255,신경주대학교,대학,사립,경북,C그룹,0,0,1,0,1,0,0,1,0,1,0,3,0,0,3,0,0,0,0,0,0,3,1,0,4,0,0,1,0,1,0,3,2,0,5,685.5,61,2,0,3,0,1478,3,2,3,1478,3.4000000953674316,685.5,2,3,137.10000610351562
2019,256,신구대학교,전문대학,사립,경기,A그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,73,4,1,1,0,0,6468,0.30000001192092896,1,0,6468,0.20000000298023224,73,2,0,36.5
2019,257,신라대학교,대학,사립,부산,B그룹,5,4,0,0,9,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,5,10,0,0,15,0,0,0,0,0,5,10,0,0,15,311,68,9,0,6,0,10391,1.2999999523162842,9,6,10391,1.399999976158142,311,9,6,20.700000762939453
2019,258,신성대학교,전문대학,사립,충남,B그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,100.5,9,2,0,0,0,3821,0.5,2,0,3821,0.5,100.5,2,0,50.29999923706055
2019,259,신안산대학교,전문대학,사립,경기,B그룹,0,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,3,0,0,0,0,0,0,1,1,1,3,57,3,1,1,1,0,4267,0.6000000238418579,1,1,4267,0.5,57,2,1,19
2019,260,신한대학교,대학,사립,경기,B그룹,2,0,0,4,6,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,2,4,0,4,10,0,0,0,0,0,2,4,0,4,10,585.4000244140625,101,2,4,4,0,6718,1.2999999523162842,2,4,6718,0.8999999761581421,585.4000244140625,6,4,58.5
2019,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,262,실천신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,27,2,1,0,0,0,41,24.399999618530273,1,0,41,24.399999618530273,27,1,0,27
2019,263,아신대학교,대학,사립,경기,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,126,8,2,0,0,0,1409,1.399999976158142,2,0,1409,1.399999976158142,126,2,0,63
2019,264,아주대학교,대학,사립,경기,A그룹,3,8,0,2,13,0,0,0,0,0,0,9,0,3,12,0,0,0,0,0,3,17,0,5,25,0,0,0,0,0,3,17,0,5,25,1154,165,11,2,9,3,13884,1.5,11,9,13884,1.399999976158142,1154,13,12,46.20000076293945
2019,265,아주자동차대학교,전문대학,사립,충남,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,35,1,1,0,0,0,1003,1,1,0,1003,1,35,1,0,35
2019,266,안동과학대학교,전문대학,사립,경북,B그룹,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,169,6,0,0,2,1,2615,0.800000011920929,0,2,2615,0.800000011920929,169,0,3,56.29999923706055
2019,267,안산대학교,전문대학,사립,경기,A그룹,0,2,0,1,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,4,0,0,0,0,0,0,3,0,1,4,215,6,2,1,1,0,4376,0.800000011920929,2,1,4376,0.699999988079071,215,3,1,53.79999923706055
2019,268,안양대학교,대학,사립,경기,B그룹,2,1,0,1,4,0,0,0,0,0,0,1,0,7,8,0,0,0,0,0,2,2,0,8,12,0,0,0,0,0,2,2,0,8,12,185,31,3,1,1,7,5404,1.5,3,1,5404,0.699999988079071,185,4,8,15.399999618530273
2019,269,에스라성경대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,8,2,0,1,0,0,76,10.5,0,0,76,0,8,1,0,8
2019,270,여주대학교,전문대학,사립,경기,B그룹,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,2,0,1,3,58,7,2,1,0,0,5369,0.5,2,0,5369,0.4000000059604645,58,3,0,19.299999237060547
2019,271,연성대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,69,5,0,0,2,1,5827,0.4000000059604645,0,2,5827,0.30000001192092896,69,0,3,23
2019,272,연세대학교,대학,사립,서울,A그룹,10,26,0,5,41,0,0,0,0,0,0,18,1,6,25,0,0,0,0,0,10,44,1,11,66,0,0,0,0,0,10,44,1,11,66,2287.5,556,36,5,19,6,30729,1.899999976158142,36,19,30729,1.7999999523162842,2287.5,41,25,34.70000076293945
2019,273,연세대학교(미래),대학,사립,강원,B그룹,0,6,0,2,8,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,6,0,11,17,0,0,0,0,0,0,6,0,11,17,554,52,6,2,0,9,7840,1.5,6,0,7840,0.800000011920929,554,8,9,32.599998474121094
2019,274,연암공과대학교,전문대학,사립,경남,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,36.5,6,0,0,1,0,1185,0.699999988079071,0,1,1185,0.800000011920929,36.5,0,1,36.5
2019,275,연암대학교,전문대학,사립,충남,C그룹,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,30,2,0,1,1,0,1111,1.399999976158142,0,1,1111,0.8999999761581421,30,1,1,15
2019,276,영남대학교,대학,사립,경북,A그룹,10,12,1,2,25,1,0,0,0,1,0,3,0,6,9,0,0,0,0,0,10,15,1,8,34,1,0,0,0,1,11,15,1,8,35,867.5,101,24,2,3,6,23864,1.2999999523162842,24,3,23864,1.100000023841858,867.5,26,9,24.799999237060547
2019,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,278,영남신학대학교,대학,사립,경북,C그룹,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,65,13,2,0,0,0,717,2.799999952316284,2,0,717,2.799999952316284,65,2,0,32.5
2019,279,영남외국어대학,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608,0,0,0,608,0,0,0,0,0
2019,280,영남이공대학교,전문대학,사립,대구,A그룹,0,0,0,1,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,0,4,0,1,5,205,9,0,1,4,0,5592,0.699999988079071,0,4,5592,0.699999988079071,205,1,4,41
2019,281,영산대학교,대학,사립,경남,B그룹,1,6,0,0,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,7,0,0,8,0,0,0,0,0,1,7,0,0,8,266,29,7,0,1,0,7230,1.100000023841858,7,1,7230,1.100000023841858,266,7,1,33.29999923706055
2019,282,영산선학대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,35,1,0,0,1,0,45,17.799999237060547,0,1,45,22.200000762939453,35,0,1,35
2019,283,영진전문대학교,전문대학,사립,대구,A그룹,1,2,2,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,2,1,6,0,0,0,0,0,1,2,2,1,6,444.5,99,5,0,0,1,7954,0.699999988079071,5,0,7954,0.6000000238418579,444.5,5,1,74.0999984741211
2019,284,예명대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,346,0,0,0,0,0
2019,285,예수대학교,대학,사립,전북,C그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,198.5,6,1,0,1,0,595,3,1,1,595,3.4000000953674316,198.5,1,1,99.30000305175781
2019,286,예원예술대학교,대학,사립,전북,C그룹,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,27.5,1,1,1,0,0,1358,1.2999999523162842,1,0,1358,0.699999988079071,27.5,2,0,13.800000190734863
2019,287,오산대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,244.5,9,0,0,2,2,5022,0.5,0,2,5022,0.4000000059604645,244.5,0,4,61.099998474121094
2019,288,온석대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0,1,0,2,23,3,2,0,0,0,262,7.599999904632568,2,0,262,7.599999904632568,23,2,0,11.5
2019,289,용인대학교,대학,사립,경기,B그룹,3,3,0,1,7,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,3,3,0,3,9,0,0,0,0,0,3,3,0,3,9,652.5,76,6,1,0,2,6949,1.100000023841858,6,0,6949,0.8999999761581421,652.5,7,2,72.5
2019,290,용인예술과학대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,64.5,5,1,0,1,0,3847,0.5,1,1,3847,0.5,64.5,1,1,32.29999923706055
2019,291,우석대학교,대학,사립,전북,B그룹,0,5,0,1,6,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,7,0,3,10,0,0,0,0,0,0,7,0,3,10,352.5,96,5,1,2,2,7994,1.100000023841858,5,2,7994,0.8999999761581421,352.5,6,4,35.29999923706055
2019,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,293,우송대학교,대학,사립,대전,A그룹,0,0,0,5,5,0,0,0,0,0,0,5,0,11,16,0,0,0,0,0,0,5,0,16,21,0,0,0,0,0,0,5,0,16,21,100.5,3,0,5,5,11,10317,1.2999999523162842,0,5,10317,0.5,100.5,5,16,4.800000190734863
2019,294,우송정보대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0,0,2,0,2,4,68,2,0,0,2,2,4587,0.6000000238418579,0,2,4587,0.4000000059604645,68,0,4,17
2019,295,울산과학기술원,대학,국립,울산,C그룹,1,4,0,0,5,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,1,8,0,1,10,0,0,0,0,0,1,8,0,1,10,125.5,13,5,0,4,1,4255,2,5,4,4255,2.0999999046325684,125.5,5,5,12.600000381469727
2019,296,울산과학대학교,전문대학,사립,울산,A그룹,1,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,1,2,0,0,3,117.5,12,2,0,1,0,5036,0.6000000238418579,2,1,5036,0.6000000238418579,117.5,2,1,39.20000076293945
2019,297,울산대학교,대학,사립,울산,A그룹,2,16,0,0,18,0,0,0,0,0,0,5,0,1,6,0,0,0,0,0,2,21,0,1,24,0,0,0,0,0,2,21,0,1,24,769,222,18,0,5,1,13880,1.600000023841858,18,5,13880,1.7000000476837158,769,18,6,32
2019,298,웅지세무대학교,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1489,0,0,0,1489,0,0,0,0,0
2019,299,원광대학교,대학,사립,전북,A그룹,4,7,0,0,11,0,0,0,0,0,0,0,0,14,14,0,0,0,0,0,4,7,0,14,25,0,0,0,0,0,4,7,0,14,25,1856.800048828125,399,11,0,0,14,16799,1.100000023841858,11,0,16799,0.699999988079071,1856.800048828125,11,14,74.30000305175781
2019,300,원광보건대학교,전문대학,사립,전북,B그룹,0,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,102,6,2,0,1,0,4510,0.6000000238418579,2,1,4510,0.699999988079071,102,2,1,34
2019,301,원불교대학원대학교,대학원대학,사립,전북,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,41,0,0,0,0,0
2019,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,16,1,1,0,0,0,432,2.299999952316284,1,0,432,2.299999952316284,16,1,0,16
2019,303,위덕대학교,대학,사립,경북,C그룹,0,0,2,1,3,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,2,1,4,0,0,0,1,1,0,1,2,2,5,178.5,11,2,2,1,0,3439,1.2999999523162842,2,1,3439,0.8999999761581421,178.5,4,1,35.70000076293945
2019,304,유원대학교,대학,사립,충북,C그룹,1,0,0,1,2,0,0,0,2,2,0,0,0,1,1,0,0,0,0,0,1,0,0,2,3,0,0,0,2,2,1,0,0,4,5,83.5,9,1,3,0,1,3789,1,1,0,3789,0.30000001192092896,83.5,4,1,16.700000762939453
2019,305,유한대학교,전문대학,사립,경기,A그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,157,8,2,1,0,0,4548,0.6000000238418579,2,0,4548,0.4000000059604645,157,3,0,52.29999923706055
2019,306,육군사관학교,기타,기타,서울,-,5,3,0,0,8,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,4,0,0,9,0,0,0,0,0,5,4,0,0,9,155,4,8,0,1,0,0,0,8,1,0,0,155,8,1,17.200000762939453
2019,307,을지대학교,대학,사립,대전,B그룹,0,3,0,0,3,0,0,0,0,0,0,2,0,6,8,0,0,0,0,0,0,5,0,6,11,0,0,0,0,0,0,5,0,6,11,664,129,3,0,2,6,5177,1.5,3,2,5177,1,664,3,8,60.400001525878906
2019,308,이화여자대학교,대학,사립,서울,A그룹,11,9,0,1,21,1,0,0,0,1,0,9,12,2,23,0,0,0,0,0,11,18,12,3,44,1,0,0,0,1,12,18,12,3,45,1481,455,21,1,21,2,21596,1.7999999523162842,21,21,21596,1.899999976158142,1481,22,23,32.900001525878906
2019,309,인덕대학교,전문대학,사립,서울,A그룹,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,0,0,0,0,0,1,1,1,0,3,101.5,11,3,0,0,0,6067,0.5,3,0,6067,0.5,101.5,3,0,33.79999923706055
2019,310,인제대학교,대학,사립,경남,B그룹,2,4,0,3,9,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,2,8,0,4,14,0,0,0,0,0,2,8,0,4,14,455.5,101,6,3,4,1,10687,1.100000023841858,6,4,10687,0.8999999761581421,455.5,9,5,32.5
2019,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,312,인천가톨릭대학교,대학,사립,인천,C그룹,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,114,3,3,0,0,0,828,3.5999999046325684,3,0,828,3.5999999046325684,114,3,0,38
2019,313,인천대학교,대학,국립,인천,A그룹,2,6,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,2,15,0,0,0,0,0,2,6,5,2,15,1266.0999755859375,243,13,2,0,0,13500,1.100000023841858,13,0,13500,1,1266.0999755859375,15,0,84.4000015258789
2019,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,315,인하공업전문대학,전문대학,사립,인천,A그룹,0,1,0,2,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,2,4,0,0,0,0,0,0,1,1,2,4,130.5,17,1,2,1,0,6583,0.5,1,1,6583,0.30000001192092896,130.5,3,1,32.599998474121094
2019,316,인하대학교,대학,사립,인천,A그룹,8,5,1,0,14,0,0,0,0,0,0,8,0,1,9,0,0,0,0,0,8,13,1,1,23,0,0,0,0,0,8,13,1,1,23,1382.5,284,14,0,8,1,20289,1,14,8,20289,1.100000023841858,1382.5,14,9,60.099998474121094
2019,317,장로회신학대학교,대학,사립,서울,C그룹,0,3,0,4,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,4,0,4,8,216.5,34,3,4,1,0,2177,3.200000047683716,3,1,2177,1.7999999523162842,216.5,7,1,27.100000381469727
2019,318,장안대학교,전문대학,사립,경기,B그룹,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,1,0,2,0,1,3,107.9000015258789,5,2,0,0,1,5629,0.4000000059604645,2,0,5629,0.4000000059604645,107.9000015258789,2,1,36
2019,319,재능대학교,전문대학,사립,인천,B그룹,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,1,0,2,69.5,6,1,0,1,0,3965,0.5,1,1,3965,0.5,69.5,1,1,34.79999923706055
2019,320,전남과학대학교,전문대학,사립,전남,B그룹,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0,0,2,61,2,2,0,0,0,4210,0.5,2,0,4210,0.5,61,2,0,30.5
2019,321,전남대학교,대학,국립,광주,A그룹,12,20,0,3,35,0,0,0,0,0,0,4,0,1,5,0,0,0,0,0,12,24,0,4,40,0,0,0,0,0,12,24,0,4,40,3183.800048828125,724,32,3,4,1,24116,1.600000023841858,32,4,24116,1.5,3183.800048828125,35,5,79.5999984741211
2019,322,전남도립대학교,전문대학,공립,전남,C그룹,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,2,0,1,3,298,23,2,1,0,0,1387,2,2,0,1387,1.399999976158142,298,3,0,99.30000305175781
2019,323,전북과학대학교,전문대학,사립,전북,C그룹,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,2,29,2,2,0,0,0,1606,1.2000000476837158,2,0,1606,1.2000000476837158,29,2,0,14.5
2019,324,전북대학교,대학,국립,전북,A그룹,10,19,1,2,32,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,10,21,1,2,34,0,0,0,0,0,10,21,1,2,34,3185,619,30,2,2,0,21943,1.5,30,2,21943,1.5,3185,32,2,93.69999694824219
2019,325,전주교육대학교,대학,국립,전북,C그룹,1,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,0,0,0,1,3,0,0,4,447,64,4,0,0,0,1400,2.9000000953674316,4,0,1400,2.9000000953674316,447,4,0,111.80000305175781
2019,326,전주기전대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,2,13,1,0,1,1,0,1693,0.8999999761581421,0,1,1693,0.6000000238418579,13,1,1,6.5
2019,327,전주대학교,대학,사립,전북,A그룹,2,2,0,0,4,0,0,0,0,0,0,9,0,3,12,0,0,0,0,0,2,11,0,3,16,0,0,0,0,0,2,11,0,3,16,460,51,4,0,9,3,12245,1,4,9,12245,1.100000023841858,460,4,12,28.799999237060547
2019,328,전주비전대학교,전문대학,사립,전북,B그룹,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,73.5,6,1,0,1,0,3623,0.5,1,1,3623,0.6000000238418579,73.5,1,1,36.79999923706055
2019,329,제네바신학대학원대학교,대학원대학,사립,경기,-,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,8,1,0,1,0,0,11,72.69999694824219,0,0,11,0,8,1,0,8
2019,330,제주관광대학교,전문대학,사립,제주,C그룹,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,1,0,1,2,41,2,1,0,0,1,2242,0.699999988079071,1,0,2242,0.4000000059604645,41,1,1,20.5
2019,331,제주국제대학교,대학,사립,제주,C그룹,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,2,28,2,1,1,0,0,1587,1.100000023841858,1,0,1587,0.6000000238418579,28,2,0,14
2019,332,제주대학교,대학,국립,제주,A그룹,4,8,7,3,22,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,4,8,7,11,30,0,0,0,0,0,4,8,7,11,30,1593.5,211,19,3,0,8,12189,2.0999999046325684,19,0,12189,1.600000023841858,1593.5,22,8,53.099998474121094
2019,333,제주한라대학교,전문대학,사립,제주,A그룹,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,60.5,4,0,0,2,0,5505,0.30000001192092896,0,2,5505,0.4000000059604645,60.5,0,2,30.299999237060547
