연도,번호,학교명,학교유형,설립,지역,대학규모,시설_도서관건물연면적 (제곱미터),시설_열람석_총열람석수,시설_설비_정보화기기(PC)수,재학생 1인당 도서관건물 연면적_연면적,재학생 1인당 도서관건물 연면적_재학생수(당해년도),재학생 1인당 도서관건물 연면적_재학생 1인당 도서관건물 연면적
2022,175,부산경상대학교,전문대학,사립,부산,B그룹,3410.89990234375,688,42,3410.89990234375,2484,1.399999976158142
2022,176,부산과학기술대학교,전문대학,사립,부산,B그룹,3117.0,590,45,3117.0,3119,1.0
2022,177,부산교육대학교,대학,국립,부산,C그룹,6105.0,719,114,6105.0,2317,2.5999999046325684
2022,178,부산대학교,대학,국립,부산,A그룹,35855.69921875,4645,144,35855.69921875,26772,1.2999999523162842
2022,179,부산디지털대학교,대학,사립,부산,C그룹,128.3000030517578,45,16,128.3000030517578,2485,0.10000000149011612
2022,180,부산보건대학교,전문대학,사립,부산,B그룹,2587.89990234375,613,42,2587.89990234375,2522,1.0
2022,181,부산여자대학교,전문대학,사립,부산,C그룹,5131.0,481,33,5131.0,2192,2.299999952316284
2022,182,부산예술대학교,전문대학,사립,부산,C그룹,1067.0,80,8,1067.0,627,1.7000000476837158
2022,183,부산외국어대학교,대학,사립,부산,B그룹,14337.900390625,1781,110,14337.900390625,7448,1.899999976158142
2022,184,부산장신대학교,대학,사립,경남,C그룹,1041.0,206,10,1041.0,316,3.299999952316284
2022,185,부천대학교,전문대학,사립,경기,A그룹,4484.0,679,68,4484.0,7523,0.6000000238418579
2022,186,삼육대학교,대학,사립,서울,B그룹,7079.7998046875,1412,97,7079.7998046875,5892,1.2000000476837158
2022,187,삼육보건대학교,전문대학,사립,서울,C그룹,1338.0,260,45,1338.0,1327,1.0
2022,188,상명대학교,대학,사립,서울,A그룹,13728.7001953125,2179,202,13728.7001953125,13084,1.0
2022,189,상지대학교,대학,사립,강원,B그룹,13528.099609375,1845,161,13528.099609375,6611,2.0
2022,190,상지영서대학교,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2022,191,서강대학교,대학,사립,서울,A그룹,16051.0,2613,95,16051.0,11428,1.399999976158142
2022,192,서경대학교,대학,사립,서울,B그룹,9014.2998046875,1550,241,9014.2998046875,7013,1.2999999523162842
2022,193,서남대학교,대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2022,194,서라벌대학교,전문대학,사립,경북,C그룹,974.4000244140625,316,13,974.4000244140625,580,1.7000000476837158
2022,195,서영대학교,전문대학,사립,광주,A그룹,2438.0,712,24,2438.0,4912,0.5
2022,196,서울과학기술대학교,대학,국립,서울,A그룹,14177.0,2028,114,14177.0,11759,1.2000000476837158
2022,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,113.19999694824219,35,3,113.19999694824219,852,0.10000000149011612
2022,198,서울교육대학교,대학,국립,서울,C그룹,4480.0,730,52,4480.0,2864,1.600000023841858
2022,199,서울기독대학교,대학,사립,서울,C그룹,613.5,127,12,613.5,573,1.100000023841858
2022,200,서울대학교,대학,국립,서울,A그룹,79511.0,9581,373,79511.0,28266,2.799999952316284
2022,201,서울디지털대학교,대학,사립,서울,A그룹,15.399999618530273,2,2,15.399999618530273,11133,0.0
2022,202,서울미디어대학원대학교,대학원대학,사립,서울,-,379.0,76,4,379.0,227,1.7000000476837158
2022,203,서울벤처대학원대학교,대학원대학,사립,서울,-,33.0,10,4,33.0,273,0.10000000149011612
2022,204,서울불교대학원대학교,대학원대학,사립,서울,-,218.60000610351562,51,3,218.60000610351562,149,1.5
2022,205,서울사이버대학교,대학,사립,서울,A그룹,122.0,4,4,122.0,16943,0.0
2022,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,158.0,24,4,158.0,122,1.2999999523162842
2022,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,380.1000061035156,77,6,380.1000061035156,134,2.799999952316284
2022,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,252.0,77,3,252.0,74,3.4000000953674316
2022,209,서울시립대학교,대학,공립,서울,A그룹,16414.69921875,2395,225,16414.69921875,11613,1.399999976158142
2022,210,서울신학대학교,대학,사립,경기,C그룹,4529.0,748,33,4529.0,2817,1.600000023841858
2022,211,서울여자간호대학교,전문대학,사립,서울,C그룹,1195.0,327,20,1195.0,919,1.2999999523162842
2022,212,서울여자대학교,대학,사립,서울,B그룹,10449.0,1587,107,10449.0,7256,1.399999976158142
2022,213,서울예술대학교,전문대학,사립,경기,B그룹,1092.0,242,34,1092.0,3094,0.4000000059604645
2022,214,서울외국어대학원대학교,대학원대학,사립,서울,-,777.2000122070312,248,3,777.2000122070312,189,4.099999904632568
2022,215,서울장신대학교,대학,사립,경기,C그룹,1805.0,328,34,1805.0,639,2.799999952316284
2022,216,서울한영대학교,대학,사립,서울,C그룹,1550.5,243,21,1550.5,900,1.7000000476837158
2022,217,서원대학교,대학,사립,충북,B그룹,7606.7998046875,1385,25,7606.7998046875,6789,1.100000023841858
2022,218,서일대학교,전문대학,사립,서울,A그룹,2519.0,613,37,2519.0,5872,0.4000000059604645
2022,219,서정대학교,전문대학,사립,경기,A그룹,1042.0,306,12,1042.0,6635,0.20000000298023224
2022,220,서해대학,전문대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2022,221,선교청대학교,대학,사립,충남,C그룹,0.0,0,0,0.0,0,0.0
2022,222,선린대학교,전문대학,사립,경북,C그룹,1140.0,385,12,1140.0,2111,0.5
2022,223,선문대학교,대학,사립,충남,B그룹,12967.0,2115,149,12967.0,9528,1.399999976158142
2022,224,선학유피대학원대학교,대학원대학,사립,경기,-,1657.0,69,13,1657.0,96,17.299999237060547
2022,225,성결대학교,대학,사립,경기,B그룹,8693.7998046875,1328,132,8693.7998046875,5695,1.5
2022,226,성공회대학교,대학,사립,서울,C그룹,4071.5,542,40,4071.5,2253,1.7999999523162842
2022,227,성균관대학교,대학,사립,서울,A그룹,41619.69921875,6494,671,41619.69921875,26851,1.600000023841858
2022,228,성산효대학원대학교,대학원대학,사립,인천,-,213.0,20,4,213.0,203,1.0
2022,229,성서침례대학원대학교,대학원대학,사립,경기,-,528.0,105,2,528.0,57,9.300000190734863
2022,230,성신여자대학교,대학,사립,서울,A그룹,12872.0,2019,154,12872.0,9707,1.2999999523162842
2022,231,성운대학교,전문대학,사립,경북,C그룹,604.0,160,16,604.0,1540,0.4000000059604645
2022,232,성화대학,전문대학,사립,전남,B그룹,0.0,0,0,0.0,0,0.0
2022,233,세경대학교,전문대학,사립,강원,C그룹,449.0,152,6,449.0,919,0.5
2022,234,세계사이버대학,기타,기타,경기,-,0.0,0,0,0.0,0,0.0
2022,235,세명대학교,대학,사립,충북,B그룹,12059.0,1844,135,12059.0,7193,1.7000000476837158
2022,236,세종대학교,대학,사립,서울,A그룹,17313.5,2638,235,17313.5,14602,1.2000000476837158
2022,237,세한대학교,대학,사립,충남,C그룹,8564.599609375,1387,42,8564.599609375,3987,2.0999999046325684
2022,238,송곡대학교,전문대학,사립,강원,C그룹,324.0,68,4,324.0,736,0.4000000059604645
2022,239,송원대학교,대학,사립,광주,C그룹,3488.0,668,23,3488.0,3178,1.100000023841858
2022,240,송호대학교,전문대학,사립,강원,C그룹,736.0,173,8,736.0,777,0.8999999761581421
2022,241,수도국제대학원대학교,대학원대학,사립,서울,-,246.0,12,8,246.0,383,0.6000000238418579
2022,242,수성대학교,전문대학,사립,대구,B그룹,4295.39990234375,978,81,4295.39990234375,3348,1.2999999523162842
2022,243,수원가톨릭대학교,대학,사립,경기,C그룹,3033.10009765625,175,20,3033.10009765625,161,18.799999237060547
2022,244,수원과학대학교,전문대학,사립,경기,B그룹,4791.0,834,74,4791.0,4292,1.100000023841858
2022,245,수원대학교,대학,사립,경기,B그룹,18747.0,2500,53,18747.0,9367,2.0
2022,246,수원여자대학교,전문대학,사립,경기,B그룹,2263.5,473,38,2263.5,3851,0.6000000238418579
2022,247,숙명여자대학교,대학,사립,서울,A그룹,16496.5,2794,153,16496.5,12249,1.2999999523162842
2022,248,순복음대학원대학교,대학원대학,사립,서울,-,135.0,24,2,135.0,89,1.5
2022,249,순복음총회신학교,대학,사립,충북,C그룹,352.0,72,0,352.0,127,2.799999952316284
2022,250,순천제일대학교,전문대학,사립,전남,B그룹,4501.0,510,17,4501.0,2508,1.7999999523162842
2022,251,순천향대학교,대학,사립,충남,A그룹,12693.0,1734,82,12693.0,11596,1.100000023841858
2022,252,숭실대학교,대학,사립,서울,A그룹,11575.0,2328,46,11575.0,16685,0.699999988079071
2022,253,숭실사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0.0,7328,0.0
2022,254,숭의여자대학교,전문대학,사립,서울,B그룹,1132.300048828125,312,31,1132.300048828125,3206,0.4000000059604645
2022,255,신경주대학교,대학,사립,경북,C그룹,3430.0,569,26,3430.0,767,4.5
