연도,번호,학교명,학교유형,설립,지역,대학규모,봉사대상자수 및 이용자수-재학생수(전년도),봉사대상자수-학부생,대학원생,전임교원,비전임교원,직원,기타,계,학과수,이용자수-도서관 이용자수,대출현황-대출자수-학부생,대학원생,교원,직원,기타,계,대출책수-학부생,대학원생,교원,직원,기타,계,참고서비스 및 상호협력-참고서비스 신청 및 제공 건수 (2010년 이전)-신청,제공,참고서비스 제공 건수 (2010년 이후)-면담,전화,온라인,상호대차 신청 및 제공 건수-신청,제공,원문복사 신청 및 제공 건수-신청,제공,이용자 교육-교육횟수,교육 참가자수,재학생 1인당 대출책수-대출책수,재학생수(전년도),재학생 1인당 대출책수,재학생 1인당 도서관방문자수-방문자수,재학생수(전년도),재학생 1인당 도서관방문자수
2019,311,인제대학원대학교,대학원대학,사립,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,312,인천가톨릭대학교,대학,사립,인천,C그룹,828,716,112,47,68,65,172,1180,0,11035,312,74,36,19,13,454,4411,3069,760,294,64,8598,0,0,489,274,59,10,5,105,13,17,267,7480,828,9.0,11035,828,13.300000190734863
2019,313,인천대학교,대학,국립,인천,A그룹,13500,12050,1450,482,717,372,6173,21244,0,406508,7760,682,383,182,469,9476,54060,7350,6503,2652,44125,114690,0,0,11252,6607,4252,254,22,883,64,45,1557,61410,13500,4.5,406508,13500,30.100000381469727
2019,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,315,인하공업전문대학,전문대학,사립,인천,A그룹,6583,6583,0,171,319,112,3,7188,0,467138,2068,0,105,101,3,2277,10444,0,1667,1864,17673,31648,0,0,0,0,0,1,0,69,0,0,0,10444,6583,1.600000023841858,467138,6583,71.0
2019,316,인하대학교,대학,사립,인천,A그룹,20289,17370,2919,835,969,361,5998,28452,0,1639932,11470,1776,446,177,2208,16077,102777,28942,10425,3877,52309,198330,0,0,17910,6295,1026,447,733,1669,704,92,2608,131719,20289,6.5,1639932,20289,80.80000305175781
2019,317,장로회신학대학교,대학,사립,서울,C그룹,2177,622,1555,79,266,45,648,3215,0,198734,580,1536,133,31,239,2519,5881,33593,3967,486,4586,48513,0,0,311,40,25,4,4,71,119,11,422,39474,2177,18.100000381469727,198734,2177,91.30000305175781
2019,318,장안대학교,전문대학,사립,경기,B그룹,5629,5629,0,163,338,48,74,6252,0,102032,1382,0,97,45,52,1576,9604,0,1126,1162,36,11928,0,0,543,786,24476,0,0,0,0,0,0,9604,5629,1.7000000476837158,102032,5629,18.100000381469727
2019,319,재능대학교,전문대학,사립,인천,B그룹,3965,3965,0,100,228,89,33,4415,0,95160,614,0,24,35,0,673,2369,0,181,252,152,2954,0,0,0,0,0,9,0,0,0,19,825,2369,3965,0.6000000238418579,95160,3965,24.0
2019,320,전남과학대학교,전문대학,사립,전남,B그룹,4210,4210,0,113,215,61,5,4604,0,19180,321,0,42,27,0,390,2463,0,441,325,1494,4723,0,0,0,0,0,0,0,0,0,24,989,2463,4210,0.6000000238418579,19180,4210,4.599999904632568
2019,321,전남대학교,대학,국립,광주,A그룹,24116,19657,4459,1259,1237,806,17273,44691,0,3481437,12492,3061,1181,571,2033,19338,94733,39648,25004,10828,38295,208508,0,0,16432,9633,2266,975,340,1866,602,120,3302,134381,24116,5.599999904632568,3481437,24116,144.39999389648438
2019,322,전남도립대학교,전문대학,공립,전남,C그룹,1387,1387,0,45,159,34,466,2091,0,47315,382,0,30,33,6,451,6293,0,497,398,426,7614,0,0,41,25,1,12,0,0,0,22,511,6293,1387,4.5,47315,1387,34.099998474121094
2019,323,전북과학대학교,전문대학,사립,전북,C그룹,1606,1606,0,48,113,36,1,1804,0,224536,330,0,31,25,1,387,12352,0,1378,1257,1,14988,0,0,598,15,0,0,0,0,0,17,536,12352,1606,7.699999809265137,224536,1606,139.8000030517578
2019,324,전북대학교,대학,국립,전북,A그룹,21943,18046,3897,1052,1560,655,4649,29859,0,1625299,10982,2111,711,463,1747,16014,75998,23219,11756,5629,31361,147963,0,0,20353,19773,1819,397,259,3798,2909,208,4504,99217,21943,4.5,1625299,21943,74.0999984741211
2019,325,전주교육대학교,대학,국립,전북,C그룹,1400,1180,220,57,149,84,218,1908,0,180744,1050,36,44,40,21,1191,24534,352,1592,696,149,27323,0,0,2928,976,488,45,18,26,23,103,377,24886,1400,17.799999237060547,180744,1400,129.10000610351562
2019,326,전주기전대학,전문대학,사립,전북,C그룹,1693,1693,0,51,141,26,1,1912,0,9463,158,0,26,12,1,197,669,0,250,99,34,1052,0,0,120,0,0,0,0,0,0,0,0,669,1693,0.4000000059604645,9463,1693,5.599999904632568
2019,327,전주대학교,대학,사립,전북,A그룹,12245,11294,951,409,707,276,152427,166064,0,402581,5321,309,265,162,970,7027,37507,3464,6786,4269,42072,94098,0,0,2512,589,90,76,35,2314,65,54,2903,40971,12245,3.299999952316284,402581,12245,32.900001525878906
2019,328,전주비전대학교,전문대학,사립,전북,B그룹,3623,3623,0,88,288,79,0,4078,0,55182,1252,0,53,60,0,1365,7984,0,414,942,2889,12229,0,0,0,0,0,0,0,7,0,29,1137,7984,3623,2.200000047683716,55182,3623,15.199999809265137
2019,329,제네바신학대학원대학교,대학원대학,사립,경기,-,11,0,11,6,1,7,100,125,0,100,0,9,4,1,1,15,0,743,44,1,0,788,0,0,10,0,0,0,0,0,0,1,9,743,11,67.5,100,11,9.100000381469727
2019,330,제주관광대학교,전문대학,사립,제주,C그룹,2242,2242,0,74,187,51,279,2833,0,93114,352,0,50,26,27,455,1862,0,634,513,13424,16433,0,0,110,74,3,0,0,0,0,31,719,1862,2242,0.800000011920929,93114,2242,41.5
2019,331,제주국제대학교,대학,사립,제주,C그룹,1587,1358,229,77,155,53,0,1872,0,11172,54,0,9,5,0,68,229,0,26,21,0,276,0,0,8,15,0,0,0,8,0,0,0,229,1587,0.10000000149011612,11172,1587,7.0
2019,332,제주대학교,대학,국립,제주,A그룹,12189,10244,1945,638,749,446,711,14733,0,1053226,5530,948,434,172,470,7554,52241,15644,9033,2747,7825,87490,0,0,17990,21588,3598,146,46,529,96,55,830,67885,12189,5.599999904632568,1053226,12189,86.4000015258789
2019,333,제주한라대학교,전문대학,사립,제주,A그룹,5505,5505,0,152,363,115,5538,11673,0,129486,517,0,31,24,0,572,2406,0,263,255,254,3178,0,0,7,38,0,0,0,22,0,38,1954,2406,5505,0.4000000059604645,129486,5505,23.5
2019,334,조선간호대학교,전문대학,사립,광주,C그룹,791,791,0,24,17,16,7,855,0,8990,357,0,12,14,6,389,1730,0,91,135,13,1969,0,0,0,0,0,0,0,20,0,1,148,1730,791,2.200000047683716,8990,791,11.399999618530273
2019,335,조선대학교,대학,사립,광주,A그룹,21414,19240,2174,846,1393,478,5799,29930,0,820003,8106,721,418,230,906,10381,64054,5975,6133,4267,89920,170349,0,0,26265,16344,140,153,588,1371,265,255,4251,70029,21414,3.299999952316284,820003,21414,38.29999923706055
2019,336,조선이공대학교,전문대학,사립,광주,B그룹,3378,3378,0,96,290,55,0,3819,0,12806,723,0,50,47,0,820,12998,0,611,415,58,14082,0,0,1020,2502,24,0,3,0,0,32,653,12998,3378,3.799999952316284,12806,3378,3.799999952316284
2019,337,주안대학원대학교,대학원대학,사립,인천,-,74,0,74,6,7,6,3,96,0,6553,0,68,10,4,1,83,0,1414,81,24,2,1521,0,0,0,0,0,4,0,6,0,2,20,1414,74,19.100000381469727,6553,74,88.5999984741211
2019,338,중부대학교,대학,사립,충남,B그룹,9523,8086,1437,291,324,135,3,10276,0,218102,1899,20,57,115,3,2094,10519,108,409,1271,15291,27598,0,0,5142,343,147,2,6,46,5,13,199,10627,9523,1.100000023841858,218102,9523,22.899999618530273
2019,339,중앙대학교,대학,사립,서울,A그룹,29014,23584,5430,1104,1525,626,20552,52821,0,3987208,12656,2563,733,409,4155,20516,118898,36392,15145,7068,61874,239377,0,0,44851,33425,6017,94,52,1601,510,247,5343,155290,29014,5.400000095367432,3987208,29014,137.39999389648438
2019,340,중앙승가대학교,대학,사립,경기,C그룹,227,157,70,17,27,42,0,313,0,4196,98,33,8,17,0,156,1241,629,31,162,0,2063,0,0,80,85,0,0,0,1,0,6,290,1870,227,8.199999809265137,4196,227,18.5
2019,341,중원대학교,대학,사립,충북,C그룹,4142,4023,119,157,176,188,128,4791,0,40000,1124,13,61,86,37,1321,5134,206,964,1204,3112,10620,0,0,1500,400,100,34,0,90,0,1,11,5340,4142,1.2999999523162842,40000,4142,9.699999809265137
2019,342,진주교육대학교,대학,국립,경남,C그룹,1754,1350,404,72,129,77,47,2079,0,252919,1100,32,39,32,13,1216,11930,180,680,320,157,13267,0,0,556,378,13,0,3,52,0,3,45,12110,1754,6.900000095367432,252919,1754,144.1999969482422
2019,343,진주보건대학교,전문대학,사립,경남,B그룹,2789,2789,0,72,129,26,710,3726,0,324979,2365,0,69,25,6,2465,7633,0,871,269,79,8852,0,0,0,0,0,0,0,0,0,26,893,7633,2789,2.700000047683716,324979,2789,116.5
2019,344,차의과학대학교,대학,사립,경기,C그룹,3395,2316,1079,437,132,104,189,4257,0,106631,564,251,61,46,27,949,2163,1620,486,366,1839,6474,0,0,6735,4168,1694,0,118,1326,0,37,784,3783,3395,1.100000023841858,106631,3395,31.399999618530273
2019,345,창신대학교,대학,사립,경남,C그룹,1987,1850,137,82,111,39,12,2231,0,528821,849,11,34,31,12,937,4801,22,731,542,120,6216,0,0,50,1500,10,15,0,16,0,5,181,4823,1987,2.4000000953674316,528821,1987,266.1000061035156
2019,346,창원문성대학교,전문대학,사립,경남,C그룹,3156,3156,0,100,210,49,81,3596,0,27697,581,0,38,26,28,673,4117,0,603,405,176,5301,0,0,668,345,0,0,0,0,0,17,500,4117,3156,1.2999999523162842,27697,3156,8.800000190734863
2019,347,청강문화산업대학교,전문대학,사립,경기,B그룹,3631,3631,0,103,272,81,9,4096,0,145645,2163,0,107,50,9,2329,22042,0,2499,1033,5608,31182,0,0,0,0,0,0,0,0,0,0,0,22042,3631,6.099999904632568,145645,3631,40.099998474121094
2019,348,청암대학교,전문대학,사립,전남,B그룹,2757,2757,0,75,159,60,40,3091,0,7500,1288,0,46,27,4,1365,2167,0,140,888,8,3203,0,0,0,3,0,0,0,0,0,1,40,2167,2757,0.800000011920929,7500,2757,2.700000047683716
2019,349,청운대학교,대학,사립,충남,B그룹,6835,6641,194,189,298,131,320,7773,0,296956,2627,17,83,111,51,2889,43977,130,1088,2592,366,48153,0,0,675,468,47,0,6,26,1,30,1210,44107,6835,6.5,296956,6835,43.400001525878906
2019,350,청주교육대학교,대학,국립,충북,C그룹,1626,1217,409,66,108,61,305,2166,0,98189,1094,96,60,33,11,1294,14472,526,995,328,156,16477,0,0,240,60,24,26,4,88,1,4,48,14998,1626,9.199999809265137,98189,1626,60.400001525878906
2019,351,청주대학교,대학,사립,충북,A그룹,11378,10879,499,396,442,201,980,13397,0,1097348,5267,153,216,90,442,6168,56931,2043,4458,1755,33782,98969,0,0,1252,663,23,24,119,257,83,32,1074,58974,11378,5.199999809265137,1097348,11378,96.4000015258789
2019,352,초당대학교,대학,사립,전남,C그룹,3443,3220,223,124,110,77,227,3981,0,96044,903,7,90,63,10,1073,6148,86,1128,2086,5029,14477,0,0,720,342,31,11,14,94,22,7,102,6234,3443,1.7999999523162842,96044,3443,27.899999618530273
2019,353,총신대학교,대학,사립,서울,C그룹,3958,1785,2173,122,215,116,334,4745,0,263595,1538,1059,107,72,196,2972,13150,39355,2963,1631,5107,62206,0,0,712,325,34,9,10,12,13,9,123,52505,3958,13.300000190734863,263595,3958,66.5999984741211
2019,354,추계예술대학교,대학,사립,서울,C그룹,1315,1179,136,50,244,41,553,2203,0,64703,802,57,50,39,48,996,8555,432,595,640,463,10685,0,0,466,0,0,13,11,67,11,0,0,8987,1315,6.800000190734863,64703,1315,49.20000076293945
2019,355,춘천교육대학교,대학,국립,강원,C그룹,1733,1383,350,75,90,73,2628,4599,0,42161,1302,189,69,38,96,1694,24738,1603,1328,681,716,29066,0,0,298,212,18,9,1,41,2,0,0,26341,1733,15.199999809265137,42161,1733,24.299999237060547
2019,356,춘해보건대학교,전문대학,사립,울산,B그룹,2667,2667,0,75,186,33,88,3049,0,200992,1033,0,41,52,5,1131,6497,0,858,1129,295,8779,0,0,13,8,0,0,0,59,0,42,879,6497,2667,2.4000000953674316,200992,2667,75.4000015258789
2019,357,충남대학교,대학,국립,대전,A그룹,23125,18019,5106,969,1458,516,1423,27491,0,3650136,9029,2503,490,493,1024,13539,67200,31668,9528,6556,53917,168869,0,0,0,6483,616,632,556,3593,6059,104,4072,98868,23125,4.300000190734863,3650136,23125,157.8000030517578
2019,358,충남도립대학교,전문대학,공립,충남,C그룹,1112,1112,0,32,101,52,574,1871,0,57684,442,0,13,45,1,501,2450,0,141,889,4,3484,0,0,1060,610,0,0,0,0,0,8,333,2450,1112,2.200000047683716,57684,1112,51.900001525878906
2019,359,충북대학교,대학,국립,충북,A그룹,17378,13972,3406,755,1106,547,3722,23508,0,1693579,7056,1554,468,420,555,10053,63208,20213,6054,4864,19703,114042,0,0,28402,5410,180,370,357,1419,183,49,1106,83421,17378,4.800000190734863,1693579,17378,97.5
2019,360,충북도립대학교,전문대학,공립,충북,C그룹,856,856,0,30,65,36,0,987,0,2361,197,0,13,24,0,234,2139,0,197,207,0,2543,0,0,110,10,0,0,0,0,0,0,0,2139,856,2.5,2361,856,2.799999952316284
2019,361,충북보건과학대학교,전문대학,사립,충북,B그룹,2768,2768,0,91,153,63,23,3098,0,18000,404,0,48,0,1,453,4185,0,818,0,4,5007,0,0,30,10,3,2,0,2,0,2,80,4185,2768,1.5,18000,2768,6.5
2019,362,충청대학교,전문대학,사립,충북,B그룹,4390,4390,0,128,353,80,0,4951,0,68798,767,0,65,60,0,892,11580,0,1078,2509,0,15167,0,0,2,0,0,0,3,14,0,8,237,11580,4390,2.5999999046325684,68798,4390,15.699999809265137
2019,363,치유상담대학원대학교,대학원대학,사립,서울,-,165,0,165,13,6,12,300,496,0,500,0,132,1,7,9,149,0,845,13,21,70,949,0,0,90,30,3,0,0,5,0,8,62,845,165,5.099999904632568,500,165,3.0
2019,364,칼빈대학교,대학,사립,경기,C그룹,1106,510,596,22,158,26,240,1552,0,42385,203,132,21,9,22,387,2101,3273,349,101,214,6038,0,0,383,150,53,11,4,32,12,2,60,5374,1106,4.900000095367432,42385,1106,38.29999923706055
2019,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,366,평택대학교,대학,사립,경기,C그룹,4286,3679,607,158,227,92,112,4875,0,196484,1433,223,79,62,91,1888,9167,2379,1170,586,802,14104,0,0,280,2051,701,109,15,338,8,9,941,11546,4286,2.700000047683716,196484,4286,45.79999923706055
2019,367,포항공과대학교,대학,사립,경북,C그룹,3195,1422,1773,283,170,301,3883,7832,0,298412,953,1073,123,151,624,2924,6466,8020,1795,3350,5859,25490,0,0,28,264,86,59,11,381,330,12,277,14486,3195,4.5,298412,3195,93.4000015258789
2019,368,포항대학교,전문대학,사립,경북,C그룹,1877,1877,0,72,118,53,1,2121,0,16980,258,0,62,5,1,326,1456,0,929,11,253,2649,0,0,57,62,0,0,0,0,0,4,97,1456,1877,0.800000011920929,16980,1877,9.0
2019,369,한경국립대학교,대학,국립,경기,B그룹,7097,6623,474,245,451,183,1343,9319,0,295934,2980,124,147,156,213,3620,21886,1471,8127,2291,4688,38463,0,0,1512,688,32,66,0,76,2,47,1508,23357,7097,3.299999952316284,295934,7097,41.70000076293945
2019,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,707,0,707,40,27,90,130,994,0,731972,0,559,34,90,16,699,0,7020,316,1844,98,9278,0,0,2142,123,116,0,0,132,26,25,328,7020,707,9.899999618530273,731972,707,1035.300048828125
2019,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,450,450,0,15,26,28,51,570,0,2672,113,0,12,12,13,150,844,0,127,272,76,1319,0,0,46,22,0,0,0,0,0,3,99,844,450,1.899999976158142,2672,450,5.900000095367432
2019,372,한국공학대학교,대학,사립,경기,B그룹,7385,7010,375,279,258,159,58,8139,0,316242,2588,80,128,70,25,2891,18146,738,2585,1540,521,23530,0,0,0,0,0,120,253,93,13,10,232,18884,7385,2.5999999046325684,316242,7385,42.79999923706055
2019,373,한국과학기술원,대학,국립,대전,A그룹,10595,3910,6685,627,550,1997,486,14255,0,539606,2921,3865,328,867,74,8055,28943,35728,3522,10935,52004,131132,0,0,4620,5846,1748,139,23,328,481,30,582,64671,10595,6.099999904632568,539606,10595,50.900001525878906
2019,374,한국관광대학교,전문대학,사립,경기,C그룹,1950,1950,0,50,52,58,94,2204,0,14980,742,0,24,23,12,801,6659,0,429,305,260,7653,0,0,30,10,0,0,0,0,0,16,1147,6659,1950,3.4000000953674316,14980,1950,7.699999809265137
2019,375,한국교원대학교,대학,국립,충북,B그룹,5798,2405,3393,209,364,271,2182,8824,0,182472,2165,2119,163,143,276,4866,28173,30130,2303,1808,9951,72365,0,0,1442,2269,124,441,203,647,107,69,1369,58303,5798,10.100000381469727,182472,5798,31.5
2019,376,한국국제대학교,대학,사립,경남,C그룹,2905,2905,0,115,124,62,2,3208,0,11985,920,0,14,25,2,961,8749,0,840,86,1005,10680,0,0,101,98,10,1,0,0,0,0,0,8749,2905,3.0,11985,2905,4.099999904632568
2019,377,한국기술교육대학교,대학,사립,충남,C그룹,4870,4401,469,179,236,398,560,6243,0,512815,2861,198,157,329,165,3710,22579,2343,2609,3233,9378,40142,0,0,1530,2698,1115,66,5,469,20,6,69,24922,4870,5.099999904632568,512815,4870,105.30000305175781
2019,378,한국농수산대학교,전문대학,국립,전북,C그룹,1504,1504,0,41,95,134,283,2057,0,24712,340,0,32,88,21,481,3754,0,491,2646,126,7017,0,0,2227,684,13,0,0,0,0,0,0,3754,1504,2.5,24712,1504,16.399999618530273
2019,379,한국방송통신대학교,대학,국립,서울,A그룹,112743,110523,2220,153,380,519,137,113932,0,83302,1010,106,185,156,40,1497,6905,815,2753,1963,66316,78752,0,0,9075,7379,4,89,38,100,70,311,3242,7720,112743,0.10000000149011612,83302,112743,0.699999988079071
2019,380,한국복지사이버대학교,전문대학,사립,경북,B그룹,1804,1804,0,10,58,22,0,1894,0,349,54,0,0,0,0,54,151,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0,151,1804,0.10000000149011612,349,1804,0.20000000298023224
2019,381,한국상담대학원대학교,대학원대학,사립,서울,-,135,0,135,15,2,17,7,176,0,20585,0,135,15,9,0,159,0,1665,191,40,0,1896,0,0,150,44,10,13,0,34,0,8,68,1665,135,12.300000190734863,20585,135,152.5
2019,382,한국성서대학교,대학,사립,서울,C그룹,1291,1109,182,44,56,63,77,1531,0,122125,833,111,42,39,51,1076,6311,1688,892,422,416,9729,0,0,372,561,1,3,27,7,9,7,404,7999,1291,6.199999809265137,122125,1291,94.5999984741211
2019,383,한국승강기대학교,전문대학,사립,경남,C그룹,647,647,0,22,50,27,0,746,0,3296,40,0,15,20,0,75,241,0,202,361,20,824,0,0,0,0,0,0,0,0,0,1,453,241,647,0.4000000059604645,3296,647,5.099999904632568
2019,384,한국에너지공과대학교,대학,국립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,385,한국열린사이버대학교,대학,사립,서울,B그룹,4809,4809,0,15,486,65,0,5375,0,0,342,0,1,26,0,369,1345,0,1,98,0,1444,0,0,0,0,0,0,0,0,0,0,0,1345,4809,0.30000001192092896,0,4809,0.0
2019,386,한국영상대학교,전문대학,사립,세종,B그룹,3543,3543,0,100,249,66,226,4184,0,96078,1791,0,70,38,43,1942,13395,0,985,422,1016,15818,0,0,2630,130,44,0,0,3,0,3,93,13395,3543,3.799999952316284,96078,3543,27.100000381469727
2019,387,한국예술종합학교,대학,국립,서울,C그룹,2693,2693,0,132,1080,134,2420,6459,0,183619,1802,0,349,67,952,3170,26199,0,6150,3687,35959,71995,0,0,45,249,8,161,64,109,89,3,45,26199,2693,9.699999809265137,183619,2693,68.19999694824219
2019,388,한국외국어대학교,대학,사립,서울,A그룹,19919,17345,2574,697,1608,338,26738,49300,0,662331,10623,1651,911,218,6111,19514,94133,26981,17253,3985,42307,184659,0,0,12309,7495,1000,12429,11342,548,422,33,1615,121114,19919,6.099999904632568,662331,19919,33.29999923706055
2019,389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,98,0,98,13,12,32,20,175,0,175,0,82,19,21,20,142,0,650,135,113,21,919,0,0,253,14,55,0,0,53,53,0,0,650,98,6.599999904632568,175,98,1.7999999523162842
2019,390,한국전통문화대학교,대학,국립,충남,C그룹,687,540,147,34,136,58,315,1230,0,28819,508,146,68,57,40,819,9317,2825,1262,1144,380,14928,0,0,1921,502,3,21,81,33,32,0,0,12142,687,17.700000762939453,28819,687,41.900001525878906
2019,391,한국정보통신대학교,대학,사립,대전,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,392,한국철도대학,전문대학,국립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,393,한국체육대학교,대학,국립,서울,C그룹,3122,2541,581,114,156,142,1392,4926,0,94397,706,137,60,60,149,1112,3461,1177,960,762,1864,8224,0,0,127,215,0,0,0,35,9,13,338,4638,3122,1.5,94397,3122,30.200000762939453
2019,394,한국침례신학대학교,대학,사립,대전,C그룹,2212,1466,746,47,148,68,1122,3597,0,76280,1160,667,64,55,302,2248,9022,10801,1206,1393,5920,28342,0,0,0,0,0,29,12,107,9,8,147,19823,2212,9.0,76280,2212,34.5
2019,395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,504,504,0,28,49,11,0,592,0,592,49,0,17,7,0,73,225,0,148,31,0,404,0,0,0,0,0,0,0,0,0,0,0,225,504,0.4000000059604645,592,504,1.2000000476837158
2019,396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,1432,1432,0,72,81,22,20,1627,0,19857,198,0,2,17,1,218,807,0,71,105,14,997,0,0,0,0,0,0,0,0,0,0,0,807,1432,0.6000000238418579,19857,1432,13.899999618530273
2019,397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,905,905,0,46,54,12,0,1017,0,94,76,0,18,0,0,94,336,0,95,0,0,431,0,0,0,0,0,0,0,0,0,1,30,336,905,0.4000000059604645,94,905,0.10000000149011612
2019,398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,42,42,0,3,8,10,0,63,0,26,42,0,3,10,0,55,222,0,187,0,0,409,0,0,0,0,0,0,0,0,0,1,5,222,42,5.300000190734863,26,42,0.6000000238418579
2019,399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,2262,2262,0,98,131,30,70,2591,0,2400,1300,0,120,30,0,1450,2550,0,390,147,0,3087,0,0,0,0,0,0,0,0,0,0,0,2550,2262,1.100000023841858,2400,2262,1.100000023841858
2019,401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2019,402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,122,122,0,5,15,9,20,171,0,8334,48,0,7,6,7,68,173,0,90,113,39,415,0,0,0,0,0,0,0,0,0,0,0,173,122,1.399999976158142,8334,122,68.30000305175781
2019,403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,51,51,0,6,2,8,6,73,0,13764,28,0,2,8,6,44,75,0,11,22,21,129,0,0,0,0,0,0,0,0,0,0,0,75,51,1.5,13764,51,269.8999938964844
2019,404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,377,377,0,24,22,16,0,439,0,195,195,0,0,16,0,211,650,0,0,79,0,729,0,0,0,0,0,0,0,0,0,0,0,650,377,1.7000000476837158,195,377,0.5
2019,405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,970,970,0,53,53,18,0,1094,0,2400,66,0,0,14,0,80,280,0,0,51,0,331,0,0,0,0,0,0,0,0,0,0,0,280,970,0.30000001192092896,2400,970,2.5
2019,406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,530,530,0,35,34,9,0,608,0,150,14,0,5,7,0,26,33,0,62,66,0,161,0,0,0,0,0,0,0,0,0,0,0,33,530,0.10000000149011612,150,530,0.30000001192092896
2019,407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,801,801,0,35,38,10,0,884,0,2400,623,0,0,0,0,623,834,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,834,801,1.0,2400,801,3.0
2019,408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,251,251,0,18,15,8,0,292,0,83,83,0,0,0,0,83,83,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,83,251,0.30000001192092896,83,251,0.30000001192092896
2019,409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,882,882,0,42,55,15,0,994,0,1631,178,0,25,10,0,213,258,0,169,99,0,526,0,0,0,0,0,0,0,0,0,0,0,258,882,0.30000001192092896,1631,882,1.7999999523162842
2019,410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,23,23,0,7,3,9,340,382,0,22,0,0,2,6,14,22,0,0,3,46,29,78,0,0,0,0,0,0,0,0,0,0,0,0,23,0.0,22,23,1.0
2019,411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,98,98,0,10,9,10,0,127,0,196,21,0,1,2,0,24,43,0,1,4,0,48,0,0,0,0,0,0,0,0,0,0,0,43,98,0.4000000059604645,196,98,2.0
2019,412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,239,239,0,20,14,10,0,283,0,137,121,0,16,0,0,137,127,0,0,10,0,137,0,0,0,0,5,0,0,0,0,5,120,127,239,0.5,137,239,0.6000000238418579
2019,413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,516,516,0,33,25,10,0,584,0,12824,33,0,4,5,0,42,60,0,68,33,0,161,0,0,0,0,0,0,0,0,0,0,0,60,516,0.10000000149011612,12824,516,24.899999618530273
2019,414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,548,548,0,36,34,10,0,628,0,253,120,0,12,6,0,138,59,0,45,79,0,183,0,0,0,0,0,0,0,0,0,5,80,59,548,0.10000000149011612,253,548,0.5
