YR,ID,SNM,STYP,FND,RGN,USC,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,250,순천제일대학교,전문대학,사립,전남,B그룹,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,100,2,2,0,0,0,2545,0.800000011920929,2,0,2545,0.800000011920929,100,2,0,50.0
2015,251,순천향대학교,대학,사립,충남,A그룹,5,2,3,1,8,3,11,2,3,0,5,0,3,0,3,286,45,5,2,3,1,12123,0.800000011920929,5,3,12123,0.699999988079071,286,7,4,26.0
2015,252,숭실대학교,대학,사립,서울,A그룹,11,0,2,0,13,0,13,3,8,0,11,0,1,1,2,892,459,11,0,2,0,15546,0.800000011920929,11,2,15546,0.800000011920929,892,11,2,68.5999984741211
2015,253,숭실사이버대학교,대학,사립,서울,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4709,0.0,0,0,4709,0.0,0,0,0,0.0
2015,254,숭의여자대학교,전문대학,사립,서울,B그룹,1,0,2,1,3,1,4,0,1,0,1,0,0,2,2,123,22,1,0,2,1,3616,0.8999999761581421,1,2,3616,0.800000011920929,123,1,3,30.799999237060547
2015,255,신경주대학교,대학,사립,경북,C그룹,3,0,3,1,6,1,7,0,1,2,3,0,3,0,3,55,2,3,0,3,1,2694,2.200000047683716,3,3,2694,2.200000047683716,55,3,4,7.900000095367432
2015,256,신구대학교,전문대학,사립,경기,A그룹,2,0,0,0,2,0,2,0,1,1,2,0,0,0,0,90,4,2,0,0,0,6839,0.3000000119209289,2,0,6839,0.3000000119209289,90,2,0,45.0
2015,257,신라대학교,대학,사립,부산,B그룹,12,0,4,0,16,0,16,5,7,0,12,0,3,1,4,691,126,12,0,4,0,11035,1.399999976158142,12,4,11035,1.399999976158142,691,12,4,43.20000076293945
2015,258,신성대학교,전문대학,사립,충남,B그룹,2,1,0,1,2,2,4,0,2,0,2,0,0,0,0,55,8,2,1,0,1,4140,0.800000011920929,2,0,4140,0.5,55,3,1,13.800000190734863
2015,259,신안산대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,0,1,1,0,1,0,1,10,1,1,0,1,0,4449,0.4000000059604645,1,1,4449,0.4000000059604645,10,1,1,5.0
2015,260,신한대학교,대학,사립,경기,B그룹,3,2,0,1,3,3,6,2,1,0,3,0,0,0,0,379,61,3,2,0,1,5826,0.8999999761581421,3,0,5826,0.5,379,5,1,63.20000076293945
2015,261,신흥대학교,전문대학,사립,경기,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,262,실천신학대학원대학교,대학원대학,사립,경기,-,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,82,12.199999809265137,1,0,82,12.199999809265137,0,1,0,0.0
2015,263,아신대학교,대학,사립,경기,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,72,5,1,1,0,0,1478,1.2000000476837158,1,0,1478,0.699999988079071,72,2,0,36.0
2015,264,아주대학교,대학,사립,경기,A그룹,10,3,9,2,19,5,24,3,7,0,10,0,8,1,9,1135,243,10,3,9,2,14313,1.399999976158142,10,9,14313,1.2999999523162842,1135,13,11,47.29999923706055
2015,265,아주자동차대학교,전문대학,사립,충남,C그룹,1,0,1,0,2,0,2,0,1,0,1,0,0,1,1,21,1,1,0,1,0,981,1.7999999523162842,1,1,981,2.0,21,1,1,10.5
2015,266,안동과학대학교,전문대학,사립,경북,B그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,105,19,1,1,1,0,2859,0.8999999761581421,1,1,2859,0.699999988079071,105,2,1,35.0
2015,267,안산대학교,전문대학,사립,경기,A그룹,3,1,0,1,3,2,5,0,3,0,3,0,0,0,0,121,6,3,1,0,1,4631,0.8999999761581421,3,0,4631,0.6000000238418579,121,4,1,24.200000762939453
2015,268,안양대학교,대학,사립,경기,B그룹,3,0,0,0,3,0,3,2,1,0,3,0,0,0,0,131,45,3,0,0,0,5918,0.5,3,0,5918,0.5,131,3,0,43.70000076293945
2015,269,에스라성경대학원대학교,대학원대학,사립,경기,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,76,10.5,0,0,76,0.0,0,1,0,0.0
2015,270,여주대학교,전문대학,사립,경기,B그룹,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,10,2,2,0,0,0,5797,0.3000000119209289,2,0,5797,0.3000000119209289,10,2,0,5.0
2015,271,연성대학교,전문대학,사립,경기,A그룹,1,0,1,2,2,2,4,0,0,1,1,0,1,0,1,0,0,1,0,1,2,6047,0.5,1,1,6047,0.3000000119209289,0,1,3,0.0
2015,272,연세대학교,대학,사립,서울,A그룹,40,4,30,31,70,35,105,12,28,0,40,0,24,6,30,1483,311,40,4,30,31,31191,2.700000047683716,40,30,31191,2.200000047683716,1483,44,61,14.100000381469728
2015,273,연세대학교(미래),대학,사립,강원,B그룹,4,4,6,8,10,12,22,0,4,0,4,0,6,0,6,249,11,4,4,6,8,8201,2.0,4,6,8201,1.2000000476837158,249,8,14,11.300000190734863
2015,274,연암공과대학교,전문대학,사립,경남,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,5,1,0,0,1,0,1400,0.6000000238418579,0,1,1400,0.699999988079071,5,0,1,5.0
2015,275,연암대학교,전문대학,사립,충남,C그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,25,1,1,0,0,0,1135,0.8999999761581421,1,0,1135,0.8999999761581421,25,1,0,25.0
2015,276,영남대학교,대학,사립,경북,A그룹,27,1,3,7,30,8,38,10,16,1,27,0,2,1,3,1761,219,27,1,3,7,25902,1.2999999523162842,27,3,25902,1.2000000476837158,1761,28,10,46.29999923706055
2015,277,영남사이버대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,278,영남신학대학교,대학,사립,경북,C그룹,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,6,1,2,0,0,0,735,2.700000047683716,2,0,735,2.700000047683716,6,2,0,3.0
2015,279,영남외국어대학,전문대학,사립,경북,C그룹,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,873,0.6000000238418579,0,0,873,0.0,0,0,1,0.0
2015,280,영남이공대학교,전문대학,사립,대구,A그룹,0,1,4,0,4,1,5,0,0,0,0,0,4,0,4,6,2,0,1,4,0,6138,0.699999988079071,0,4,6138,0.699999988079071,6,1,4,1.2000000476837158
2015,281,영산대학교,대학,사립,경남,B그룹,8,0,2,0,10,0,10,1,7,0,8,0,2,0,2,121,11,8,0,2,0,7617,1.2999999523162842,8,2,7617,1.2999999523162842,121,8,2,12.100000381469728
2015,282,영산선학대학교,대학,사립,전남,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,35,0,1,0,0,0,42,23.799999237060547,1,0,42,23.799999237060547,35,1,0,35.0
2015,283,영진전문대학교,전문대학,사립,대구,A그룹,6,1,0,2,6,3,9,1,2,3,6,0,0,0,0,275,39,6,1,0,2,8084,1.0,6,0,8084,0.699999988079071,275,7,2,30.600000381469727
2015,284,예명대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,60,13.300000190734863,0,0,60,0.0,0,1,0,0.0
2015,285,예수대학교,대학,사립,전북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,58,4,1,0,0,1,583,2.5999999046325684,1,0,583,1.7000000476837158,58,1,1,29.0
2015,286,예원예술대학교,대학,사립,전북,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1146,1.600000023841858,1,0,1146,0.8999999761581421,0,2,0,0.0
2015,287,오산대학교,전문대학,사립,경기,A그룹,2,0,0,2,2,2,4,1,0,1,2,0,0,0,0,99,4,2,0,0,2,4850,0.6000000238418579,2,0,4850,0.4000000059604645,99,2,2,24.799999237060547
2015,288,온석대학원대학교,대학원대학,사립,경기,-,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,120,1,1,0,0,0,308,3.200000047683716,1,0,308,3.200000047683716,120,1,0,120.0
2015,289,용인대학교,대학,사립,경기,B그룹,6,1,1,2,7,3,10,2,4,0,6,0,1,0,1,154,24,6,1,1,2,7125,1.2000000476837158,6,1,7125,1.0,154,7,3,15.399999618530272
2015,290,용인예술과학대학교,전문대학,사립,경기,B그룹,0,1,1,0,1,1,2,0,0,0,0,0,1,0,1,113,3,0,1,1,0,4185,0.4000000059604645,0,1,4185,0.2000000029802322,113,1,1,56.5
2015,291,우석대학교,대학,사립,전북,B그룹,7,1,0,2,7,3,10,1,6,0,7,0,0,0,0,374,96,7,1,0,2,8653,1.0,7,0,8653,0.800000011920929,374,8,2,37.400001525878906
2015,292,우송공업대학,전문대학,사립,대전,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,293,우송대학교,대학,사립,대전,A그룹,0,1,4,4,4,5,9,0,0,0,0,0,4,0,4,442,8,0,1,4,4,9953,0.6000000238418579,0,4,9953,0.4000000059604645,442,1,8,49.09999847412109
2015,294,우송정보대학,전문대학,사립,대전,B그룹,0,1,2,1,2,2,4,0,0,0,0,0,2,0,2,293,5,0,1,2,1,4866,0.6000000238418579,0,2,4866,0.4000000059604645,293,1,3,73.30000305175781
2015,295,울산과학기술원,대학,국립,울산,C그룹,5,0,5,4,10,4,14,2,3,0,5,0,5,0,5,725,22,5,0,5,4,4123,2.700000047683716,5,5,4123,2.400000095367432,725,5,9,51.79999923706055
2015,296,울산과학대학교,전문대학,사립,울산,A그룹,4,0,0,2,4,2,6,1,2,1,4,0,0,0,0,216,24,4,0,0,2,4910,1.0,4,0,4910,0.800000011920929,216,4,2,36.0
2015,297,울산대학교,대학,사립,울산,A그룹,19,0,5,2,24,2,26,2,17,0,19,0,5,0,5,1659,347,19,0,5,2,14994,1.600000023841858,19,5,14994,1.600000023841858,1659,19,7,63.79999923706055
2015,298,웅지세무대학교,전문대학,사립,경기,C그룹,1,1,0,1,1,2,3,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1829,1.2999999523162842,1,0,1829,0.5,0,2,1,0.0
2015,299,원광대학교,대학,사립,전북,A그룹,14,2,1,13,15,15,30,6,8,0,14,0,1,0,1,627,151,14,2,1,13,17966,1.2999999523162842,14,1,17966,0.800000011920929,627,16,14,20.899999618530277
2015,300,원광보건대학교,전문대학,사립,전북,B그룹,0,1,2,1,2,2,4,0,0,0,0,1,1,0,2,106,7,0,1,2,1,4669,0.6000000238418579,0,2,4669,0.4000000059604645,106,1,3,26.5
2015,301,원불교대학원대학교,대학원대학,사립,전북,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,8,8,0,0,0,1,48,10.399999618530272,0,0,48,0.0,8,0,1,8.0
2015,302,웨스트민스터신학대학원대학교,대학원대학,사립,경기,-,0,0,0,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,301,8.300000190734863,0,0,301,0.0,0,0,5,0.0
2015,303,위덕대학교,대학,사립,경북,C그룹,3,2,1,1,4,3,7,0,1,2,3,0,1,0,1,73,4,3,2,1,1,3504,1.7000000476837158,3,1,3504,1.100000023841858,73,5,2,10.399999618530272
2015,304,유원대학교,대학,사립,충북,C그룹,2,2,0,1,2,3,5,1,1,0,2,0,0,0,0,82,7,2,2,0,1,3888,1.100000023841858,2,0,3888,0.5,82,4,1,16.399999618530273
2015,305,유한대학교,전문대학,사립,경기,A그룹,2,1,0,0,2,1,3,0,2,0,2,0,0,0,0,131,5,2,1,0,0,4897,0.6000000238418579,2,0,4897,0.4000000059604645,131,3,0,43.70000076293945
2015,306,육군사관학교,기타,기타,서울,-,9,1,0,0,9,1,10,6,3,0,9,0,0,0,0,80,1,9,1,0,0,0,0.0,9,0,0,0.0,80,10,0,8.0
2015,307,을지대학교,대학,사립,대전,B그룹,1,1,4,3,5,4,9,0,1,0,1,0,4,0,4,20,6,1,1,4,3,5564,1.2000000476837158,1,4,5564,0.8999999761581421,20,2,7,2.200000047683716
2015,308,이화여자대학교,대학,사립,서울,A그룹,27,2,35,4,62,6,68,13,13,1,27,0,10,25,35,1818,262,27,2,35,4,21194,2.799999952316284,27,35,21194,2.900000095367432,1818,29,39,26.700000762939453
2015,309,인덕대학교,전문대학,사립,서울,A그룹,2,1,0,0,2,1,3,0,1,1,2,0,0,0,0,31,3,2,1,0,0,6419,0.4000000059604645,2,0,6419,0.3000000119209289,31,3,0,10.300000190734863
2015,310,인제대학교,대학,사립,경남,B그룹,7,5,3,1,10,6,16,2,5,0,7,0,3,0,3,161,39,7,5,3,1,11701,1.2000000476837158,7,3,11701,0.8999999761581421,161,12,4,10.100000381469728
2015,311,인제대학원대학교,대학원대학,사립,서울,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,58,13.800000190734863,0,0,58,0.0,0,1,0,0.0
2015,312,인천가톨릭대학교,대학,사립,인천,C그룹,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,159,5,3,0,0,0,835,3.5999999046325684,3,0,835,3.5999999046325684,159,3,0,53.0
2015,313,인천대학교,대학,국립,인천,A그룹,10,2,0,0,10,2,12,3,2,5,10,0,0,0,0,975,134,10,2,0,0,14238,0.800000011920929,10,0,14238,0.699999988079071,975,12,0,81.30000305175781
2015,314,인천전문대학,전문대학,공립,인천,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,315,인하공업전문대학,전문대학,사립,인천,A그룹,1,1,1,0,2,1,3,0,1,0,1,0,1,0,1,0,0,1,1,1,0,6843,0.4000000059604645,1,1,6843,0.3000000119209289,0,2,1,0.0
2015,316,인하대학교,대학,사립,인천,A그룹,17,2,13,2,30,4,34,8,9,0,17,0,13,0,13,821,239,17,2,13,2,21353,1.399999976158142,17,13,21353,1.399999976158142,821,19,15,24.100000381469727
2015,317,장로회신학대학교,대학,사립,서울,C그룹,4,1,3,1,7,2,9,1,2,1,4,0,2,1,3,110,19,4,1,3,1,2230,3.5,4,3,2230,3.0999999046325684,110,5,4,12.199999809265137
2015,318,장안대학교,전문대학,사립,경기,B그룹,2,0,1,1,3,1,4,0,1,1,2,0,0,1,1,60,5,2,0,1,1,6259,0.5,2,1,6259,0.5,60,2,2,15.0
2015,319,재능대학교,전문대학,사립,인천,B그룹,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,27,5,1,0,0,0,3651,0.3000000119209289,1,0,3651,0.3000000119209289,27,1,0,27.0
2015,320,전남과학대학교,전문대학,사립,전남,B그룹,2,0,0,0,2,0,2,1,1,0,2,0,0,0,0,67,4,2,0,0,0,3876,0.5,2,0,3876,0.5,67,2,0,33.5
2015,321,전남대학교,대학,국립,광주,A그룹,37,5,2,0,39,5,44,6,31,0,37,0,2,0,2,3256,658,37,5,2,0,25913,1.600000023841858,37,2,25913,1.5,3256,42,2,74.0
2015,322,전남도립대학교,전문대학,공립,전남,C그룹,1,2,0,0,1,2,3,1,0,0,1,0,0,0,0,258,43,1,2,0,0,1463,1.7999999523162842,1,0,1463,0.699999988079071,258,3,0,86.0
2015,323,전북과학대학교,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,12,1,1,0,0,0,1630,0.6000000238418579,1,0,1630,0.6000000238418579,12,1,0,12.0
2015,324,전북대학교,대학,국립,전북,A그룹,31,5,4,0,35,5,40,11,17,3,31,0,4,0,4,3418,425,31,5,4,0,23841,1.600000023841858,31,4,23841,1.5,3418,36,4,85.5
2015,325,전주교육대학교,대학,국립,전북,C그룹,3,2,0,0,3,2,5,2,1,0,3,0,0,0,0,437,13,3,2,0,0,1500,3.0999999046325684,3,0,1500,2.0,437,5,0,87.4000015258789
2015,326,전주기전대학,전문대학,사립,전북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1869,0.5,1,0,1869,0.5,0,1,0,0.0
2015,327,전주대학교,대학,사립,전북,A그룹,6,0,10,3,16,3,19,3,3,0,6,0,10,0,10,1242,82,6,0,10,3,12575,1.2000000476837158,6,10,12575,1.2999999523162842,1242,6,13,65.4000015258789
2015,328,전주비전대학교,전문대학,사립,전북,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,29,3,1,0,1,0,3443,0.5,1,1,3443,0.6000000238418579,29,1,1,14.5
2015,329,제네바신학대학원대학교,대학원대학,사립,경기,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,330,제주관광대학교,전문대학,사립,제주,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,20,1,1,0,0,1,2306,0.699999988079071,1,0,2306,0.4000000059604645,20,1,1,10.0
2015,331,제주국제대학교,대학,사립,제주,C그룹,1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1379,1.2999999523162842,1,0,1379,0.699999988079071,0,2,0,0.0
2015,332,제주대학교,대학,국립,제주,A그룹,18,4,1,1,19,5,24,6,7,5,18,0,0,1,1,2531,309,18,4,1,1,12487,1.7999999523162842,18,1,12487,1.5,2531,22,2,105.5
2015,333,제주한라대학교,전문대학,사립,제주,A그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,33,6,1,1,0,0,5270,0.3000000119209289,1,0,5270,0.2000000029802322,33,2,0,16.5
2015,334,조선간호대학교,전문대학,사립,광주,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,7,1,1,0,0,0,835,1.2000000476837158,1,0,835,1.2000000476837158,7,1,0,7.0
2015,335,조선대학교,대학,사립,광주,A그룹,18,3,2,0,20,3,23,4,14,0,18,0,2,0,2,889,112,18,3,2,0,22697,1.0,18,2,22697,0.8999999761581421,889,21,2,38.70000076293945
2015,336,조선이공대학교,전문대학,사립,광주,B그룹,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,41,5,1,0,1,0,3611,0.5,1,1,3611,0.6000000238418579,41,1,1,20.5
2015,337,주안대학원대학교,대학원대학,사립,인천,-,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,16.700000762939453,0,0,30,0.0,0,0,1,0.0
2015,338,중부대학교,대학,사립,충남,B그룹,3,3,5,2,8,5,13,0,3,0,3,0,5,0,5,227,73,3,3,5,2,9877,1.100000023841858,3,5,9877,0.800000011920929,227,6,7,17.5
2015,339,중앙대학교,대학,사립,서울,A그룹,19,5,10,1,29,6,35,7,12,0,19,1,9,0,10,1117,236,19,5,10,1,29150,1.100000023841858,19,10,29150,1.0,1117,24,11,31.899999618530277
2015,340,중앙승가대학교,대학,사립,경기,C그룹,1,0,1,1,2,1,3,0,0,1,1,0,1,0,1,24,2,1,0,1,1,291,7.900000095367432,1,1,291,6.900000095367432,24,1,2,8.0
2015,341,중원대학교,대학,사립,충북,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,34,3,1,1,0,0,3578,0.5,1,0,3578,0.3000000119209289,34,2,0,17.0
2015,342,진주교육대학교,대학,국립,경남,C그룹,2,0,0,1,2,1,3,0,0,2,2,0,0,0,0,0,0,2,0,0,1,1790,1.399999976158142,2,0,1790,1.100000023841858,0,2,1,0.0
2015,343,진주보건대학교,전문대학,사립,경남,B그룹,2,0,1,1,3,1,4,2,0,0,2,0,1,0,1,86,5,2,0,1,1,2846,1.2000000476837158,2,1,2846,1.100000023841858,86,2,2,21.5
2015,344,차의과학대학교,대학,사립,경기,C그룹,2,0,2,0,4,0,4,0,2,0,2,0,2,0,2,59,5,2,0,2,0,2431,1.5,2,2,2431,1.600000023841858,59,2,2,14.800000190734863
2015,345,창신대학교,대학,사립,경남,C그룹,1,1,1,0,2,1,3,1,0,0,1,0,1,0,1,72,5,1,1,1,0,1340,1.899999976158142,1,1,1340,1.5,72,2,1,24.0
2015,346,창원문성대학교,전문대학,사립,경남,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,28,2,0,1,0,0,4007,0.2000000029802322,0,0,4007,0.0,28,1,0,28.0
2015,347,청강문화산업대학교,전문대학,사립,경기,B그룹,2,0,1,0,3,0,3,0,1,1,2,0,1,0,1,42,2,2,0,1,0,3699,0.800000011920929,2,1,3699,0.800000011920929,42,2,1,14.0
2015,348,청암대학교,전문대학,사립,전남,B그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,41,3,1,1,0,0,2964,0.6000000238418579,1,0,2964,0.3000000119209289,41,2,0,20.5
2015,349,청운대학교,대학,사립,충남,B그룹,4,1,4,2,8,3,11,0,4,0,4,0,3,1,4,121,32,4,1,4,2,6803,1.2999999523162842,4,4,6803,1.2000000476837158,121,5,6,11.0
2015,350,청주교육대학교,대학,국립,충북,C그룹,4,1,0,0,4,1,5,0,4,0,4,0,0,0,0,583,12,4,1,0,0,1693,2.799999952316284,4,0,1693,2.400000095367432,583,5,0,116.5999984741211
2015,351,청주대학교,대학,사립,충북,A그룹,10,0,7,1,17,1,18,2,7,1,10,0,7,0,7,247,59,10,0,7,1,12805,1.2999999523162842,10,7,12805,1.2999999523162842,247,10,8,13.699999809265137
2015,352,초당대학교,대학,사립,전남,C그룹,2,1,0,2,2,3,5,1,1,0,2,0,0,0,0,125,7,2,1,0,2,3637,1.0,2,0,3637,0.5,125,3,2,25.0
2015,353,총신대학교,대학,사립,서울,C그룹,3,4,0,1,3,5,8,2,1,0,3,0,0,0,0,240,79,3,4,0,1,3978,1.7000000476837158,3,0,3978,0.800000011920929,240,7,1,30.0
2015,354,추계예술대학교,대학,사립,서울,C그룹,3,1,0,0,3,1,4,0,3,0,3,0,0,0,0,190,16,3,1,0,0,1377,2.799999952316284,3,0,1377,2.200000047683716,190,4,0,47.5
2015,355,춘천교육대학교,대학,국립,강원,C그룹,3,0,0,1,3,1,4,0,2,1,3,0,0,0,0,166,9,3,0,0,1,1899,1.7999999523162842,3,0,1899,1.600000023841858,166,3,1,41.5
2015,356,춘해보건대학교,전문대학,사립,울산,B그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,67,8,1,1,0,0,2655,0.699999988079071,1,0,2655,0.4000000059604645,67,2,0,33.5
2015,357,충남대학교,대학,국립,대전,A그룹,30,1,1,4,31,5,36,16,14,0,30,0,1,0,1,5193,626,30,1,1,4,24263,1.399999976158142,30,1,24263,1.2999999523162842,5193,31,5,144.3000030517578
2015,358,충남도립대학교,전문대학,공립,충남,C그룹,2,1,0,0,2,1,3,1,0,1,2,0,0,0,0,140,3,2,1,0,0,1121,2.5,2,0,1121,1.7999999523162842,140,3,0,46.70000076293945
2015,359,충북대학교,대학,국립,충북,A그룹,22,5,0,2,22,7,29,3,16,3,22,0,0,0,0,2718,429,22,5,0,2,18552,1.5,22,0,18552,1.2000000476837158,2718,27,2,93.6999969482422
2015,360,충북도립대학교,전문대학,공립,충북,C그룹,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,120,3,1,0,0,0,1028,1.0,1,0,1028,1.0,120,1,0,120.0
2015,361,충북보건과학대학교,전문대학,사립,충북,B그룹,2,0,0,0,2,0,2,1,1,0,2,0,0,0,0,13,3,2,0,0,0,2898,0.699999988079071,2,0,2898,0.699999988079071,13,2,0,6.5
2015,362,충청대학교,전문대학,사립,충북,B그룹,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,114,13,3,0,0,0,4965,0.6000000238418579,3,0,4965,0.6000000238418579,114,3,0,38.0
2015,363,치유상담대학원대학교,대학원대학,사립,서울,-,1,0,0,1,1,1,2,1,0,0,1,0,0,0,0,20,1,1,0,0,1,145,10.300000190734863,1,0,145,6.900000095367432,20,1,1,10.0
2015,364,칼빈대학교,대학,사립,경기,C그룹,2,1,0,0,2,1,3,1,1,0,2,0,0,0,0,142,9,2,1,0,0,639,4.400000095367432,2,0,639,3.0999999046325684,142,3,0,47.29999923706055
2015,365,탐라대학교,대학,사립,제주,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,366,평택대학교,대학,사립,경기,C그룹,5,0,0,3,5,3,8,1,4,0,5,0,0,0,0,300,168,5,0,0,3,4733,1.399999976158142,5,0,4733,1.100000023841858,300,5,3,37.5
2015,367,포항공과대학교,대학,사립,경북,C그룹,6,1,1,2,7,3,10,0,3,3,6,0,1,0,1,1039,76,6,1,1,2,3151,2.700000047683716,6,1,3151,2.200000047683716,1039,7,3,103.9000015258789
2015,368,포항대학교,전문대학,사립,경북,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,43,1,0,0,1,0,2382,0.3000000119209289,0,1,2382,0.4000000059604645,43,0,1,43.0
2015,369,한경국립대학교,대학,국립,경기,B그룹,7,0,1,0,8,0,8,1,6,0,7,0,1,0,1,522,69,7,0,1,0,7042,1.100000023841858,7,1,7042,1.100000023841858,522,7,1,65.30000305175781
2015,370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,1,0,3,1,4,1,5,0,1,0,1,0,3,0,3,48,3,1,0,3,1,678,5.800000190734863,1,3,678,5.900000095367432,48,1,4,9.600000381469728
2015,371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,4,0,1,1,0,0,407,4.400000095367432,1,0,407,2.5,4,2,0,2.0
2015,372,한국공학대학교,대학,사립,경기,B그룹,2,0,0,3,2,3,5,0,2,0,2,0,0,0,0,41,2,2,0,0,3,7894,0.4000000059604645,2,0,7894,0.3000000119209289,41,2,3,8.199999809265137
2015,373,한국과학기술원,대학,국립,대전,A그룹,16,2,5,11,21,13,34,8,8,0,16,0,4,1,5,1317,153,16,2,5,11,10616,2.5999999046325684,16,5,10616,2.0,1317,18,16,38.70000076293945
2015,374,한국관광대학교,전문대학,사립,경기,C그룹,1,2,0,0,1,2,3,0,1,0,1,0,0,0,0,40,5,1,2,0,0,2134,1.2000000476837158,1,0,2134,0.5,40,3,0,13.300000190734863
2015,375,한국교원대학교,대학,국립,충북,B그룹,11,1,0,1,11,2,13,4,7,0,11,0,0,0,0,1338,168,11,1,0,1,5630,2.200000047683716,11,0,5630,2.0,1338,12,1,102.9000015258789
2015,376,한국국제대학교,대학,사립,경남,C그룹,2,3,0,0,2,3,5,0,2,0,2,0,0,0,0,215,9,2,3,0,0,3839,1.100000023841858,2,0,3839,0.5,215,5,0,43.0
2015,377,한국기술교육대학교,대학,사립,충남,C그룹,3,2,2,0,5,2,7,0,3,0,3,0,2,0,2,724,20,3,2,2,0,5050,1.2000000476837158,3,2,5050,1.0,724,5,2,103.4000015258789
2015,378,한국농수산대학교,전문대학,국립,전북,C그룹,1,0,2,0,3,0,3,0,1,0,1,0,2,0,2,0,0,1,0,2,0,1183,2.200000047683716,1,2,1183,2.5,0,1,2,0.0
