YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCP,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCP,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCP,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_15A,BG3Y_MCS_16B,BG3Y_MCS_17C,BG3Y_BG3Y,VUC_SCP,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCP,LPS_LPS,VPS_VC,VPS_SCP,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCP,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2017,46,계명대학교,대학,사립,대구,A그룹,588413,329991,918404,1535832,420309,1956141,30,44,68273,0,74,68309,1709,404,2113,31446,16461,47907,30075,2683,1956141,24537,79.69999694824219,47907,1956141,2.5,15603,2283,36,117,153,15603,10088,1.5,253618001000,547156260,591418810,18285730,1635851920,235109600,0,34400000,3062222320,229330266000,464635000,475380000,14000000,1193104000,84976000,0,36340000,2268435000,3062222320,22867,133914.5,3062222320,253618001000,1.2,3800869510,3371050395,3062222320,-10.2,4894,4894,0,111,336,55,13,5409,27,160383,2438,0,78,65,21,2602,27805,0,1393,980,16509,46687,0,0,12,24,34,97,0,118,0,6,3159,27805,4894,5.699999809265137,160383,4894,32.79999923706055,7,0,0,0,7,0,7,3,4,0,7,0,0,0,0,436,18,7,0,0,0,0,0,7,0,0,0,436,7,0,62.29999923706055
2017,47,계명문화대학교,전문대학,사립,대구,A그룹,153326,8507,161833,231922,12597,244519,2,6,12737,0,8,67815,114,4,118,8617,659,9276,6395,0,244519,5179,47.20000076293945,9276,244519,3.900000095367432,15409,1822,25,180,205,15409,9302,1.7000000476837158,134136031000,335061604,28935028,10807440,474326049,179219634,0,30000000,1058349755,126075769000,346600000,32000000,19600000,464250000,148150000,0,30000000,1040600000,1058349755,13468,78582.5,1058349755,134136031000,.8,1405605490,1186633585,1058349755,-13.2,7373,7153,220,253,178,150,47,8001,33,232996,2980,25,97,121,47,3270,22854,229,1937,1540,1647,28207,0,0,170,350,80,43,11,41,3,22,1018,23083,7373,3.0999999046325684,232996,7373,31.600000381469727,4,2,0,0,4,2,6,2,2,0,4,0,0,0,0,612,88,4,2,0,0,2024,2.799999952316284,4,0,2024,2,612,6,0,102
2017,48,계약신학대학원대학교,대학원대학,사립,경기,-,13391,4137,17528,14952,4184,19136,0,0,691,0,0,691,6,0,6,97,41,138,71,0,19136,68,281.3999938964844,138,19136,.699999988079071,7566,1345,20,94,114,7566,7840,1,427763000,825450,0,0,0,0,0,0,825450,553539000,1000000,0,0,0,0,0,0,1000000,825450,73,11307.5,825450,427763000,.2,0,783800,825450,0,0,0,0,0,0,0,1500,1500,0,12070,261,0,64,176,339,840,3109,0,1864,2694,4403,12070,0,0,48,44,0,38,7,61,7,1,400,3109,0,0,12070,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,41,1,0,1,0,0,1235,.6000000238418579,0,0,1235,0,41,1,0,41
2017,49,계원예술대학교,전문대학,사립,경기,B그룹,72595,33645,106240,82234,34457,116691,3,6,10537,0,9,11577,217,115,332,3987,8,3995,3732,0,116691,2856,40.900001525878906,3995,116691,3.5,10366,1646,24,40,64,10366,8965,1.2000000476837158,70246579000,111532410,22891150,2000000,24724515,15240767,0,99999000,276387842,70505652000,150001000,23700000,6000000,25300000,15000000,0,50000000,270001000,276387842,5066,54557.4,276387842,70246579000,.4,274736582,269147677,276387842,.3,33327,25508,7819,1419,1888,923,14981,52538,91,2105479,19409,5248,1115,702,3602,30076,257560,101663,29658,19172,78198,486251,0,0,39646,26962,4091,918,4049,1781,865,368,8871,359223,33327,10.800000190734863,2105479,33327,63.20000076293945,1,2,0,0,1,2,3,0,1,0,1,0,0,0,0,57,3,1,2,0,0,949,2.700000047683716,1,0,949,1.100000023841858,57,3,0,19
2017,50,고려대학교,대학,사립,서울,A그룹,659966,754791,1414757,1469665,1342724,2812389,98,102,365307,0,200,427201,1711,1621,3332,42524,14929,57453,35864,734,2812389,29540,95.1999969482422,57453,2812389,2.0999999046325684,13342,2484,56,116,172,13342,18182,.699999988079071,39913998000,213370590,32286000,10947090,67979960,26970040,0,7000000,358553680,47803228000,196000000,35200000,4000000,71000000,28500000,0,0,334700000,358553680,4246,84445,358553680,39913998000,.9,458147080,399313470,358553680,-11.5,24537,22378,2159,898,1017,662,30878,57992,101,1205655,12760,1214,884,513,1999,17370,101088,17112,17447,6402,39409,181458,0,0,10472,24017,135,490,721,3136,1129,104,2827,118200,24537,4.800000190734863,1205655,24537,49.09999847412109,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,41,1,1,0,0,0,1520,.699999988079071,1,0,1520,.699999988079071,41,1,0,41
2017,51,고려대학교(세종),대학,사립,세종,B그룹,263160,63064,326224,447082,98333,545415,7,9,9417,0,16,9930,255,23,278,8381,3390,11771,9200,5,545415,7768,70.19999694824219,11771,545415,2.200000047683716,8109,300,29,60,89,8109,0,0,48139355000,193761100,16799340,2438480,0,6756000,0,0,219754920,56079770000,200000000,18000000,3000000,0,6958000,0,0,227958000,219754920,4894,44902.9,219754920,48139355000,.5,172128236,173173116,219754920,13.8,5179,5179,0,132,578,88,1380,7357,30,150690,2546,0,170,53,157,2926,21699,0,2190,969,2210,27068,0,0,72,41,15,2,9,1,6,51,2272,21699,5179,4.199999809265137,150690,5179,29.100000381469727,5,1,8,0,13,1,14,1,4,0,5,0,8,0,8,413,70,5,1,8,0,9807,1.2000000476837158,5,8,9807,1.2999999523162842,413,6,8,29.5
2017,52,고려사이버대학교,대학,사립,서울,A그룹,3349,38358,41707,9904,38358,48262,0,1,41707,0,1,41707,0,0,0,511,191790,192301,38720,3405,48262,9671,5,192301,48262,-133.5,194,20,1,5,6,194,267,.699999988079071,79854066000,285421384,14366690,4535636,63339412,15930828,0,21300000,404893950,75482871000,224000000,16000000,6000000,78000000,34000000,0,46000000,404000000,404893950,7373,54915.8,404893950,79854066000,.5,415314669,611712631,404893950,6.7,68,0,68,6,7,4,8,97,2,99,0,81,8,2,8,99,0,1479,90,90,44,1703,0,0,30,150,0,0,0,0,0,2,15,1479,68,21.799999237060547,99,68,1.5,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,51,1,2,0,0,0,106,18.89999961853028,2,0,106,18.89999961853028,51,2,0,25.5
2017,53,고신대학교,대학,사립,부산,C그룹,204707,153612,358319,275389,185336,460725,19,11,38635,0,30,38635,535,179,714,35390,3387,38777,37582,0,460725,5064,91,38777,460725,9.199999809265137,658,212,7,28,35,658,4289,.2000000029802322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2856,2856,0,86,196,67,171,3376,16,62513,1395,0,51,51,0,1497,11559,0,744,477,13238,26018,0,0,100,150,50,0,0,1,0,3,184,11559,2856,4,62513,2856,21.89999961853028,1,1,3,1,4,2,6,0,1,0,1,0,3,0,3,249,24,1,1,3,1,1922,2.400000095367432,1,3,1922,2.0999999046325684,249,2,4,41.5
2017,54,공군사관학교,기타,기타,충북,-,173423,36691,210114,173423,36691,210114,5,1,2994,0,6,2994,176,17,193,6399,1885,8284,8284,0,210114,0,0,8284,210114,4.099999904632568,0,0,0,0,0,0,0,0,524883478000,616598000,109163989,30143620,3148295979,1257097527,0,98254478,5259553593,546007894000,567000000,110000000,37000000,3234000000,1305475000,0,99000000,5352475000,5259553593,33327,157816.6,5259553593,524883478000,1,4972450954,4954007812,5259553593,2.9,29540,20416,9124,1446,2828,853,2333,37000,69,6175634,17232,5708,1012,830,582,25364,232383,144354,23242,14176,42222,456377,0,0,31553,41036,9071,3823,3845,9857,10289,374,2570,376737,29540,12.800000190734863,6175634,29540,209.1000061035156,1,3,0,0,1,3,4,0,1,0,1,0,0,0,0,248,10,1,3,0,0,2190,1.600000023841858,1,0,2190,.5,248,4,0,62
2017,55,공주교육대학교,대학,국립,충남,C그룹,113442,6130,119572,289584,15767,305351,5,3,2445,0,8,2445,40,0,40,5226,386,5612,3722,0,305351,2024,150.89999389648438,5612,305351,1.899999976158142,583,120,0,0,0,583,88,6.599999904632568,292048183000,693439300,230895990,48310491,1415860638,487881978,0,33391060,2909779457,296542733000,755000000,225000000,15000000,1427000000,532000000,0,38000000,2992000000,2909779457,24537,118587.4,2909779457,292048183000,1,3117001125,3007700863,2909779457,-3.4,7768,6896,872,280,351,195,132,8726,25,15325,4473,859,305,219,46,5902,39429,6434,2327,1964,1275,51429,0,0,5264,2081,285,75,107,173,121,15,33,45863,7768,5.900000095367432,15325,7768,2,2,1,5,3,7,4,11,2,0,0,2,0,5,0,5,592,70,2,1,5,3,7747,1.100000023841858,2,5,7747,.8999999761581421,592,3,8,53.79999923706055
2017,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,5380,27527,32907,15377,27527,42904,0,4,41012,0,4,41012,0,0,0,6995,279,7274,6962,0,42904,1235,34.70000076293945,7274,42904,20.39999961853028,0,0,2,4,6,0,2764,0,56201376000,110580489,6396320,13697231,4965000,14046370,0,4000000,153685410,54800000000,80000000,7000000,10000000,4000000,10000000,0,4000000,115000000,153685410,5179,29674.7,153685410,56201376000,.3,165706364,164581106,153685410,-3.6,9671,9616,55,45,130,65,0,9911,23,0,1606,15,15,11,0,1647,8122,54,38,56,0,8270,0,0,0,0,0,19,0,0,0,0,0,8176,9671,.800000011920929,0,9671,0,2,0,0,2,2,2,4,0,2,0,2,0,0,0,0,166,20,2,0,0,2,3968,.800000011920929,2,0,3968,.5,166,2,2,41.5
2017,57,광신대학교,대학,사립,광주,C그룹,50195,57260,107455,73888,63402,137290,0,3,6796,0,3,6796,192,81,273,1899,502,2401,2181,0,137290,949,144.6999969482422,2401,137290,1.7999999523162842,396,42,2,7,9,396,82,4.800000190734863,937360000,2980430,418000,0,0,0,0,0,3398430,1039546000,3600000,2000000,0,0,0,0,0,5600000,3398430,68,49976.9,3398430,937360000,.4,2710730,3885860,3398430,15.4,5064,4107,957,307,189,214,302,6076,25,345622,1610,657,125,142,199,2733,14858,15110,3411,2083,1480,36942,0,0,3915,3241,3188,24,86,663,2837,9,313,29968,5064,5.900000095367432,345622,5064,68.30000305175781,0,3,1,2,1,5,6,0,0,0,0,0,1,0,1,539,18,0,3,1,2,4114,1,0,1,4114,.2000000029802322,539,3,3,89.80000305175781
2017,58,광양보건대학교,전문대학,사립,전남,C그룹,22572,476,23048,38764,542,39306,1,1,269,0,2,270,61,0,61,924,959,1883,765,0,39306,1520,25.89999961853028,1883,39306,5,45,15,1,6,7,45,0,0,41994948000,79999440,29996141,5475860,9611550,9292535,0,15610510,149986036,39323937000,80000000,30000000,5000000,10000000,10000000,0,15000000,150000000,149986036,2856,52516.1,149986036,41994948000,.4,217535912,189960839,149986036,-16.9,0,0,0,0,0,0,28,28,0,2022,882,0,207,2116,28,3233,8274,0,2850,28549,102620,142293,0,0,780,260,104,71,3,454,5,37,493,8274,0,0,2022,0,0,1,0,1,1,2,1,3,1,0,0,1,0,1,0,1,105,4,1,0,1,1,5695,.4000000059604645,1,1,5695,.4000000059604645,105,1,2,35
2017,59,광운대학교,대학,사립,서울,B그룹,277020,71129,348149,550726,122018,672744,23,17,41271,0,40,41711,191,59,250,33322,3131,36453,18637,0,672744,9807,68.5999984741211,36453,672744,5.699999809265137,817,226,3,38,41,817,1112,.699999988079071,709614033000,639131642,596149159,8319558,4019844137,987608413,0,576368925,6827421834,768925141000,630800000,593140000,11000000,4184210314,994710285,0,620899401,7034760000,6827421834,29540,231124.6,6827421834,709614033000,1,6629572916,6751303773,6827421834,1.5,2024,1519,505,87,95,64,5,2275,12,157825,10561,344,277,220,2,11404,14974,908,1019,487,3,17391,0,0,0,0,0,34,9,7,11,6,104,15882,2024,7.800000190734863,157825,2024,78,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,30,2,0,0,1,0,41,19.5,0,1,41,24.39999961853028,30,0,1,30
2017,60,광주가톨릭대학교,대학,사립,전남,C그룹,86751,56714,143465,126728,71139,197867,2,5,41236,0,7,41796,54,67,121,1155,557,1712,1536,0,197867,106,1866.699951171875,1712,197867,.8999999761581421,712,328,3,20,23,712,1918,.4000000059604645,0,62616000,27659000,5000000,216629000,209932000,0,91759000,613595000,0,79265000,27455000,3000000,229411000,90429000,0,84000000,513560000,613595000,7768,78990.1,613595000,0,0,582837943,612318061,613595000,2.6,1235,0,1235,830,1074,78,0,3217,69,8217,0,300,225,39,65,629,0,2192,2061,360,686,5299,0,0,0,0,0,0,0,151,122,4,360,2192,1235,1.7999999523162842,8217,1235,6.699999809265137,1,0,1,0,2,0,2,0,1,0,1,1,0,0,1,183,5,1,0,1,0,0,0,1,1,0,0,183,1,1,91.5
2017,61,광주과학기술원,대학,국립,광주,C그룹,51468,61544,113012,64674,76990,141664,22,6,37255,0,28,37400,8,9,17,8095,0,8095,7039,71,141664,1922,73.69999694824219,8095,141664,6.099999904632568,1957,755,8,71,79,1957,4293,.5,43369900000,0,0,0,0,12000000,0,13480000,25480000,42459240000,0,0,0,0,15000000,0,15000000,30000000,25480000,9671,2634.7,25480000,43369900000,.1,29797000,30000000,25480000,-7.2,949,499,450,50,112,28,137,1276,6,70243,151,174,24,5,5,359,962,1418,192,144,51,2767,0,0,15,36,1,16,9,20,7,2,500,2380,949,2.5,70243,949,74,13,3,0,0,13,3,16,1,11,1,13,0,0,0,0,1711,81,13,3,0,0,8685,1.7999999523162842,13,0,8685,1.5,1711,16,0,106.9000015258789
2017,62,광주교육대학교,대학,국립,광주,C그룹,153997,22668,176665,254373,33123,287496,0,3,8630,0,3,8630,152,38,190,2784,1050,3834,2665,3408,287496,2190,131.3000030517578,3834,287496,1.399999976158142,0,0,0,0,0,0,2133,0,4976903000,11243640,0,0,0,0,0,0,11243640,5376448000,15000000,0,0,0,0,0,0,15000000,11243640,66,170358.2,11243640,4976903000,.2,34728515,7547214,11243640,-14.6,1520,1520,0,72,68,26,0,1686,17,1615,354,0,22,19,0,395,530,0,27,52,0,609,0,0,30,12,0,0,0,0,0,11,430,530,1520,.3000000119209289,1615,1520,1.100000023841858,12,0,2,1,14,1,15,2,10,0,12,0,0,2,2,999,119,12,0,2,1,7914,1.7999999523162842,12,2,7914,1.7999999523162842,999,12,3,66.5999984741211
