YR,RK,SNM,SCR,ID,STYP,FND,RGN,USC,APS_APS,BGT_MCT,BGT_UBGT,BPS_BPS,BR_BCNT_SUM,CPSS_CPS,EHS_EHS,FACLT_EQP_TPC,FACLT_LAS,FACLT_RS_TRS,LBRT_USTL,LPK_LPK,LPS_LPS,LS_LB_SUM,LS_LU_SUM,SPK_SPK,STL_MCT,STL_USTL,VPS_VPS,VUC_UC_LUC
2015,18,가톨릭대학교,44.74,6,대학,사립,경기,A그룹,9.899999618530272,196000000,49937073000,91.8000030517578,1000781,35214.4,8.399999618530273,4,416,28,56086154000,.800000011920929,1.7999999523162842,10087,1713,1.100000023841858,172444870,56086154000,80.80000305175781,363912
2015,19,동국대학교,44.61,135,대학,사립,서울,A그룹,1.7000000476837158,198280000,71418421000,77.19999694824219,1366755,27760.6,7,149,11122,1915,72428548000,.5,2.5999999046325684,8142,1143,.4000000059604645,191354094,72428548000,39.09999847412109,109656
2015,20,인하대학교,44.56,316,대학,사립,인천,A그룹,1.399999976158142,127475000,5226002000,78.5,1676066,332664.2,0,8,150,62,5125830000,9.399999618530272,20.799999237060547,32712,1300,9.399999618530272,108448515,5125830000,141.89999389648438,212911
2015,21,서강대학교,44.56,191,대학,사립,서울,A그룹,.699999988079071,1085793000,88566804000,112.0999984741211,1279672,133416.4,47.29999923706055,13,583,136,106435125000,1.2999999523162842,15.100000381469728,525115,31591,1.399999976158142,1098817300,106435125000,104.6999969482422,2984277
2015,22,건국대학교,44.51,18,대학,사립,서울,A그룹,4.199999809265137,226000000,30447239000,60.29999923706055,1205972,96854.5,30.799999237060547,151,20454,1421,32176118000,.6000000238418579,1.7999999523162842,9024,1202,.6000000238418579,215985446,32176118000,11,44118
2015,23,충남대학교,44.47,357,대학,국립,대전,A그룹,1.100000023841858,0,0,67.30000305175781,1632031,0,26.799999237060547,38,4787,1028,0,1.100000023841858,1.2999999523162842,419,155,1.2999999523162842,0,0,2.5,661
2015,24,중앙대학교,44.29,339,대학,사립,서울,A그룹,.8999999761581421,0,0,64.0999984741211,1869374,0,0,2,250,55,0,0,8.600000381469727,12509,1134,0,0,0,0,0
2015,25,영남대학교,44.27,276,대학,사립,경북,A그룹,1.5,613944000,58699540000,71.0999984741211,1841171,132734.3,11,123,10237,1121,77823050000,1.2000000476837158,7.099999904632568,5184,525,1.2999999523162842,747294000,77823050000,36.79999923706055,21445
2015,26,충북대학교,44.23,359,대학,국립,충북,A그룹,3.299999952316284,6600000,2572216000,59.900001525878906,1110987,10200.9,0,7,2376,500,2363149000,1.399999976158142,0,0,0,1.399999976158142,6600000,2363149000,0,0
2015,27,강원대학교,44.22,14,대학,국립,강원,A그룹,.699999988079071,1683300000,190012109000,63.70000076293945,1583038,112709.2,50,118,2725,498,180129234000,.2000000029802322,5.300000190734863,10768,3338,.4000000059604645,1604753425,180129234000,27.100000381469727,48533
2015,28,인제대학교,44.22,310,대학,사립,경남,B그룹,1.100000023841858,3398000000,480745942000,71.4000015258789,835411,174691.3,22,9,570,178,502603456000,1.899999976158142,1.2999999523162842,5079,1091,2.900000095367432,3899982189,502603456000,22.200000762939453,80928
