ID,SNM,STYP,FND,RGN,USC,SCR_EST_2022,SCR_EST_2023,SCR_EST_2024,SCR_EST_2025,SCR_EST_2026
357,충남대학교,대학,국립,대전,A그룹,72.28045903500855,71.76684575740114,72.20761787154946,72.32699,72.32699
358,충남도립대학교,전문대학,공립,충남,C그룹,67.63323666563713,67.73949295591915,67.70811466069493,67.6993,67.6997
359,충북대학교,대학,국립,충북,A그룹,70.98610360597193,70.44509367635682,70.491932038602,70.3883,70.40358
360,충북도립대학교,전문대학,공립,충북,C그룹,69.07763372856358,68.5152872858446,68.10985975507207,68.113396,68.111786
361,충북보건과학대학교,전문대학,사립,충북,B그룹,66.2832522756605,68.38280891897905,68.29264447397601,68.28753,68.28915
362,충청대학교,전문대학,사립,충북,B그룹,65.4980222390468,65.60842361862962,65.42544083480173,65.49574,65.489525
363,치유상담대학원대학교,대학원대학,사립,서울,-,70.92706246592965,70.92706246592964,70.9337304378823,70.935196,70.935196
364,칼빈대학교,대학,사립,경기,C그룹,68.28473486586196,68.20199539532788,68.12840156479136,68.12406,68.12515
365,탐라대학교,대학,사립,제주,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
366,평택대학교,대학,사립,경기,C그룹,68.02425098315894,67.87541521823873,68.80597083918475,68.79825,68.79903
367,포항공과대학교,대학,사립,경북,C그룹,70.35147265205785,70.41037585835274,70.28797452910824,70.31457,70.31457
368,포항대학교,전문대학,사립,경북,C그룹,68.39049059503361,69.22671610245365,68.25491017294802,68.260956,68.2632
369,한경국립대학교,대학,국립,경기,B그룹,67.59883363821109,67.12927908037446,67.45381069010101,67.45617,67.456726
370,한국개발연구원국제정책대학원대학교,대학원대학,사립,세종,-,71.04226467143565,71.07295116087838,71.04226467143565,71.04418,71.04484
371,한국골프과학기술대학교,전문대학,사립,강원,C그룹,69.10982507568579,68.66179180444426,68.15470364073894,68.15575,68.15322
372,한국공학대학교,대학,사립,경기,B그룹,67.7436233700174,67.65346763880004,67.75228585565903,67.75032,67.7503
373,한국과학기술원,대학,국립,대전,A그룹,75.65489518909159,75.54000089642994,75.64916002204806,75.79331,75.79331
374,한국관광대학교,전문대학,사립,경기,C그룹,67.92904224963246,67.91607851642004,68.1439289789484,68.138084,68.14036
375,한국교원대학교,대학,국립,충북,B그룹,65.74250645073259,65.97939743464505,66.63519296846113,66.656456,66.665695
376,한국국제대학교,대학,사립,경남,C그룹,69.67082288225515,69.67082288225515,68.77278974038741,68.77948,68.784935
377,한국기술교육대학교,대학,사립,충남,C그룹,68.64628686343407,68.65026129366412,69.03255989489485,69.038826,69.03585
378,한국농수산대학교,전문대학,국립,전북,C그룹,69.23119315055732,69.28409960513397,69.30175345383239,69.30308,69.3094
379,한국방송통신대학교,대학,국립,서울,A그룹,67.8823588022891,67.09797135544413,68.21747956980057,68.20389,68.203026
380,한국복지사이버대학교,전문대학,사립,경북,B그룹,68.72041005810787,69.67082288225515,69.64876273587119,69.647125,69.64557
381,한국상담대학원대학교,대학원대학,사립,서울,-,68.02845152387997,66.90443693907623,67.56367963315725,67.557396,67.56194
382,한국성서대학교,대학,사립,서울,C그룹,68.02917091121448,67.61232488913477,67.58280445687635,67.58499,67.58517
383,한국승강기대학교,전문대학,사립,경남,C그룹,69.12779332418567,69.14354538296756,69.13397024959119,69.1427,69.1427
384,한국에너지공과대학교,대학,국립,전남,C그룹,70.46459765485852,71.08868304724096,70.9337304378823,70.930954,70.93189
385,한국열린사이버대학교,대학,사립,서울,B그룹,69.60846132714012,69.67082288225515,69.64876273587119,69.649124,69.649284
386,한국영상대학교,전문대학,사립,세종,B그룹,67.65493881805764,67.5543512556483,67.49112270297799,67.49176,67.49166
387,한국예술종합학교,대학,국립,서울,C그룹,67.34901063411789,67.7949689654903,69.36410828354366,69.364876,69.35442
388,한국외국어대학교,대학,사립,서울,A그룹,66.6769765083598,67.28229348608502,67.73810459535525,67.738235,67.73642
389,한국전력국제원자력대학원대학교,대학원대학,사립,울산,-,70.93373043788232,70.9337304378823,70.97108489927768,70.9769,70.9758
390,한국전통문화대학교,대학,국립,충남,C그룹,71.08403324588629,71.08403324588627,71.08403324588627,71.085785,71.085785
391,한국정보통신대학교,대학,사립,대전,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
392,한국철도대학,전문대학,국립,경기,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
393,한국체육대학교,대학,국립,서울,C그룹,68.25964809203224,68.16862579314706,69.07339246447052,69.069756,69.067764
394,한국침례신학대학교,대학,사립,대전,C그룹,65.90014692653668,66.08710589720593,66.21852147611337,66.23167,66.23076
395,한국폴리텍Ⅰ대학서울강서캠퍼스,전문대학,사립,서울,C그룹,69.64298125825498,69.53700419518816,69.63230645264531,69.64,69.63542
396,한국폴리텍Ⅰ대학서울정수캠퍼스,전문대학,사립,서울,C그룹,68.43172823105078,68.70377149074491,68.59862795704362,68.595406,68.589325
397,한국폴리텍Ⅰ대학성남캠퍼스,전문대학,사립,경기,C그룹,69.53700419518816,69.51077069325281,69.50655256541721,69.50504,69.509254
398,한국폴리텍Ⅰ대학제주캠퍼스,전문대학,사립,제주,C그룹,69.38226237095199,69.3697645098793,69.20761835336434,69.228485,69.219894
399,한국폴리텍Ⅱ대학남인천캠퍼스,전문대학,사립,인천,C그룹,69.74060078593354,69.51679168465452,69.53826126912357,69.53679,69.53743
400,한국폴리텍Ⅱ대학인천캠퍼스,전문대학,사립,인천,C그룹,69.42263564873436,69.67082288225515,69.64876273587119,69.695045,69.74549
401,한국폴리텍Ⅱ대학화성캠퍼스,전문대학,사립,경기,C그룹,70.94299822229075,70.94299822229075,71.06261454085202,71.06332,71.065346
402,한국폴리텍Ⅲ대학강릉캠퍼스,전문대학,사립,강원,C그룹,69.38147972204162,69.27047319968366,69.19909416076213,69.21216,69.21339
403,한국폴리텍Ⅲ대학원주캠퍼스,전문대학,사립,강원,C그룹,69.33317450796021,68.89217336406475,68.84719862591548,68.863815,68.85825
404,한국폴리텍Ⅲ대학춘천캠퍼스,전문대학,사립,강원,C그룹,69.80207921827267,69.73810701472337,69.64876273587119,69.64938,69.649284
405,한국폴리텍Ⅳ대학대전캠퍼스,전문대학,사립,대전,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
406,한국폴리텍Ⅳ대학아산캠퍼스,전문대학,사립,충남,C그룹,69.48909676646942,69.47994520369289,69.45788505730894,69.46926,69.46922
407,한국폴리텍Ⅳ대학청주캠퍼스,전문대학,사립,충북,C그룹,69.55346047841405,69.55346047841404,69.53140033203009,69.534134,69.53377
408,한국폴리텍Ⅳ대학충남캠퍼스,전문대학,사립,충남,C그룹,69.33317450796021,69.3331745079602,69.31111436157624,69.30987,69.30974
409,한국폴리텍Ⅴ대학광주캠퍼스,전문대학,사립,광주,C그룹,69.28644329139887,69.28644329139887,69.2643831450149,69.2623,69.26152
410,한국폴리텍Ⅴ대학순천캠퍼스,전문대학,사립,전남,C그룹,71.06261454085202,68.40873077452605,69.55573615583228,69.56016,69.555824
411,한국폴리텍Ⅴ대학익산캠퍼스,전문대학,사립,전북,C그룹,69.53700419518816,69.53700419518816,69.53140033203009,69.534134,69.53377
412,한국폴리텍Ⅴ대학전남캠퍼스,전문대학,사립,전남,C그룹,69.33317450796021,69.3331745079602,69.31111436157624,69.30987,69.30974
413,한국폴리텍Ⅴ대학전북캠퍼스,전문대학,사립,전북,C그룹,69.3590744067572,69.67082288225515,69.2903054861357,69.28212,69.28214
414,한국폴리텍Ⅵ대학구미캠퍼스,전문대학,사립,경북,C그룹,69.47994520369289,69.47994520369289,69.63230645264531,69.637344,69.63488
415,한국폴리텍Ⅵ대학대구캠퍼스,전문대학,사립,대구,C그룹,69.53700419518816,69.53700419518816,69.51494404880421,69.520515,69.51846
416,한국폴리텍Ⅵ대학영남융합기술캠퍼스,전문대학,사립,대구,C그룹,69.29946938528546,69.20602293321167,69.1839627868277,69.184265,69.182884
417,한국폴리텍Ⅵ대학영주캠퍼스,전문대학,사립,경북,C그룹,69.2664139355252,69.39943937537753,69.23452962721265,69.24081,69.23611
418,한국폴리텍Ⅶ대학동부산캠퍼스,전문대학,사립,부산,C그룹,71.05594656889934,71.05594656889934,70.94299822229075,70.94119,70.940865
419,한국폴리텍Ⅶ대학부산캠퍼스,전문대학,사립,부산,C그룹,69.65436659902927,69.65436659902926,69.63230645264531,69.63868,69.63676
420,한국폴리텍Ⅶ대학울산캠퍼스,전문대학,사립,울산,C그룹,69.47008515083996,69.47923671361647,69.44802500445601,69.44885,69.44929
421,한국폴리텍Ⅶ대학진주캠퍼스,전문대학,사립,경남,C그룹,71.06261454085202,71.06261454085202,70.94299822229075,70.94119,70.940865
422,한국폴리텍Ⅶ대학창원캠퍼스,전문대학,사립,경남,C그룹,69.67082288225515,69.4890967664694,69.46703662008545,69.4705,69.46922
423,한국폴리텍특성화 로봇캠퍼스,전문대학,사립,경북,C그룹,68.80998780813218,68.81266901449509,68.82084871140322,68.82981,68.82981
424,한국폴리텍특성화 바이오캠퍼스,전문대학,사립,충남,C그룹,69.22700636318665,69.2337396023084,69.35064304288878,69.344925,69.344826
425,한국폴리텍특성화 반도체융합캠퍼스,전문대학,사립,경기,C그룹,69.33317450796021,69.67082288225515,69.13723157026637,69.148636,69.14184
426,한국폴리텍특성화 항공캠퍼스,전문대학,사립,경남,C그룹,69.24622461531598,69.3702189548609,69.33701426037325,69.34507,69.34253
427,한국학대학원,대학원대학,국립,경기,-,71.04667878449091,71.0466787844909,71.0466787844909,71.04654,71.04313
428,한국항공대학교,대학,사립,경기,C그룹,67.78839988188197,67.98182950402379,68.02769128030171,68.024666,68.02555
429,한남대학교,대학,사립,대전,A그룹,67.96506096276228,67.84492603967648,67.88732158874473,67.88944,67.88881
430,한동대학교,대학,사립,경북,C그룹,65.15784158079353,65.13705379756917,65.4007948171709,65.46695,65.45695
431,한라대학교,대학,사립,강원,C그룹,68.46837722884275,67.78576521620316,67.87421241103063,67.87524,67.876015
432,한려대학교,대학,사립,전남,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
433,한림국제대학원대학교,대학원대학,사립,서울,-,69.44935488919417,69.42045732463805,69.41023864926005,69.42345,69.4238
434,한림대학교,대학,사립,강원,B그룹,68.88947494816045,69.01335582851348,69.0384515750271,69.03515,69.03002
435,한림성심대학교,전문대학,사립,강원,B그룹,67.1522404849557,65.99194591194752,67.66628412073719,67.66718,67.664185
436,한민학교,대학,사립,충남,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
437,한반도국제대학원대학교,대학원대학,사립,서울,-,68.92114574861773,69.18114266301376,69.18114266301374,69.184845,69.184105
438,한북대학교,대학,사립,경기,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
439,한서대학교,대학,사립,충남,B그룹,67.33502058710651,67.4790977876077,67.57299522301722,67.57575,67.577126
440,한성대학교,대학,사립,서울,B그룹,67.11694410052553,66.98349147217296,67.19490169091881,67.20672,67.20796
441,한세대학교,대학,사립,경기,C그룹,68.44869397437756,67.4854227482119,68.00887891261733,68.006294,68.00989
442,한신대학교,대학,사립,경기,B그룹,67.26433716825248,67.47353003675245,67.5442910557631,67.541985,67.5424
443,한양대학교,대학,사립,서울,A그룹,74.43308495669126,75.07884754306531,74.43705853853359,74.70106,74.38382
444,한양대학교(ERICA),대학,사립,경기,A그룹,69.34707422339359,68.97830302511859,69.06359345905707,69.074646,69.06677
445,한양여자대학교,전문대학,사립,서울,A그룹,67.13518116492533,67.5030749843479,67.59253908624083,67.59746,67.59702
446,한영대학교,전문대학,사립,전남,C그룹,68.34296470151484,69.31261120163931,68.5211848589431,68.54421,68.54382
447,한일장신대학교,대학,사립,전북,C그룹,67.53237128638574,67.81598168997319,67.70576091830345,67.69833,67.6997
448,한중대학교,대학,사립,강원,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
449,합동신학대학원대학교,대학원대학,사립,경기,-,71.04667878449091,71.0466787844909,71.08403324588627,71.08518,71.08595
450,해군사관학교,기타,기타,경남,-,69.21863481923286,68.97228363014165,68.57695993701697,68.57248,68.56878
451,협성대학교,대학,사립,경기,C그룹,67.6388007109741,67.63179379965848,67.65146967269598,67.645355,67.645706
452,혜전대학교,전문대학,사립,충남,B그룹,69.1062356077765,68.63448321467908,69.0766396799264,69.067345,69.07023
453,호남대학교,대학,사립,광주,B그룹,67.5868121496059,67.64435921770979,68.03727797745958,68.04102,68.03943
454,호남신학대학교,대학,사립,광주,C그룹,67.71686309023791,67.70890809927032,67.53340222690939,67.53938,67.54257
455,호산대학교,전문대학,사립,경북,C그룹,68.46931973832986,68.864123955344,68.22104098351545,68.20684,68.20629
456,호서대학교,대학,사립,충남,A그룹,66.02391797568806,67.40563435477958,66.8529938597993,66.83758,66.83913
457,호원대학교,대학,사립,전북,B그룹,67.57800569690622,67.6572794718388,67.60790251795297,67.60362,67.603836
458,홍익대학교,대학,사립,서울,A그룹,65.3803644285556,67.68564881695187,69.60589995505245,69.60102,69.59801
459,화성의과학대학교,대학,사립,경기,C그룹,67.94621428347043,69.11365866697395,69.31268997519462,69.31641,69.31662
460,화신사이버대학교,대학,사립,부산,C그룹,69.67082288225515,69.67082288225515,69.64876273587119,69.64938,69.649284
461,횃불트리니티신학대학원대학교,대학원대학,사립,서울,-,67.25744468856202,67.420832069353,67.35859571410836,67.353096,67.35066
