Year,ID,SchName,SchType,FoundType,Region,UnivScale,Staff_FullTime_HasCertLibrarian,Staff_FullTime_NoCertLibrarian,Staff_PartTime_HasCertLibrarian,Staff_PartTime_NoCertLibrarian,Staff_Total_HasCertLibrarian,Staff_Total_NoCertLibrarian,Staff_Total_TotalSum,LibrarianCertStat_FullTime_SL1,LibrarianCertStat_FullTime_SL2,LibrarianCertStat_FullTime_AsstLibrarian,LibrarianCertStat_FullTime_Total,LibrarianCertStat_PartTime_SL1,LibrarianCertStat_PartTime_SL2,LibrarianCertStat_PartTime_AsstLibrarian,LibrarianCertStat_PartTime_Total,StaffEducationStatus_PartiHrs,StaffEducationStatus_PartiCnt,StaffPerKSt_FullTime_Librarian,StaffPerKSt_FullTime_NonLibrarian,StaffPerKSt_PartTime_Librarian,StaffPerKSt_PartTime_NonLibrarian,StaffPerKSt_StCountPrev,StaffPerKSt_StaffPerKSt,LibrarianPerKSt_LibraFT,LibrarianPerKSt_LibraPT,LibrarianPerKSt_StCountPrev,LibrarianPerKSt_LibrarianPerKSt,EduHrsPerStaff_EduHours,EduHrsPerStaff_LibStaffFT,EduHrsPerStaff_LibStaffPT,EduHrsPerStaff_EduHrsPerStaff
2017,86,국제대학교,전문대학,사립,경기,B그룹,1,0,1,0,2,0,2,0,0,1,1,0,1,0,1,136,5,1,0,1,0,4289,0.4000000059604645,1,1,4289,0.5,136,1,1,68.0
2017,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2017,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,88,9.100000381469728,0,0,88,0.0,0,1,0,0.0
2017,89,국제사이버대학교,대학,사립,경기,C그룹,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,54,2,0,2,0,0,2764,0.6000000238418579,0,0,2764,0.0,54,2,0,27.0
2017,90,국제언어대학원대학교,대학원대학,사립,서울,-,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,50,1,1,0,0,1,82,18.299999237060547,1,0,82,12.199999809265137,50,1,1,25.0
2017,91,국제예술대학교,기타,기타,서울,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2017,92,군산간호대학교,전문대학,사립,전북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,47,3,1,0,0,1,1112,1.2999999523162842,1,0,1112,0.8999999761581421,47,1,1,23.5
2017,93,군장대학교,전문대학,사립,전북,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,33,3,1,1,0,0,1918,0.8999999761581421,1,0,1918,0.5,33,2,0,16.5
2017,94,극동대학교,대학,사립,충북,C그룹,1,3,2,0,3,3,6,0,1,0,1,0,1,1,2,119,16,1,3,2,0,4293,1.2000000476837158,1,2,4293,0.699999988079071,119,4,2,19.799999237060547
2017,95,글로벌사이버대학교,대학,사립,충남,C그룹,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2133,0.4000000059604645,0,0,2133,0.0,0,1,0,0.0
2017,96,금강대학교,대학,사립,충남,C그룹,2,0,1,0,3,0,3,1,1,0,2,0,1,0,1,105,12,2,0,1,0,548,5.099999904632568,2,1,548,5.5,105,2,1,35.0
2017,97,기독간호대학교,전문대학,사립,광주,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,30,4,0,0,1,0,637,1.2999999523162842,0,1,637,1.600000023841858,30,0,1,30.0
2017,98,김천대학교,대학,사립,경북,C그룹,2,2,1,0,3,2,5,0,2,0,2,0,1,0,1,167,58,2,2,1,0,3758,1.2000000476837158,2,1,3758,0.800000011920929,167,4,1,33.400001525878906
2017,99,김포대학교,전문대학,사립,경기,C그룹,0,0,1,1,1,1,2,0,0,0,0,0,1,0,1,33,1,0,0,1,1,3331,0.4000000059604645,0,1,3331,0.3000000119209289,33,0,2,16.5
2017,100,김해대학교,전문대학,사립,경남,C그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,48,1,1,1,0,0,1378,1.2999999523162842,1,0,1378,0.699999988079071,48,2,0,24.0
2017,101,나사렛대학교,대학,사립,충남,B그룹,3,0,4,1,7,1,8,0,3,0,3,0,4,0,4,209,16,3,0,4,1,5861,1.100000023841858,3,4,5861,1.2000000476837158,209,3,5,26.100000381469727
2017,102,나주대학교,전문대학,사립,전남,C그룹,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,15,1,0,0,1,0,2131,0.4000000059604645,0,1,2131,0.5,15,0,1,15.0
2017,103,남부대학교,대학,사립,광주,C그룹,2,2,0,0,2,2,4,0,2,0,2,0,0,0,0,98,8,2,2,0,0,3396,1.100000023841858,2,0,3396,0.6000000238418579,98,4,0,24.5
2017,104,남서울대학교,대학,사립,충남,B그룹,3,0,5,9,8,9,17,0,3,0,3,0,5,0,5,529,40,3,0,5,9,10310,1.100000023841858,3,5,10310,0.800000011920929,529,3,14,31.100000381469727
2017,105,농협대학교,전문대학,사립,경기,C그룹,1,1,0,0,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,523,3.400000095367432,1,0,523,1.899999976158142,0,2,0,0.0
2017,106,능인대학원대학교,대학원대학,사립,경기,-,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,35,6,0,1,0,0,72,11.100000381469728,0,0,72,0.0,35,1,0,35.0
2017,107,단국대학교,대학,사립,경기,A그룹,17,0,0,0,17,0,17,5,12,0,17,0,0,0,0,763,102,17,0,0,0,27070,0.6000000238418579,17,0,27070,0.6000000238418579,763,17,0,44.900001525878906
2017,108,대경대학교,전문대학,사립,경북,B그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,36,2,1,1,0,0,4276,0.4000000059604645,1,0,4276,0.2000000029802322,36,2,0,18.0
2017,109,대구가톨릭대학교,대학,사립,경북,A그룹,9,1,10,0,19,1,20,0,9,0,9,0,10,0,10,890,174,9,1,10,0,15341,1.2000000476837158,9,10,15341,1.2000000476837158,890,10,10,44.5
2017,110,대구경북과학기술원,대학,국립,대구,C그룹,1,0,3,0,4,0,4,0,1,0,1,0,3,0,3,247,27,1,0,3,0,911,3.700000047683716,1,3,911,4.400000095367432,247,1,3,61.79999923706055
2017,111,대구공업대학교,전문대학,사립,대구,C그룹,1,0,0,2,1,2,3,0,1,0,1,0,0,0,0,58,5,1,0,0,2,1879,1.100000023841858,1,0,1879,0.5,58,1,2,19.299999237060547
2017,112,대구과학대학교,전문대학,사립,대구,A그룹,1,1,0,0,1,1,2,0,1,0,1,0,0,0,0,161,4,1,1,0,0,4352,0.4000000059604645,1,0,4352,0.2000000029802322,161,2,0,80.5
2017,113,대구교육대학교,대학,국립,대구,C그룹,5,1,0,0,5,1,6,2,3,0,5,0,0,0,0,666,97,5,1,0,0,2718,2.0999999046325684,5,0,2718,1.7999999523162842,666,6,0,111.0
2017,114,대구대학교,대학,사립,경북,A그룹,12,1,11,4,23,5,28,3,9,0,12,0,11,0,11,795,93,12,1,11,4,20572,1.100000023841858,12,11,20572,1.100000023841858,795,13,15,28.399999618530277
2017,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2017,116,대구보건대학교,전문대학,사립,대구,A그룹,4,0,0,0,4,0,4,0,4,0,4,0,0,0,0,164,16,4,0,0,0,6858,0.6000000238418579,4,0,6858,0.6000000238418579,164,4,0,41.0
2017,117,대구사이버대학교,대학,사립,경북,C그룹,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4382,0.4000000059604645,0,0,4382,0.0,0,2,0,0.0
2017,118,대구예술대학교,대학,사립,경북,C그룹,3,2,0,0,3,2,5,0,3,0,3,0,0,0,0,132,6,3,2,0,0,1432,3.200000047683716,3,0,1432,2.0999999046325684,132,5,0,26.399999618530277
2017,119,대구외국어대학교,대학,사립,경북,C그룹,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,2,1,1,0,0,1,334,4.5,1,0,334,3.0,2,1,1,1.0
2017,120,대구한의대학교,대학,사립,경북,B그룹,3,2,4,0,7,2,9,0,3,0,3,0,4,0,4,328,40,3,2,4,0,7499,1.0,3,4,7499,0.8999999761581421,328,5,4,36.400001525878906
2017,121,대덕대학교,전문대학,사립,대전,C그룹,2,0,0,1,2,1,3,0,2,0,2,0,0,0,0,86,16,2,0,0,1,4266,0.6000000238418579,2,0,4266,0.5,86,2,1,28.700000762939453
