Year,ID,SchName,SchType,FoundType,Region,UnivScale,BookRes_TitleCount_DomBook,BookRes_TitleCount_ForBook,BookRes_TitleCount_TotalSum,BookRes_BookCount_DomBook,BookRes_BookCount_ForBook,BookRes_BookCount_TotalSum,ERes_EJournal_Package,ERes_WebDB_Package,ERes_SubEBook_TitleCount,ERes_ELearnVideo_Package,ERes_Total_Package,ERes_Total_TitleCount,Serials_Domestic,Serials_Foreign,Serials_Total,AnnualHoldChg_AnnualBookInc_Buy,AnnualHoldChg_AnnualBookInc_Donation,AnnualHoldChg_AnnualBookInc_Total,AnnualHoldChg_AnnualTitleInc,AnnualHoldChg_AnnualBookRm,BooksPerSt_BooksOwned,BooksPerSt_StCountPrev,BooksPerSt_BooksPerSt,HoldGrowRate_AnnualHoldBookCount,HoldGrowRate_BooksOwned,HoldGrowRate_HoldGrowRate
2017,11,강릉영동대학교,전문대학,사립,강원,B그룹,44752,4119,48871,69415,4938,74353,1,1,7804,0,2,7804,195,0,195,6140,3514,9654,7078,0,74353,3008,24.700000762939453,9654,74353,14.899999618530272
2017,12,강서대학교,대학,사립,서울,C그룹,62687,18737,81424,82664,20767,103431,3,12,8853,0,15,8855,140,34,174,1251,1130,2381,2171,0,103431,1604,64.5,2381,103431,2.400000095367432
2017,13,강원관광대학교,전문대학,사립,강원,C그룹,32791,230,33021,42302,266,42568,1,0,1412,0,1,1412,74,0,74,1753,339,2092,1862,0,42568,1351,31.5,2092,42568,5.199999809265137
2017,14,강원대학교,대학,국립,강원,A그룹,771215,173936,945151,1252553,307045,1559598,43,36,27406,0,79,27408,1644,1098,2742,29052,6157,35209,26971,73840,1559598,23947,65.0999984741211,35209,1559598,2.299999952316284
2017,15,강원도립대학교,전문대학,공립,강원,C그룹,43721,2003,45724,55432,2233,57665,0,0,5345,0,0,5346,65,0,65,1836,287,2123,2089,0,57665,894,64.5,2123,57665,3.799999952316284
2017,16,개신대학원대학교,대학원대학,사립,서울,-,16189,1050,17239,21926,1603,23529,0,0,82,0,0,82,57,3,60,398,257,655,556,0,23529,134,175.60000610351562,655,23529,2.900000095367432
2017,17,거제대학교,전문대학,사립,경남,C그룹,48863,1781,50644,64936,1891,66827,1,1,2281,0,2,2281,89,0,89,2124,898,3022,2350,0,66827,1566,42.70000076293945,3022,66827,4.699999809265137
2017,18,건국대학교,대학,사립,서울,A그룹,510357,171651,682008,1096114,239661,1335775,26,33,41206,0,59,41301,684,217,901,44610,7402,52012,31815,4112,1335775,19902,67.0999984741211,52012,1335775,4.099999904632568
2017,19,건국대학교(글로컬),대학,사립,충북,B그룹,258587,112342,370929,481128,150625,631753,10,14,62193,0,24,63514,235,22,257,68006,5225,73231,66659,0,631753,8761,72.0999984741211,73231,631753,13.100000381469728
2017,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,21,건신대학원대학교,대학원대학,사립,대전,-,10791,3235,14026,15753,4737,20490,0,1,0,0,1,0,40,7,47,282,193,475,452,0,20490,148,138.39999389648438,475,20490,2.400000095367432
2017,22,건양대학교,대학,사립,충남,B그룹,175105,41569,216674,287499,135037,422536,10,11,14101,0,21,14101,30,0,30,9092,4092,13184,9036,0,422536,8593,49.20000076293945,13184,422536,3.200000047683716
2017,23,경기과학기술대학교,전문대학,사립,경기,A그룹,41178,7210,48388,76602,46597,123199,2,0,46596,0,2,46658,160,65,225,4700,269,4969,4672,0,123199,4483,27.5,4969,123199,4.199999809265137
2017,24,경기대학교,대학,사립,경기,A그룹,581812,79245,661057,1092410,162050,1254460,21,19,32823,0,40,34593,752,32,784,19221,10782,30003,20852,0,1254460,16377,76.5999984741211,30003,1254460,2.5
2017,25,경남대학교,대학,사립,경남,A그룹,455491,148603,604094,700299,176672,876971,21,19,89402,0,40,89402,498,104,602,15260,71141,86401,73307,3,876971,13489,65.0,86401,876971,10.899999618530272
2017,26,경남도립거창대학,전문대학,공립,경남,C그룹,25345,849,26194,40430,906,41336,1,0,2071,0,1,2072,10,0,10,1067,0,1067,812,0,41336,889,46.5,1067,41336,2.5999999046325684
2017,27,경남도립남해대학,전문대학,공립,경남,C그룹,30851,589,31440,37801,628,38429,0,0,0,0,0,0,34,0,34,1243,0,1243,1148,0,38429,848,45.29999923706055,1243,38429,3.299999952316284
2017,28,경남정보대학교,전문대학,사립,부산,A그룹,111451,6197,117648,193505,7354,200859,2,2,9101,0,4,9101,131,3,134,6264,4403,10667,5769,0,200859,6853,29.299999237060547,10667,200859,5.599999904632568
2017,29,경동대학교,대학,사립,강원,B그룹,105218,14580,119798,195692,23422,219114,4,1,29213,0,5,29213,258,2,260,16845,3853,20698,10172,0,219114,7240,30.299999237060547,20698,219114,10.399999618530272
2017,30,경민대학교,전문대학,사립,경기,B그룹,79902,6580,86482,138326,8745,147071,5,4,7884,0,9,8106,108,25,133,5478,117,5595,4089,0,147071,4661,31.600000381469727,5595,147071,4.0
2017,31,경복대학교,전문대학,사립,경기,A그룹,57685,4921,62606,81227,5311,86538,0,3,12274,0,3,12471,177,0,177,13235,1253,14488,9576,0,86538,6350,13.600000381469728,14488,86538,20.100000381469727
2017,32,경북과학대학교,전문대학,사립,경북,C그룹,50400,11966,62366,71478,13741,85219,2,0,3205,0,2,3205,334,0,334,1644,480,2124,1813,0,85219,1902,44.79999923706055,2124,85219,2.5999999046325684
2017,33,경북대학교,대학,국립,대구,A그룹,909063,598074,1507137,2262887,1104207,3367094,36,56,298264,0,92,299480,1382,1049,2431,167717,23478,191195,173894,4184,3367094,30296,111.0999984741211,191195,3367094,6.0
2017,34,경북보건대학교,전문대학,사립,경북,C그룹,35287,1484,36771,41258,1709,42967,2,1,7577,0,3,7582,31,2,33,1644,1072,2716,2439,1490,42967,1300,33.099998474121094,2716,42967,6.699999809265137
2017,35,경북외국어대학교,대학,사립,대구,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,36,경북전문대학교,전문대학,사립,경북,B그룹,79608,29207,108815,107134,33966,141100,1,1,5376,0,2,5376,133,2,135,3221,1709,4930,4473,15000,141100,2562,55.09999847412109,4930,141100,3.5999999046325684
2017,37,경상국립대학교,대학,국립,경남,A그룹,607000,281515,888515,1328576,443824,1772400,36,32,30306,0,68,31324,1036,253,1289,26584,24744,51328,38543,76,1772400,22867,77.5,51328,1772400,3.0
2017,38,경성대학교,대학,사립,부산,A그룹,397619,157120,554739,729353,208706,938059,14,27,50859,0,41,52044,708,69,777,21041,6397,27438,16891,57,938059,13468,69.69999694824219,27438,938059,3.0
2017,39,경안대학원대학교,대학원대학,사립,경북,-,11,1,12,7929,305,8234,0,0,0,0,0,0,5,0,5,50,104,154,128,0,8234,73,112.8000030517578,154,8234,1.899999976158142
2017,40,경운대학교,대학,사립,경북,C그룹,167556,26586,194142,343138,34560,377698,2,7,47314,0,9,47682,301,49,350,11898,84412,96310,34655,18,377698,5066,74.5999984741211,96310,377698,34.20000076293945
2017,41,경인교육대학교,대학,국립,인천,C그룹,185631,11284,196915,509287,19001,528288,8,6,5812,0,14,5933,241,11,252,12993,1168,14161,7795,13961,528288,4246,124.4000015258789,14161,528288,2.799999952316284
2017,42,경인여자대학교,전문대학,사립,인천,B그룹,88183,15565,103748,138332,15685,154017,0,2,25348,0,2,25557,48,13,61,10742,10073,20815,14200,0,154017,4894,31.5,20815,154017,15.600000381469728
2017,43,경일대학교,대학,사립,경북,B그룹,161107,124493,285600,332430,142726,475156,6,8,80020,0,14,81092,330,2,332,17243,23245,40488,34915,4,475156,7373,64.4000015258789,40488,475156,9.300000190734863
2017,44,경찰대학,기타,기타,충남,-,137040,45520,182560,137040,45520,182560,0,9,1486,0,9,1486,196,62,258,8411,976,9387,9387,0,182560,0,0.0,9387,182560,5.400000095367432
2017,45,경희대학교,대학,사립,서울,A그룹,852852,398645,1251497,1913172,594574,2507746,60,47,252632,0,107,257717,435,302,737,35329,7599,42928,30699,102514,2507746,33327,75.19999694824219,42928,2507746,1.7000000476837158
2017,46,계명대학교,대학,사립,대구,A그룹,588413,329991,918404,1535832,420309,1956141,30,44,68273,0,74,68309,1709,404,2113,31446,16461,47907,30075,2683,1956141,24537,79.69999694824219,47907,1956141,2.5
2017,47,계명문화대학교,전문대학,사립,대구,A그룹,153326,8507,161833,231922,12597,244519,2,6,12737,0,8,67815,114,4,118,8617,659,9276,6395,0,244519,5179,47.20000076293945,9276,244519,3.900000095367432
2017,48,계약신학대학원대학교,대학원대학,사립,경기,-,13391,4137,17528,14952,4184,19136,0,0,691,0,0,691,6,0,6,97,41,138,71,0,19136,68,281.3999938964844,138,19136,0.699999988079071
2017,49,계원예술대학교,전문대학,사립,경기,B그룹,72595,33645,106240,82234,34457,116691,3,6,10537,0,9,11577,217,115,332,3987,8,3995,3732,0,116691,2856,40.900001525878906,3995,116691,3.5
2017,50,고려대학교,대학,사립,서울,A그룹,659966,754791,1414757,1469665,1342724,2812389,98,102,365307,0,200,427201,1711,1621,3332,42524,14929,57453,35864,734,2812389,29540,95.1999969482422,57453,2812389,2.0999999046325684
2017,51,고려대학교(세종),대학,사립,세종,B그룹,263160,63064,326224,447082,98333,545415,7,9,9417,0,16,9930,255,23,278,8381,3390,11771,9200,5,545415,7768,70.19999694824219,11771,545415,2.200000047683716
2017,52,고려사이버대학교,대학,사립,서울,A그룹,3349,38358,41707,9904,38358,48262,0,1,41707,0,1,41707,0,0,0,511,191790,192301,38720,3405,48262,9671,5.0,192301,48262,-133.5
2017,53,고신대학교,대학,사립,부산,C그룹,204707,153612,358319,275389,185336,460725,19,11,38635,0,30,38635,535,179,714,35390,3387,38777,37582,0,460725,5064,91.0,38777,460725,9.199999809265137
2017,54,공군사관학교,기타,기타,충북,-,173423,36691,210114,173423,36691,210114,5,1,2994,0,6,2994,176,17,193,6399,1885,8284,8284,0,210114,0,0.0,8284,210114,4.099999904632568
2017,55,공주교육대학교,대학,국립,충남,C그룹,113442,6130,119572,289584,15767,305351,5,3,2445,0,8,2445,40,0,40,5226,386,5612,3722,0,305351,2024,150.89999389648438,5612,305351,1.899999976158142
2017,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,5380,27527,32907,15377,27527,42904,0,4,41012,0,4,41012,0,0,0,6995,279,7274,6962,0,42904,1235,34.70000076293945,7274,42904,20.399999618530277
2017,57,광신대학교,대학,사립,광주,C그룹,50195,57260,107455,73888,63402,137290,0,3,6796,0,3,6796,192,81,273,1899,502,2401,2181,0,137290,949,144.6999969482422,2401,137290,1.7999999523162842
2017,58,광양보건대학교,전문대학,사립,전남,C그룹,22572,476,23048,38764,542,39306,1,1,269,0,2,270,61,0,61,924,959,1883,765,0,39306,1520,25.899999618530277,1883,39306,5.0
2017,59,광운대학교,대학,사립,서울,B그룹,277020,71129,348149,550726,122018,672744,23,17,41271,0,40,41711,191,59,250,33322,3131,36453,18637,0,672744,9807,68.5999984741211,36453,672744,5.699999809265137
2017,60,광주가톨릭대학교,대학,사립,전남,C그룹,86751,56714,143465,126728,71139,197867,2,5,41236,0,7,41796,54,67,121,1155,557,1712,1536,0,197867,106,1866.699951171875,1712,197867,0.8999999761581421
2017,61,광주과학기술원,대학,국립,광주,C그룹,51468,61544,113012,64674,76990,141664,22,6,37255,0,28,37400,8,9,17,8095,0,8095,7039,71,141664,1922,73.69999694824219,8095,141664,6.099999904632568
2017,62,광주교육대학교,대학,국립,광주,C그룹,153997,22668,176665,254373,33123,287496,0,3,8630,0,3,8630,152,38,190,2784,1050,3834,2665,3408,287496,2190,131.3000030517578,3834,287496,1.399999976158142
2017,63,광주대학교,대학,사립,광주,B그룹,235046,56604,291650,423004,93429,516433,4,9,22393,0,13,23019,324,55,379,13702,6414,20116,16153,0,516433,7747,66.69999694824219,20116,516433,4.099999904632568
2017,64,광주보건대학교,전문대학,사립,광주,B그룹,97224,5672,102896,186634,10555,197189,2,3,6759,0,5,7374,93,24,117,3295,883,4178,2379,0,197189,3968,49.70000076293945,4178,197189,2.200000047683716
2017,65,광주여자대학교,대학,사립,광주,C그룹,160505,26010,186515,245555,34790,280345,7,6,63112,0,13,63262,59,19,78,17210,4794,22004,17865,0,280345,4114,68.0999984741211,22004,280345,8.5
2017,66,구미대학교,전문대학,사립,경북,A그룹,37938,3865,41803,166943,8249,175192,1,1,7983,0,2,7983,80,0,80,3445,6946,10391,3151,0,175192,5695,30.799999237060547,10391,175192,6.300000190734863
2017,67,구세군사관대학원대학교,대학원대학,사립,경기,-,22481,1861,24342,22481,1861,24342,1,0,0,0,1,0,116,6,122,434,477,911,721,0,24342,41,593.7000122070312,911,24342,3.900000095367432
2017,68,국군간호사관학교,기타,기타,대전,-,57687,778,58465,61333,922,62255,3,4,0,0,7,0,130,7,137,1299,646,1945,1175,310,62255,0,0.0,1945,62255,3.200000047683716
2017,69,국립강릉원주대학교,대학,국립,강원,B그룹,369165,93564,462729,653795,154886,808681,13,10,39724,0,23,98412,586,60,646,10032,4561,14593,13261,0,808681,8685,93.0999984741211,14593,808681,1.7999999523162842
2017,70,국립경국대학교,대학,국립,경북,B그룹,338038,75790,413828,708048,113837,821885,6,4,24805,0,10,24953,427,33,460,8637,4831,13468,6928,0,821885,7914,103.9000015258789,13468,821885,1.7000000476837158
2017,71,국립공주대학교,대학,국립,충남,A그룹,461676,103928,565604,1081686,170576,1252262,20,22,39507,0,42,40219,600,64,664,17030,3733,20763,11748,0,1252262,16672,75.0999984741211,20763,1252262,1.7000000476837158
2017,72,국립군산대학교,대학,국립,전북,B그룹,253201,47176,300377,564842,94795,659637,5,7,20839,0,12,20849,376,53,429,8527,5569,14096,12315,0,659637,8296,79.5,14096,659637,2.200000047683716
2017,73,국립금오공과대학교,대학,국립,경북,B그룹,177500,39273,216773,383137,61463,444600,16,14,10431,0,30,11082,198,54,252,10617,4221,14838,8627,0,444600,7131,62.29999923706055,14838,444600,3.5
2017,74,국립목포대학교,대학,국립,전남,B그룹,252018,87575,339593,507092,133969,641061,13,15,13352,0,28,63639,257,14,271,9378,6487,15865,8670,0,641061,8513,75.30000305175781,15865,641061,2.5
2017,75,국립목포해양대학교,대학,국립,전남,C그룹,96553,14944,111497,200103,20049,220152,6,4,14640,0,10,18749,90,61,151,3527,3065,6592,2811,0,220152,2748,80.0999984741211,6592,220152,3.0999999046325684
2017,76,국립부경대학교,대학,국립,부산,A그룹,324765,141302,466067,975345,211370,1186715,17,23,32811,0,40,32811,548,169,717,18674,26562,45236,35494,0,1186715,19611,60.5,45236,1186715,4.0
2017,77,국립순천대학교,대학,국립,전남,B그룹,317063,69556,386619,668497,136175,804672,16,17,56324,0,33,57439,410,110,520,26781,4608,31389,15341,0,804672,8341,96.5,31389,804672,4.099999904632568
2017,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,551,489,1040,570,507,1077,0,0,0,0,0,0,0,0,0,145,0,145,129,0,1077,66,16.299999237060547,145,1077,15.600000381469728
2017,79,국립창원대학교,대학,국립,경남,B그룹,254966,58566,313532,490472,149473,639945,15,11,42232,0,26,42232,676,187,863,14889,5374,20263,14883,0,639945,10088,63.400001525878906,20263,639945,3.299999952316284
2017,80,국립한국교통대학교,대학,국립,충북,B그룹,222353,56588,278941,538301,88551,626852,7,11,43161,0,18,44279,31,29,60,30988,8763,39751,12632,0,626852,9302,67.4000015258789,39751,626852,6.800000190734863
2017,81,국립한국해양대학교,대학,국립,부산,B그룹,282133,56432,338565,382002,144997,526999,5,5,13407,0,10,13407,204,56,260,7296,12599,19895,10820,0,526999,7840,67.19999694824219,19895,526999,3.900000095367432
2017,82,국립한밭대학교,대학,국립,대전,B그룹,214507,57852,272359,475034,78731,553765,9,8,10268,0,17,10268,208,80,288,13914,3362,17276,9512,0,553765,8965,61.79999923706055,17276,553765,3.200000047683716
2017,83,국민대학교,대학,사립,서울,A그룹,401912,189634,591546,1065225,272318,1337543,30,40,1609347,0,70,1672773,952,250,1202,20848,35757,56605,49153,225,1337543,18182,73.5999984741211,56605,1337543,4.400000095367432
2017,84,국방대학교,기타,기타,충남,-,149255,68768,218023,266392,82565,348957,2,11,9572,0,13,9633,1962,1624,3586,8236,1144,9380,6661,0,348957,0,0.0,9380,348957,2.799999952316284
2017,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,15423,512,15935,16845,523,17368,1,0,0,0,1,0,4,0,4,85,35,120,119,3,17368,267,65.0,120,17368,0.699999988079071
2017,86,국제대학교,전문대학,사립,경기,B그룹,39079,22549,61628,89985,22574,112559,4,2,37565,0,6,38662,92,0,92,1806,50304,52110,27959,0,112559,4289,26.200000762939453,52110,112559,86.19999694824219
2017,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1289,2708,3997,2265,4828,7093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093,88,80.5999984741211,0,7093,0.0
2017,89,국제사이버대학교,대학,사립,경기,C그룹,1201,0,1201,9390,0,9390,0,0,9390,0,0,9390,0,0,0,0,0,0,0,0,9390,2764,3.400000095367432,0,9390,0.0
2017,90,국제언어대학원대학교,대학원대학,사립,서울,-,2751,12734,15485,3584,13337,16921,1,7,130,0,8,130,14,30,44,181,1455,1636,1636,707,16921,82,206.3999938964844,1636,16921,10.699999809265137
2017,91,국제예술대학교,기타,기타,서울,-,5,1,6,976,26,1002,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1002,0,0.0,0,1002,0.0
2017,92,군산간호대학교,전문대학,사립,전북,C그룹,22360,3701,26061,32547,4821,37368,1,1,5005,0,2,5005,34,0,34,3571,305,3876,3694,95,37368,1112,33.599998474121094,3876,37368,11.600000381469728
2017,93,군장대학교,전문대학,사립,전북,C그룹,46554,241,46795,79259,319,79578,1,1,1499,0,2,1511,14,0,14,2439,330,2769,2707,0,79578,1918,41.5,2769,79578,3.5999999046325684
2017,94,극동대학교,대학,사립,충북,C그룹,160675,26987,187662,262187,33859,296046,2,2,96724,0,4,97046,189,12,201,161997,9784,171781,98025,0,296046,4293,69.0,171781,296046,138.1999969482422
2017,95,글로벌사이버대학교,대학,사립,충남,C그룹,464,0,464,1392,0,1392,0,1,464,0,1,464,0,0,0,0,0,0,0,0,1392,2133,0.699999988079071,0,1392,0.0
2017,96,금강대학교,대학,사립,충남,C그룹,60041,13973,74014,96314,23472,119786,0,3,1509,0,3,1509,76,10,86,1553,1321,2874,1629,0,119786,548,218.6000061035156,2874,119786,2.5
2017,97,기독간호대학교,전문대학,사립,광주,C그룹,18776,4256,23032,27312,5412,32724,1,1,205,0,2,205,58,0,58,731,83,814,614,0,32724,637,51.400001525878906,814,32724,2.5999999046325684
2017,98,김천대학교,대학,사립,경북,C그룹,91297,102060,193357,114915,103049,217964,3,8,162774,0,11,162774,133,0,133,107836,2631,110467,106715,4,217964,3758,58.0,110467,217964,102.8000030517578
2017,99,김포대학교,전문대학,사립,경기,C그룹,62767,4827,67594,104013,5659,109672,1,2,2157,0,3,2358,98,12,110,1958,47,2005,1544,0,109672,3331,32.900001525878906,2005,109672,1.899999976158142
2017,100,김해대학교,전문대학,사립,경남,C그룹,19309,286,19595,21886,288,22174,1,1,831,0,2,861,12,0,12,2514,365,2879,2849,0,22174,1378,16.100000381469727,2879,22174,14.899999618530272
2017,101,나사렛대학교,대학,사립,충남,B그룹,152820,50793,203613,236615,57175,293790,5,9,46579,0,14,47174,144,38,182,11203,1532,12735,9077,0,293790,5861,50.09999847412109,12735,293790,4.5
2017,102,나주대학교,전문대학,사립,전남,C그룹,21099,208,21307,30398,277,30675,7,0,2246,0,7,2246,126,0,126,5216,200,5416,2242,0,30675,2131,14.399999618530272,5416,30675,21.399999618530277
2017,103,남부대학교,대학,사립,광주,C그룹,50938,5977,56915,74986,6040,81026,6,9,9219,0,15,10039,182,9,191,4505,557,5062,4249,0,81026,3396,23.899999618530277,5062,81026,6.699999809265137
2017,104,남서울대학교,대학,사립,충남,B그룹,300484,118291,418775,596332,205832,802164,5,9,89279,0,14,89349,1091,3,1094,33444,1756,35200,5850,0,802164,10310,77.80000305175781,35200,802164,4.599999904632568
2017,105,농협대학교,전문대학,사립,경기,C그룹,30637,4778,35415,36557,5187,41744,1,0,1738,0,1,1738,21,0,21,1036,57,1093,1015,2111,41744,523,79.80000305175781,1093,41744,2.700000047683716
2017,106,능인대학원대학교,대학원대학,사립,경기,-,1957,2,1959,2463,2,2465,1,0,0,0,1,0,0,0,0,66,749,815,673,0,2465,72,34.20000076293945,815,2465,49.400001525878906
2017,107,단국대학교,대학,사립,경기,A그룹,897654,297679,1195333,1437099,493826,1930925,22,21,24993,0,43,26086,974,141,1115,28999,4390,33389,28779,0,1930925,27070,71.30000305175781,33389,1930925,1.7999999523162842
2017,108,대경대학교,전문대학,사립,경북,B그룹,24852,1155,26007,48147,3458,51605,0,5,5740,0,5,8030,58,0,58,4897,3686,8583,6429,0,51605,4276,12.100000381469728,8583,51605,20.0
2017,109,대구가톨릭대학교,대학,사립,경북,A그룹,469828,244335,714163,961798,355953,1317751,39,32,41877,0,71,92154,862,87,949,20821,5830,26651,21333,19,1317751,15341,85.9000015258789,26651,1317751,2.0999999046325684
2017,110,대구경북과학기술원,대학,국립,대구,C그룹,41265,17178,58443,46121,60408,106529,43,23,185202,0,66,185202,38,15,53,12966,216,13182,12560,0,106529,911,116.9000015258789,13182,106529,14.100000381469728
2017,111,대구공업대학교,전문대학,사립,대구,C그룹,58361,2141,60502,99173,3243,102416,0,0,6744,0,0,6809,59,0,59,2287,38,2325,2295,0,102416,1879,54.5,2325,102416,2.299999952316284
2017,112,대구과학대학교,전문대학,사립,대구,A그룹,79538,3094,82632,138193,3573,141766,1,1,9055,0,2,9055,50,0,50,6772,316,7088,5095,0,141766,4352,32.599998474121094,7088,141766,5.300000190734863
2017,113,대구교육대학교,대학,국립,대구,C그룹,133166,12582,145748,283098,22778,305876,0,10,2655,0,10,2655,508,58,566,5756,847,6603,3545,0,305876,2718,112.5,6603,305876,2.200000047683716
2017,114,대구대학교,대학,사립,경북,A그룹,505258,228973,734231,1155872,417274,1573146,9,13,29282,0,22,30075,642,146,788,20941,4354,25295,14647,17555,1573146,20572,76.5,25295,1573146,1.600000023841858
2017,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2017,116,대구보건대학교,전문대학,사립,대구,A그룹,80805,17356,98161,196294,20750,217044,3,5,15663,0,8,16022,117,9,126,6351,1215,7566,3302,0,217044,6858,31.600000381469727,7566,217044,3.5999999046325684
2017,117,대구사이버대학교,대학,사립,경북,C그룹,15194,0,15194,15723,0,15723,5,0,15194,0,5,15194,0,0,0,369,0,369,342,0,15723,4382,3.5999999046325684,369,15723,2.400000095367432
2017,118,대구예술대학교,대학,사립,경북,C그룹,44266,1143,45409,96938,1919,98857,0,0,9701,0,0,9701,88,5,93,2461,0,2461,1014,0,98857,1432,69.0,2461,98857,2.5999999046325684
2017,119,대구외국어대학교,대학,사립,경북,C그룹,16611,1854,18465,31676,1858,33534,0,0,0,0,0,0,42,3,45,105,472,577,493,0,33534,334,100.4000015258789,577,33534,1.7999999523162842
2017,120,대구한의대학교,대학,사립,경북,B그룹,247927,69022,316949,465535,112163,577698,8,14,22538,0,22,22688,313,28,341,7224,3682,10906,7372,0,577698,7499,77.0,10906,577698,1.899999976158142
2017,121,대덕대학교,전문대학,사립,대전,C그룹,52876,1152,54028,88093,1530,89623,3,3,14644,0,6,65544,138,3,141,9060,29,9089,6006,0,89623,4266,21.0,9089,89623,11.300000190734863
2017,122,대동대학교,전문대학,사립,부산,C그룹,43495,1080,44575,47868,1151,49019,2,3,8845,0,5,68970,85,7,92,2919,327,3246,2810,0,49019,1590,30.799999237060547,3246,49019,7.099999904632568
2017,123,대림대학교,전문대학,사립,경기,A그룹,73161,14711,87872,115908,15681,131589,3,0,15988,0,3,16730,84,9,93,15219,32953,48172,15388,0,131589,6517,20.200000762939453,48172,131589,57.70000076293945
2017,124,대신대학교,대학,사립,경북,C그룹,76091,10010,86101,95108,10671,105779,3,0,2766,0,3,2766,144,5,149,915,730,1645,1526,0,105779,493,214.6000061035156,1645,105779,1.600000023841858
2017,125,대원대학교,전문대학,사립,충북,C그룹,46116,3580,49696,73846,4076,77922,2,0,7249,0,2,7584,291,0,291,3817,699,4516,3735,0,77922,2667,29.200000762939453,4516,77922,6.199999809265137
