Year,ID,SchName,SchType,FoundType,Region,UnivScale,Facility_LibAreaSqm,Facility_ReadSeat_TotSeats,Facility_Equip_InfoPCs,AreaPerSt_Area,AreaPerSt_StCountCurr,AreaPerSt_AreaPerSt
2020,18,건국대학교,대학,사립,서울,A그룹,24695.0,3389,264,24695.0,20087,1.2000000476837158
2020,19,건국대학교(글로컬),대학,사립,충북,B그룹,9933.2001953125,1620,86,9933.2001953125,7402,1.2999999523162842
2020,20,건동대학교,대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2020,21,건신대학원대학교,대학원대학,사립,대전,-,446.0,60,5,446.0,169,2.5999999046325684
2020,22,건양대학교,대학,사립,충남,B그룹,9895.0,2013,148,9895.0,7603,1.2999999523162842
2020,23,경기과학기술대학교,전문대학,사립,경기,A그룹,4415.0,913,100,4415.0,4712,0.8999999761581421
2020,24,경기대학교,대학,사립,경기,A그룹,13909.0,2517,138,13909.0,15975,0.8999999761581421
2020,25,경남대학교,대학,사립,경남,A그룹,13473.2001953125,2931,154,13473.2001953125,12302,1.100000023841858
2020,26,경남도립거창대학,전문대학,공립,경남,C그룹,823.0,180,15,823.0,856,1.0
2020,27,경남도립남해대학,전문대학,공립,경남,C그룹,759.9000244140625,110,27,759.9000244140625,783,1.0
2020,28,경남정보대학교,전문대학,사립,부산,A그룹,7791.0,1340,118,7791.0,6665,1.2000000476837158
2020,29,경동대학교,대학,사립,강원,B그룹,11290.0,2169,123,11290.0,7814,1.399999976158142
2020,30,경민대학교,전문대학,사립,경기,B그룹,2218.39990234375,220,17,2218.39990234375,4432,0.5
2020,31,경복대학교,전문대학,사립,경기,A그룹,9777.099609375,1082,111,9777.099609375,6455,1.5
2020,32,경북과학대학교,전문대학,사립,경북,C그룹,1014.0,252,20,1014.0,1655,0.6000000238418579
2020,33,경북대학교,대학,국립,대구,A그룹,41434.3984375,5444,190,41434.3984375,27862,1.5
2020,34,경북보건대학교,전문대학,사립,경북,C그룹,741.0,210,20,741.0,1250,0.6000000238418579
2020,35,경북외국어대학교,대학,사립,대구,C그룹,0.0,0,0,0.0,0,0.0
2020,36,경북전문대학교,전문대학,사립,경북,B그룹,1749.199951171875,388,14,1749.199951171875,2853,0.6000000238418579
2020,37,경상국립대학교,대학,국립,경남,A그룹,31938.30078125,3156,221,31938.30078125,21509,1.5
2020,38,경성대학교,대학,사립,부산,A그룹,13287.5,1918,132,13287.5,13025,1.0
2020,39,경안대학원대학교,대학원대학,사립,경북,-,117.3000030517578,33,1,117.3000030517578,56,2.0999999046325684
2020,40,경운대학교,대학,사립,경북,C그룹,5753.5,1376,120,5753.5,4464,1.2999999523162842
2020,41,경인교육대학교,대학,국립,인천,C그룹,10071.900390625,1530,139,10071.900390625,3913,2.5999999046325684
2020,42,경인여자대학교,전문대학,사립,인천,B그룹,2190.0,473,36,2190.0,4722,0.5
2020,43,경일대학교,대학,사립,경북,B그룹,12429.0,1522,53,12429.0,7141,1.7000000476837158
2020,44,경찰대학,기타,기타,충남,-,5497.0,260,32,5497.0,0,0.0
2020,45,경희대학교,대학,사립,서울,A그룹,38001.80078125,5560,270,38001.80078125,33373,1.100000023841858
2020,46,계명대학교,대학,사립,대구,A그룹,28169.69921875,3740,440,28169.69921875,22930,1.2000000476837158
2020,47,계명문화대학교,전문대학,사립,대구,A그룹,5598.0,839,64,5598.0,5008,1.100000023841858
2020,48,계약신학대학원대학교,대학원대학,사립,경기,-,402.0,58,9,402.0,37,10.899999618530272
2020,49,계원예술대학교,전문대학,사립,경기,B그룹,3017.0,553,14,3017.0,3009,1.0
2020,50,고려대학교,대학,사립,서울,A그룹,48376.30078125,7206,256,48376.30078125,29580,1.600000023841858
2020,51,고려대학교(세종),대학,사립,세종,B그룹,8958.0,1112,65,8958.0,7096,1.2999999523162842
2020,52,고려사이버대학교,대학,사립,서울,A그룹,0.0,0,3,0.0,9468,0.0
2020,53,고신대학교,대학,사립,부산,C그룹,7648.60009765625,1543,40,7648.60009765625,4788,1.600000023841858
2020,54,공군사관학교,기타,기타,충북,-,4105.2001953125,349,16,4105.2001953125,0,0.0
2020,55,공주교육대학교,대학,국립,충남,C그룹,6537.0,841,45,6537.0,1921,3.400000095367432
2020,56,과학기술연합대학원대학교,대학원대학,국립,대전,-,0.0,0,0,0.0,1304,0.0
2020,57,광신대학교,대학,사립,광주,C그룹,2715.0,351,23,2715.0,986,2.799999952316284
2020,58,광양보건대학교,전문대학,사립,전남,C그룹,1308.0,290,6,1308.0,648,2.0
2020,59,광운대학교,대학,사립,서울,B그룹,10899.7001953125,1584,97,10899.7001953125,9610,1.100000023841858
2020,60,광주가톨릭대학교,대학,사립,전남,C그룹,2883.0,179,19,2883.0,121,23.799999237060547
2020,61,광주과학기술원,대학,국립,광주,C그룹,8760.0,585,48,8760.0,2042,4.300000190734863
2020,62,광주교육대학교,대학,국립,광주,C그룹,5612.0,664,50,5612.0,1882,3.0
2020,63,광주대학교,대학,사립,광주,B그룹,15198.5,1842,96,15198.5,7391,2.0999999046325684
2020,64,광주보건대학교,전문대학,사립,광주,B그룹,4122.7001953125,1089,19,4122.7001953125,3733,1.100000023841858
2020,65,광주여자대학교,대학,사립,광주,C그룹,5705.10009765625,1056,71,5705.10009765625,3951,1.399999976158142
2020,66,구미대학교,전문대학,사립,경북,A그룹,1484.0,394,94,1484.0,5066,0.3000000119209289
2020,67,구세군사관대학원대학교,대학원대학,사립,경기,-,200.0,24,3,200.0,28,7.099999904632568
2020,68,국군간호사관학교,기타,기타,대전,-,1728.300048828125,434,9,1728.300048828125,0,0.0
2020,69,국립강릉원주대학교,대학,국립,강원,B그룹,22373.900390625,1833,121,22373.900390625,8487,2.5999999046325684
2020,70,국립경국대학교,대학,국립,경북,B그룹,12421.0,1601,107,12421.0,7285,1.7000000476837158
2020,71,국립공주대학교,대학,국립,충남,A그룹,27957.30078125,3053,132,27957.30078125,15426,1.7999999523162842
2020,72,국립군산대학교,대학,국립,전북,B그룹,11398.0,1615,85,11398.0,8105,1.399999976158142
2020,73,국립금오공과대학교,대학,국립,경북,B그룹,11433.0,1677,87,11433.0,6101,1.899999976158142
2020,74,국립목포대학교,대학,국립,전남,B그룹,15918.2998046875,1500,79,15918.2998046875,8142,2.0
2020,75,국립목포해양대학교,대학,국립,전남,C그룹,4713.60009765625,556,36,4713.60009765625,2639,1.7999999523162842
2020,76,국립부경대학교,대학,국립,부산,A그룹,22136.0,3686,115,22136.0,18376,1.2000000476837158
2020,77,국립순천대학교,대학,국립,전남,B그룹,11878.900390625,1897,78,11878.900390625,7737,1.5
2020,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,210.0,56,18,210.0,67,3.0999999046325684
2020,79,국립창원대학교,대학,국립,경남,B그룹,15603.0,2305,129,15603.0,9100,1.7000000476837158
2020,80,국립한국교통대학교,대학,국립,충북,B그룹,15319.0,1919,180,15319.0,8820,1.7000000476837158
2020,81,국립한국해양대학교,대학,국립,부산,B그룹,7565.89990234375,1345,50,7565.89990234375,7325,1.0
2020,82,국립한밭대학교,대학,국립,대전,B그룹,10290.2998046875,1646,44,10290.2998046875,9305,1.100000023841858
2020,83,국민대학교,대학,사립,서울,A그룹,13310.2001953125,2485,126,13310.2001953125,18122,0.699999988079071
2020,84,국방대학교,기타,기타,충남,-,9072.0,243,30,9072.0,0,0.0
2020,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,103.0,31,5,103.0,270,0.4000000059604645
2020,86,국제대학교,전문대학,사립,경기,B그룹,703.0999755859375,212,25,703.0999755859375,3857,0.2000000029802322
2020,87,국제문화대학원대학교,대학원대학,사립,충남,-,0.0,0,0,0.0,0,0.0
2020,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,583.0,120,0,583.0,84,6.900000095367432
2020,89,국제사이버대학교,대학,사립,경기,C그룹,0.0,0,4,0.0,3119,0.0
2020,90,국제언어대학원대학교,대학원대학,사립,서울,-,221.3999938964844,42,9,221.3999938964844,46,4.800000190734863
2020,91,국제예술대학교,기타,기타,서울,-,45.0,1,1,45.0,0,0.0
2020,92,군산간호대학교,전문대학,사립,전북,C그룹,1026.199951171875,346,38,1026.199951171875,1152,0.8999999761581421
2020,93,군장대학교,전문대학,사립,전북,C그룹,712.0,154,20,712.0,1904,0.4000000059604645
2020,94,극동대학교,대학,사립,충북,C그룹,2362.89990234375,802,71,2362.89990234375,3792,0.6000000238418579
2020,95,글로벌사이버대학교,대학,사립,충남,C그룹,0.0,0,0,0.0,2454,0.0
2020,96,금강대학교,대학,사립,충남,C그룹,8287.7998046875,383,33,8287.7998046875,410,20.200000762939453
2020,97,기독간호대학교,전문대학,사립,광주,C그룹,369.5,137,5,369.5,595,0.6000000238418579
2020,98,김천대학교,대학,사립,경북,C그룹,3509.10009765625,1066,45,3509.10009765625,3110,1.100000023841858
2020,99,김포대학교,전문대학,사립,경기,C그룹,2302.0,566,18,2302.0,3424,0.699999988079071
2020,100,김해대학교,전문대학,사립,경남,C그룹,1034.800048828125,440,2,1034.800048828125,1471,0.699999988079071
2020,101,나사렛대학교,대학,사립,충남,B그룹,3966.0,599,89,3966.0,5440,0.699999988079071
2020,102,나주대학교,전문대학,사립,전남,C그룹,367.0,120,62,367.0,1903,0.2000000029802322
2020,103,남부대학교,대학,사립,광주,C그룹,2437.300048828125,1007,21,2437.300048828125,3433,0.699999988079071
2020,104,남서울대학교,대학,사립,충남,B그룹,15937.0,1796,85,15937.0,10078,1.600000023841858
2020,105,농협대학교,전문대학,사립,경기,C그룹,906.0,32,15,906.0,444,2.0
2020,106,능인대학원대학교,대학원대학,사립,경기,-,399.0,57,5,399.0,80,5.0
2020,107,단국대학교,대학,사립,경기,A그룹,31690.599609375,5300,319,31690.599609375,26716,1.2000000476837158
2020,108,대경대학교,전문대학,사립,경북,B그룹,1176.0,365,18,1176.0,4072,0.3000000119209289
2020,109,대구가톨릭대학교,대학,사립,경북,A그룹,19671.19921875,2838,192,19671.19921875,13771,1.399999976158142
2020,110,대구경북과학기술원,대학,국립,대구,C그룹,11833.0,314,75,11833.0,1527,7.699999809265137
2020,111,대구공업대학교,전문대학,사립,대구,C그룹,1944.0999755859373,272,22,1944.0999755859373,1661,1.2000000476837158
2020,112,대구과학대학교,전문대학,사립,대구,A그룹,6697.0,1218,57,6697.0,4093,1.600000023841858
2020,113,대구교육대학교,대학,국립,대구,C그룹,8369.2001953125,1176,70,8369.2001953125,2434,3.400000095367432
2020,114,대구대학교,대학,사립,경북,A그룹,22444.0,3067,208,22444.0,18681,1.2000000476837158
2020,115,대구미래대학교,전문대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2020,116,대구보건대학교,전문대학,사립,대구,A그룹,3918.0,925,31,3918.0,6959,0.6000000238418579
2020,117,대구사이버대학교,대학,사립,경북,C그룹,12.600000381469728,0,0,12.600000381469728,4136,0.0
2020,118,대구예술대학교,대학,사립,경북,C그룹,891.7000122070312,120,36,891.7000122070312,948,0.8999999761581421
2020,119,대구외국어대학교,대학,사립,경북,C그룹,0.0,0,0,0.0,0,0.0
2020,120,대구한의대학교,대학,사립,경북,B그룹,7737.2998046875,1119,44,7737.2998046875,7166,1.100000023841858
2020,121,대덕대학교,전문대학,사립,대전,C그룹,1398.0999755859375,349,41,1398.0999755859375,3741,0.4000000059604645
2020,122,대동대학교,전문대학,사립,부산,C그룹,1045.9000244140625,290,38,1045.9000244140625,1518,0.699999988079071
2020,123,대림대학교,전문대학,사립,경기,A그룹,3976.60009765625,893,252,3976.60009765625,7325,0.5
2020,124,대신대학교,대학,사립,경북,C그룹,2183.0,284,10,2183.0,611,3.5999999046325684
2020,125,대원대학교,전문대학,사립,충북,C그룹,1381.800048828125,540,31,1381.800048828125,2400,0.6000000238418579
2020,126,대전가톨릭대학교,대학,사립,세종,C그룹,1900.0,152,17,1900.0,76,25.0
2020,127,대전과학기술대학교,전문대학,사립,대전,B그룹,12477.0,1173,75,12477.0,4446,2.799999952316284
2020,128,대전대학교,대학,사립,대전,B그룹,15210.0,1769,146,15210.0,9759,1.600000023841858
2020,129,대전보건대학교,전문대학,사립,대전,A그룹,3078.0,801,46,3078.0,5697,0.5
2020,130,대전신학대학교,대학,사립,대전,C그룹,1991.0,213,8,1991.0,182,10.899999618530272
2020,131,대진대학교,대학,사립,경기,B그룹,13847.5,1260,52,13847.5,7851,1.7999999523162842
2020,132,대한신학대학원대학교,대학원대학,사립,경기,-,204.0,42,2,204.0,245,0.800000011920929
2020,133,덕성여자대학교,대학,사립,서울,B그룹,11122.0,1963,136,11122.0,5806,1.899999976158142
2020,134,동강대학교,전문대학,사립,광주,B그룹,4055.199951171875,1042,27,4055.199951171875,3133,1.2999999523162842
2020,135,동국대학교,대학,사립,서울,A그룹,23877.400390625,2787,142,23877.400390625,17539,1.399999976158142
2020,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,12274.0,1627,119,12274.0,8285,1.5
2020,137,동남보건대학교,전문대학,사립,경기,A그룹,5665.0,1044,58,5665.0,4794,1.2000000476837158
2020,138,동덕여자대학교,대학,사립,서울,B그룹,8168.5,1399,199,8168.5,7211,1.100000023841858
2020,139,동명대학교,대학,사립,부산,B그룹,10935.0,1536,61,10935.0,8135,1.2999999523162842
2020,140,동방문화대학원대학교,대학원대학,사립,서울,-,269.0,45,9,269.0,301,0.8999999761581421
2020,141,동부산대학교,전문대학,사립,부산,C그룹,2296.0,460,20,2296.0,526,4.400000095367432
2020,142,동서대학교,대학,사립,부산,B그룹,14837.0,3066,145,14837.0,10710,1.399999976158142
2020,143,동서울대학교,전문대학,사립,경기,A그룹,4501.7998046875,847,50,4501.7998046875,6045,0.699999988079071
2020,144,동신대학교,대학,사립,전남,B그룹,12927.0,1524,62,12927.0,6817,1.899999976158142
2020,145,동아대학교,대학,사립,부산,A그룹,13618.400390625,2794,214,13618.400390625,20331,0.699999988079071
2020,146,동아방송예술대학교,전문대학,사립,경기,B그룹,1185.4000244140625,237,43,1185.4000244140625,3104,0.4000000059604645
2020,147,동아보건대학교,전문대학,사립,전남,C그룹,2013.0,266,15,2013.0,1699,1.2000000476837158
2020,148,동양대학교,대학,사립,경북,C그룹,5625.2001953125,884,35,5625.2001953125,4200,1.2999999523162842
2020,149,동양미래대학교,전문대학,사립,서울,A그룹,5827.0,1000,155,5827.0,5854,1.0
2020,150,동우대학,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2020,151,동원과학기술대학교,전문대학,사립,경남,B그룹,6133.0,335,65,6133.0,2285,2.700000047683716
2020,152,동원대학교,전문대학,사립,경기,B그룹,2956.0,583,55,2956.0,3514,0.800000011920929
2020,153,동의과학대학교,전문대학,사립,부산,B그룹,2644.5,596,43,2644.5,5307,0.5
2020,154,동의대학교,대학,사립,부산,A그룹,14061.400390625,2904,99,14061.400390625,15711,0.8999999761581421
2020,155,두원공과대학교,전문대학,사립,경기,B그룹,3653.0,609,73,3653.0,4222,0.8999999761581421
2020,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,0.0,0,0,0.0,3553,0.0
2020,157,루터대학교,대학,사립,경기,C그룹,710.5999755859375,135,12,710.5999755859375,411,1.7000000476837158
2020,158,마산대학교,전문대학,사립,경남,A그룹,4360.0,889,41,4360.0,5571,0.800000011920929
2020,159,명신대학교,대학,사립,전남,C그룹,0.0,0,0,0.0,0,0.0
2020,160,명지대학교,대학,사립,서울,A그룹,36199.0,3804,328,36199.0,15634,2.299999952316284
2020,161,명지전문대학,전문대학,사립,서울,A그룹,5568.0,1037,59,5568.0,7068,0.800000011920929
2020,162,목원대학교,대학,사립,대전,B그룹,9275.099609375,1493,70,9275.099609375,8276,1.100000023841858
2020,163,목포가톨릭대학교,대학,사립,전남,C그룹,1129.0,251,11,1129.0,509,2.200000047683716
2020,164,목포과학대학교,전문대학,사립,전남,B그룹,2943.0,271,5,2943.0,2334,1.2999999523162842
2020,165,문경대학교,전문대학,사립,경북,C그룹,743.0,198,6,743.0,890,0.800000011920929
2020,166,배재대학교,대학,사립,대전,B그룹,8935.0,1583,71,8935.0,8915,1.0
2020,167,배화여자대학교,전문대학,사립,서울,B그룹,5680.0,495,71,5680.0,2874,2.0
2020,168,백석대학교,대학,사립,충남,A그룹,11899.7998046875,2847,147,11899.7998046875,14059,0.800000011920929
2020,169,백석문화대학교,전문대학,사립,충남,A그룹,7538.2001953125,444,75,7538.2001953125,5754,1.2999999523162842
2020,170,백석예술대학,전문대학,사립,서울,A그룹,0.0,0,0,0.0,0,0.0
2020,171,백제예술대학교,전문대학,사립,전북,C그룹,1238.0,110,11,1238.0,1214,1.0
2020,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,198.0,16,1,198.0,56,3.5
2020,173,벽성대학,전문대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2020,174,부산가톨릭대학교,대학,사립,부산,C그룹,5685.7998046875,1162,51,5685.7998046875,4085,1.399999976158142
2020,175,부산경상대학교,전문대학,사립,부산,B그룹,3541.0,700,47,3541.0,2625,1.2999999523162842
2020,176,부산과학기술대학교,전문대학,사립,부산,B그룹,3117.0,590,45,3117.0,3563,0.8999999761581421
2020,177,부산교육대학교,대학,국립,부산,C그룹,6023.0,717,114,6023.0,2457,2.5
2020,178,부산대학교,대학,국립,부산,A그룹,35855.69921875,5674,298,35855.69921875,27831,1.2999999523162842
2020,179,부산디지털대학교,대학,사립,부산,C그룹,128.3000030517578,45,16,128.3000030517578,2442,0.1000000014901161
2020,180,부산보건대학교,전문대학,사립,부산,B그룹,2587.89990234375,613,42,2587.89990234375,3101,0.800000011920929
2020,181,부산여자대학교,전문대학,사립,부산,C그룹,5131.0,481,33,5131.0,2677,1.899999976158142
2020,182,부산예술대학교,전문대학,사립,부산,C그룹,1067.0,80,8,1067.0,682,1.600000023841858
2020,183,부산외국어대학교,대학,사립,부산,B그룹,14652.7001953125,1823,116,14652.7001953125,8570,1.7000000476837158
2020,184,부산장신대학교,대학,사립,경남,C그룹,1041.0,200,13,1041.0,417,2.5
2020,185,부천대학교,전문대학,사립,경기,A그룹,5186.60009765625,932,109,5186.60009765625,7705,0.699999988079071
2020,186,삼육대학교,대학,사립,서울,B그룹,7036.10009765625,1419,97,7036.10009765625,5975,1.2000000476837158
2020,187,삼육보건대학교,전문대학,사립,서울,C그룹,1220.0,329,45,1220.0,1331,0.8999999761581421
2020,188,상명대학교,대학,사립,서울,A그룹,13721.0,2302,220,13721.0,13594,1.0
2020,189,상지대학교,대학,사립,강원,B그룹,13528.099609375,1794,161,13528.099609375,7190,1.899999976158142
2020,190,상지영서대학교,전문대학,사립,강원,B그룹,0.0,0,0,0.0,0,0.0
2020,191,서강대학교,대학,사립,서울,A그룹,16051.0,2761,95,16051.0,11053,1.5
2020,192,서경대학교,대학,사립,서울,B그룹,9014.2998046875,1553,238,9014.2998046875,6665,1.399999976158142
2020,193,서남대학교,대학,사립,전북,C그룹,0.0,0,0,0.0,0,0.0
2020,194,서라벌대학교,전문대학,사립,경북,C그룹,974.4000244140624,316,13,974.4000244140624,633,1.5
2020,195,서영대학교,전문대학,사립,광주,A그룹,2438.0,712,24,2438.0,5221,0.5
2020,196,서울과학기술대학교,대학,국립,서울,A그룹,14177.0,2028,114,14177.0,12176,1.2000000476837158
2020,197,서울과학종합대학원대학교,대학원대학,사립,서울,-,108.0,35,3,108.0,533,0.2000000029802322
2020,198,서울교육대학교,대학,국립,서울,C그룹,4480.0,763,74,4480.0,2853,1.600000023841858
2020,199,서울기독대학교,대학,사립,서울,C그룹,613.5,127,12,613.5,704,0.8999999761581421
2020,200,서울대학교,대학,국립,서울,A그룹,79059.0,9970,519,79059.0,27813,2.799999952316284
2020,201,서울디지털대학교,대학,사립,서울,A그룹,0.0,0,2,0.0,9880,0.0
2020,202,서울미디어대학원대학교,대학원대학,사립,서울,-,379.0,76,4,379.0,140,2.700000047683716
2020,203,서울벤처대학원대학교,대학원대학,사립,서울,-,33.0,10,4,33.0,250,0.1000000014901161
2020,204,서울불교대학원대학교,대학원대학,사립,서울,-,218.6000061035156,51,3,218.6000061035156,181,1.2000000476837158
2020,205,서울사이버대학교,대학,사립,서울,A그룹,122.0,4,4,122.0,12332,0.0
2020,206,서울사회복지대학원대학교,대학원대학,사립,서울,-,158.0,24,4,158.0,171,0.8999999761581421
2020,207,서울상담심리대학원대학교,대학원대학,사립,서울,-,380.1000061035156,77,6,380.1000061035156,125,3.0
2020,208,서울성경신학대학원대학교,대학원대학,사립,서울,-,252.0,73,3,252.0,104,2.400000095367432
2020,209,서울시립대학교,대학,공립,서울,A그룹,16414.69921875,2322,191,16414.69921875,11762,1.399999976158142
2020,210,서울신학대학교,대학,사립,경기,C그룹,4529.0,726,42,4529.0,3032,1.5
2020,211,서울여자간호대학교,전문대학,사립,서울,C그룹,1195.0,327,20,1195.0,934,1.2999999523162842
2020,212,서울여자대학교,대학,사립,서울,B그룹,10446.0,1886,128,10446.0,7392,1.399999976158142
2020,213,서울예술대학교,전문대학,사립,경기,B그룹,1092.0,242,34,1092.0,3101,0.4000000059604645
2020,214,서울외국어대학원대학교,대학원대학,사립,서울,-,73.0,75,0,73.0,195,0.4000000059604645
2020,215,서울장신대학교,대학,사립,경기,C그룹,1805.0,327,37,1805.0,804,2.200000047683716
2020,216,서울한영대학교,대학,사립,서울,C그룹,1550.5,243,21,1550.5,925,1.7000000476837158
2020,217,서원대학교,대학,사립,충북,B그룹,8322.2001953125,1548,83,8322.2001953125,7028,1.2000000476837158
2020,218,서일대학교,전문대학,사립,서울,A그룹,2519.0,613,37,2519.0,6055,0.4000000059604645
2020,219,서정대학교,전문대학,사립,경기,A그룹,1157.0,306,12,1157.0,5412,0.2000000029802322
2020,220,서해대학,전문대학,사립,전북,C그룹,916.0,282,2,916.0,241,3.799999952316284
2020,221,선교청대학교,대학,사립,충남,C그룹,0.0,0,0,0.0,0,0.0
2020,222,선린대학교,전문대학,사립,경북,C그룹,1140.0,385,12,1140.0,2330,0.5
2020,223,선문대학교,대학,사립,충남,B그룹,12967.0,2105,159,12967.0,9606,1.2999999523162842
2020,224,선학유피대학원대학교,대학원대학,사립,경기,-,1657.0,69,13,1657.0,60,27.600000381469727
2020,225,성결대학교,대학,사립,경기,B그룹,8693.7998046875,1150,72,8693.7998046875,5802,1.5
2020,226,성공회대학교,대학,사립,서울,C그룹,4071.5,596,40,4071.5,2439,1.7000000476837158
2020,227,성균관대학교,대학,사립,서울,A그룹,41619.69921875,6434,671,41619.69921875,27100,1.5
2020,228,성산효대학원대학교,대학원대학,사립,인천,-,213.0,20,4,213.0,205,1.0
2020,229,성서침례대학원대학교,대학원대학,사립,경기,-,528.0,119,2,528.0,35,15.100000381469728
2020,230,성신여자대학교,대학,사립,서울,A그룹,11734.0,1812,155,11734.0,9643,1.2000000476837158
2020,231,성운대학교,전문대학,사립,경북,C그룹,604.0,160,16,604.0,1602,0.4000000059604645
2020,232,성화대학,전문대학,사립,전남,B그룹,0.0,0,0,0.0,0,0.0
2020,233,세경대학교,전문대학,사립,강원,C그룹,449.0,152,4,449.0,1040,0.4000000059604645
2020,234,세계사이버대학,기타,기타,경기,-,0.0,0,0,0.0,0,0.0
2020,235,세명대학교,대학,사립,충북,B그룹,11963.0,1844,135,11963.0,8084,1.5
2020,236,세종대학교,대학,사립,서울,A그룹,17313.400390625,3369,242,17313.400390625,14454,1.2000000476837158
2020,237,세한대학교,대학,사립,충남,C그룹,8564.599609375,1387,51,8564.599609375,3984,2.0999999046325684
2020,238,송곡대학교,전문대학,사립,강원,C그룹,324.0,50,2,324.0,635,0.5
2020,239,송원대학교,대학,사립,광주,C그룹,3487.699951171875,643,23,3487.699951171875,3066,1.100000023841858
2020,240,송호대학교,전문대학,사립,강원,C그룹,736.0,156,11,736.0,946,0.800000011920929
2020,241,수도국제대학원대학교,대학원대학,사립,서울,-,246.0,46,8,246.0,372,0.699999988079071
2020,242,수성대학교,전문대학,사립,대구,B그룹,4295.39990234375,915,33,4295.39990234375,3484,1.2000000476837158
2020,243,수원가톨릭대학교,대학,사립,경기,C그룹,3033.10009765625,175,20,3033.10009765625,170,17.799999237060547
2020,244,수원과학대학교,전문대학,사립,경기,B그룹,4791.0,834,74,4791.0,5981,0.800000011920929
2020,245,수원대학교,대학,사립,경기,B그룹,18747.0,2500,82,18747.0,9876,1.899999976158142
2020,246,수원여자대학교,전문대학,사립,경기,B그룹,2263.5,473,41,2263.5,4367,0.5
2020,247,숙명여자대학교,대학,사립,서울,A그룹,16496.5,2808,222,16496.5,12391,1.2999999523162842
2020,248,순복음대학원대학교,대학원대학,사립,서울,-,135.0,24,2,135.0,116,1.2000000476837158
2020,249,순복음총회신학교,대학,사립,충북,C그룹,352.0,72,0,352.0,185,1.899999976158142
2020,250,순천제일대학교,전문대학,사립,전남,B그룹,4501.0,510,17,4501.0,2551,1.7999999523162842
2020,251,순천향대학교,대학,사립,충남,A그룹,12801.7001953125,1718,110,12801.7001953125,11771,1.100000023841858
2020,252,숭실대학교,대학,사립,서울,A그룹,11575.0,2789,109,11575.0,16141,0.699999988079071
2020,253,숭실사이버대학교,대학,사립,서울,B그룹,0.0,0,0,0.0,6316,0.0
2020,254,숭의여자대학교,전문대학,사립,서울,B그룹,1132.300048828125,300,32,1132.300048828125,3396,0.3000000119209289
2020,255,신경주대학교,대학,사립,경북,C그룹,3430.0,569,26,3430.0,1097,3.0999999046325684
2020,256,신구대학교,전문대학,사립,경기,A그룹,5567.0,1595,68,5567.0,6749,0.800000011920929
2020,257,신라대학교,대학,사립,부산,B그룹,10720.400390625,2091,202,10720.400390625,9607,1.100000023841858
