Year,ID,SchName,SchType,FoundType,Region,UnivScale,BookRes_TitleCount_DomBook,BookRes_TitleCount_ForBook,BookRes_TitleCount_TotalSum,BookRes_BookCount_DomBook,BookRes_BookCount_ForBook,BookRes_BookCount_TotalSum,ERes_EJournal_Package,ERes_WebDB_Package,ERes_SubEBook_TitleCount,ERes_ELearnVideo_Package,ERes_Total_Package,ERes_Total_TitleCount,Serials_Domestic,Serials_Foreign,Serials_Total,AnnualHoldChg_AnnualBookInc_Buy,AnnualHoldChg_AnnualBookInc_Donation,AnnualHoldChg_AnnualBookInc_Total,AnnualHoldChg_AnnualTitleInc,AnnualHoldChg_AnnualBookRm,BooksPerSt_BooksOwned,BooksPerSt_StCountPrev,BooksPerSt_BooksPerSt,HoldGrowRate_AnnualHoldBookCount,HoldGrowRate_BooksOwned,HoldGrowRate_HoldGrowRate
2022,64,광주보건대학교,전문대학,사립,광주,B그룹,107032,5832,112864,194727,10729,205456,2,2,15039,2,6,15039,28,6,34,1577,27,1604,1186,5902,205456,3673,55.900001525878906,1604,205456,0.800000011920929
2022,65,광주여자대학교,대학,사립,광주,C그룹,180568,38037,218605,278026,46122,324148,18,14,143983,1,33,143983,72,0,72,8318,1160,9478,6998,13896,324148,3983,81.4000015258789,9478,324148,3.0
2022,66,구미대학교,전문대학,사립,경북,A그룹,51722,481,52203,205284,2846,208130,1,1,1711,0,2,1711,78,0,78,3545,212,3757,2965,0,208130,5163,40.29999923706055,3757,208130,1.7999999523162842
2022,67,구세군사관대학원대학교,대학원대학,사립,경기,-,24750,2024,26774,24750,2024,26774,1,0,0,0,1,0,46,4,50,301,86,387,223,0,26774,30,892.5,387,26774,1.5
2022,68,국군간호사관학교,기타,기타,대전,-,56359,3188,59547,62284,3469,65753,12,19,57325,0,31,57325,176,6,182,2557,794,3351,2650,3150,65753,0,0.0,3351,65753,5.400000095367432
2022,69,국립강릉원주대학교,대학,국립,강원,B그룹,360899,111126,472025,644276,141992,786268,22,22,17562,3,47,17562,541,14,555,11586,2777,14363,13431,80079,786268,8202,95.9000015258789,14363,786268,1.899999976158142
2022,70,국립경국대학교,대학,국립,경북,B그룹,373261,78774,452035,777367,119417,896784,20,19,91036,5,44,91036,121,6,127,11634,3204,14838,8959,8590,896784,6788,132.10000610351562,14838,896784,1.7000000476837158
2022,71,국립공주대학교,대학,국립,충남,A그룹,453100,92134,545234,1107041,169134,1276175,30,31,132755,0,61,132755,437,40,477,13597,2910,16507,10533,34114,1276175,15012,85.0,16507,1276175,1.2999999523162842
2022,72,국립군산대학교,대학,국립,전북,B그룹,300336,48711,349047,632054,96880,728934,22,17,72460,6,45,72460,270,42,312,14106,3874,17980,14138,0,728934,7830,93.0999984741211,17980,728934,2.5
2022,73,국립금오공과대학교,대학,국립,경북,B그룹,210484,65314,275798,453532,93833,547365,31,21,87335,5,57,87335,121,11,132,17774,2006,19780,14813,2,547365,5874,93.1999969482422,19780,547365,3.700000047683716
2022,74,국립목포대학교,대학,국립,전남,B그룹,251304,86392,337696,496647,122510,619157,23,25,16769,0,48,16769,442,14,456,6752,3821,10573,7009,21028,619157,7406,83.5999984741211,10573,619157,1.7000000476837158
2022,75,국립목포해양대학교,대학,국립,전남,C그룹,108115,15271,123386,221031,21002,242033,14,10,75070,4,28,75070,132,0,132,3451,650,4101,2119,0,242033,2657,91.0999984741211,4101,242033,1.7000000476837158
2022,76,국립부경대학교,대학,국립,부산,A그룹,375044,156812,531856,1016258,293116,1309374,33,33,291974,4,70,291974,296,65,361,18297,4447,22744,14970,0,1309374,18005,72.69999694824219,22744,1309374,1.7999999523162842
2022,77,국립순천대학교,대학,국립,전남,B그룹,349581,108342,457923,648528,155558,804086,25,29,124706,8,62,124706,382,5,387,17477,14741,32218,24944,61543,804086,7514,107.0,32218,804086,4.199999809265137
2022,78,국립암센터국제암대학원대학교,대학원대학,국립,경기,-,1376,759,2135,1651,759,2410,0,0,865,0,0,865,0,0,0,424,0,424,307,0,2410,69,34.900001525878906,424,2410,21.299999237060547
2022,79,국립창원대학교,대학,국립,경남,B그룹,307955,139970,447925,552451,194271,746722,27,29,111093,2,58,111093,394,110,504,19094,1045,20139,18969,0,746722,9095,82.0999984741211,20139,746722,2.799999952316284
2022,80,국립한국교통대학교,대학,국립,충북,B그룹,247508,64827,312335,623661,92396,716057,17,18,115975,1,36,115975,55,51,106,24652,1549,26201,14150,24329,716057,8729,82.0,26201,716057,3.799999952316284
2022,81,국립한국해양대학교,대학,국립,부산,B그룹,208612,95660,304272,442511,152778,595289,20,26,17948,1,47,17948,213,35,248,6555,4116,10671,6455,0,595289,7304,81.5,10671,595289,1.7999999523162842
2022,82,국립한밭대학교,대학,국립,대전,B그룹,256083,86798,342881,553484,109101,662585,19,25,239363,3,47,239363,132,33,165,13876,6615,20491,13593,0,662585,9117,72.69999694824219,20491,662585,3.200000047683716
2022,83,국민대학교,대학,사립,서울,A그룹,470828,224739,695567,1162330,310361,1472691,36,34,164394,6,76,164394,406,111,517,16402,2818,19220,17890,95,1472691,18425,79.9000015258789,19220,1472691,1.2999999523162842
2022,84,국방대학교,기타,기타,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,85,국제뇌교육종합대학원대학교,대학원대학,사립,충남,-,4844,135,4979,5690,174,5864,2,0,0,0,2,0,4,0,4,128,62,190,188,0,5864,251,23.399999618530277,190,5864,3.299999952316284
2022,86,국제대학교,전문대학,사립,경기,B그룹,52107,7725,59832,114472,34263,148735,11,7,77463,4,22,77463,99,0,99,1005,2,1007,483,0,148735,3236,46.0,1007,148735,0.699999988079071
2022,87,국제문화대학원대학교,대학원대학,사립,충남,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,88,국제법률경영대학원대학교,대학원대학,사립,경기,-,1289,2708,3997,2148,4565,6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6713,230,29.200000762939453,0,6713,0.0
2022,89,국제사이버대학교,대학,사립,경기,C그룹,1200,0,1200,9798,0,9798,0,0,1200,0,0,1200,0,0,0,0,0,0,0,0,9798,3221,3.0,0,9798,0.0
2022,90,국제언어대학원대학교,대학원대학,사립,서울,-,2967,12338,15305,3886,13447,17333,0,0,130,0,0,130,0,9,9,0,14,14,14,0,17333,63,275.1000061035156,14,17333,0.1000000014901161
2022,91,국제예술대학교,기타,기타,서울,-,1040,32,1072,1054,32,1086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1086,0,0.0,0,1086,0.0
2022,92,군산간호대학교,전문대학,사립,전북,C그룹,27564,4800,32364,36056,4841,40897,2,5,13049,0,7,13049,25,0,25,1185,244,1429,1111,441,40897,1156,35.400001525878906,1429,40897,3.5999999046325684
2022,93,군장대학교,전문대학,사립,전북,C그룹,61613,344,61957,94679,322,95001,1,1,13371,12,14,13371,12,0,12,1226,0,1226,1226,0,95001,1880,50.5,1226,95001,1.2999999523162842
2022,94,극동대학교,대학,사립,충북,C그룹,169109,44983,214092,271776,52711,324487,13,11,172181,3,27,172181,73,0,73,2051,320,2371,1767,519,324487,3314,97.9000015258789,2371,324487,0.699999988079071
2022,95,글로벌사이버대학교,대학,사립,충남,C그룹,1186,0,1186,2182,0,2182,0,1,1186,0,1,1186,0,0,0,144,0,144,132,0,2182,2294,1.0,144,2182,7.099999904632568
2022,96,금강대학교,대학,사립,충남,C그룹,67819,16207,84026,107310,27991,135301,0,3,272,0,3,272,42,1,43,766,3781,4547,2196,0,135301,285,474.7000122070313,4547,135301,3.5
2022,97,기독간호대학교,전문대학,사립,광주,C그룹,26072,5398,31470,30376,5436,35812,3,1,524,0,4,524,56,0,56,699,116,815,705,1250,35812,593,60.400001525878906,815,35812,2.299999952316284
2022,98,김천대학교,대학,사립,경북,C그룹,114986,154323,269309,164921,155393,320314,15,14,235927,0,29,235927,108,0,108,7081,641,7722,6577,75,320314,2920,109.6999969482422,7722,320314,2.5
2022,99,김포대학교,전문대학,사립,경기,C그룹,73165,4995,78160,118907,5835,124742,1,11,10610,1,13,10610,0,0,0,235,569,804,730,0,124742,2575,48.400001525878906,804,124742,0.6000000238418579
2022,100,김해대학교,전문대학,사립,경남,C그룹,30460,640,31100,40171,350,40521,1,1,896,0,2,896,9,0,9,1098,903,2001,1649,0,40521,1428,28.399999618530277,2001,40521,5.199999809265137
2022,101,나사렛대학교,대학,사립,충남,B그룹,203084,113938,317022,295469,120297,415766,19,15,179386,2,36,179386,120,1,121,9880,782,10662,9262,1554,415766,5095,81.5999984741211,10662,415766,2.5999999046325684
2022,102,나주대학교,전문대학,사립,전남,C그룹,23792,223,24015,31695,296,31991,0,0,3245,1,1,3245,98,1,99,0,56,56,56,0,31991,1535,20.799999237060547,56,31991,0.2000000029802322
2022,103,남부대학교,대학,사립,광주,C그룹,99732,9000,108732,118880,9168,128048,20,12,74971,2,34,74971,150,5,155,6395,1241,7636,6364,0,128048,3553,36.0,7636,128048,6.300000190734863
2022,104,남서울대학교,대학,사립,충남,B그룹,321359,122651,444010,642980,256769,899749,16,23,222163,0,39,222163,538,27,565,21430,483,21913,15146,14112,899749,9872,91.0999984741211,21913,899749,2.5
2022,105,농협대학교,전문대학,사립,경기,C그룹,33963,4505,38468,40729,4908,45637,2,0,1317,0,2,1317,43,2,45,834,124,958,817,0,45637,429,106.4000015258789,958,45637,2.0999999046325684
2022,106,능인대학원대학교,대학원대학,사립,경기,-,4586,249,4835,5907,679,6586,15,0,0,0,15,0,21,0,21,37,266,303,265,0,6586,58,113.5999984741211,303,6586,4.800000190734863
2022,107,단국대학교,대학,사립,경기,A그룹,1009198,294232,1303430,1548822,479629,2028451,24,21,90076,4,49,90076,1064,119,1183,28503,7263,35766,28796,27484,2028451,26348,77.0,35766,2028451,1.7999999523162842
2022,108,대경대학교,전문대학,사립,경북,B그룹,54975,4495,59470,153630,4893,158523,6,9,27727,2,17,27727,58,1,59,4083,305,4388,1853,0,158523,3858,41.09999847412109,4388,158523,2.799999952316284
2022,109,대구가톨릭대학교,대학,사립,경북,A그룹,551511,267100,818611,983215,369913,1353128,46,31,78441,0,77,78441,577,61,638,19619,1762,21381,14355,67595,1353128,13094,103.3000030517578,21381,1353128,1.600000023841858
2022,110,대구경북과학기술원,대학,국립,대구,C그룹,72175,166654,238829,80428,168092,248520,39,23,440338,2,64,440338,0,0,0,103011,2658,105669,104661,0,248520,1520,163.5,105669,248520,74.0
2022,111,대구공업대학교,전문대학,사립,대구,C그룹,71356,2275,73631,109122,3332,112454,0,0,14283,2,2,14283,90,0,90,1724,259,1983,1983,0,112454,1639,68.5999984741211,1983,112454,1.7999999523162842
2022,112,대구과학대학교,전문대학,사립,대구,A그룹,104446,3302,107748,158152,3823,161975,2,1,16102,0,3,16102,30,0,30,4172,14,4186,3809,0,161975,4006,40.400001525878906,4186,161975,2.700000047683716
2022,113,대구교육대학교,대학,국립,대구,C그룹,150872,13080,163952,315020,23639,338659,17,13,67893,0,30,67893,486,58,544,8169,189,8358,4144,0,338659,2486,136.1999969482422,8358,338659,2.5
2022,114,대구대학교,대학,사립,경북,A그룹,563440,234072,797512,1179100,395352,1574452,20,17,83856,2,39,83856,887,12,899,16952,8873,25825,17364,5149,1574452,17749,88.69999694824219,25825,1574452,1.7000000476837158
2022,115,대구미래대학교,전문대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,116,대구보건대학교,전문대학,사립,대구,A그룹,101804,17636,119440,233931,21437,255368,4,4,29147,0,8,29147,101,10,111,7682,0,7682,4440,0,255368,6672,38.29999923706055,7682,255368,3.0999999046325684
2022,117,대구사이버대학교,대학,사립,경북,C그룹,16849,0,16849,17680,0,17680,5,0,16849,0,5,16849,0,0,0,217,0,217,170,0,17680,4365,4.099999904632568,217,17680,1.2000000476837158
2022,118,대구예술대학교,대학,사립,경북,C그룹,50333,1156,51489,120815,1933,122748,0,0,14613,0,0,14613,84,2,86,311,114,425,277,0,122748,782,157.0,425,122748,0.3000000119209289
2022,119,대구외국어대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,120,대구한의대학교,대학,사립,경북,B그룹,268871,95587,364458,510123,151250,661373,19,18,103274,2,39,103274,247,25,272,17352,1599,18951,16401,19,661373,6872,96.1999969482422,18951,661373,2.900000095367432
2022,121,대덕대학교,전문대학,사립,대전,C그룹,80493,688,81181,190285,914,191199,4,6,100118,2,12,100118,59,1,60,3862,7,3869,2516,0,191199,2837,67.4000015258789,3869,191199,2.0999999046325684
2022,122,대동대학교,전문대학,사립,부산,C그룹,49814,1053,50867,54641,1125,55766,12,8,63527,0,20,63527,50,1,51,859,90,949,810,0,55766,1494,37.29999923706055,949,55766,1.7000000476837158
2022,123,대림대학교,전문대학,사립,경기,A그룹,110228,48069,158297,163050,49391,212441,4,2,61167,2,8,61167,99,0,99,7904,221,8125,4697,0,212441,7228,29.399999618530277,8125,212441,4.0
2022,124,대신대학교,대학,사립,경북,C그룹,82521,11152,93673,103914,11797,115711,5,5,8156,0,10,8156,170,5,175,622,1004,1626,1512,0,115711,626,184.8000030517578,1626,115711,1.399999976158142
2022,125,대원대학교,전문대학,사립,충북,C그룹,62593,3633,66226,92871,4130,97001,2,0,22446,2,4,22446,101,0,101,3121,45,3166,2774,0,97001,2219,43.70000076293945,3166,97001,3.400000095367432
2022,126,대전가톨릭대학교,대학,사립,세종,C그룹,91941,39302,131243,111597,38896,150493,14,11,59353,0,25,59353,78,45,123,376,369,745,591,12,150493,66,2280.199951171875,745,150493,0.5
2022,127,대전과학기술대학교,전문대학,사립,대전,B그룹,82104,99378,181482,185071,170241,355312,13,8,61883,0,21,61883,95,0,95,580,601,1181,575,0,355312,4101,86.5999984741211,1181,355312,0.3000000119209289
2022,128,대전대학교,대학,사립,대전,B그룹,448943,128666,577609,662685,168848,831533,20,20,155291,9,49,155291,281,9,290,29466,2192,31658,27458,15000,831533,9367,88.80000305175781,31658,831533,4.0
2022,129,대전보건대학교,전문대학,사립,대전,A그룹,106378,31059,137437,215554,34024,249578,2,6,53739,0,8,53739,54,0,54,4072,612,4684,2753,0,249578,5175,48.20000076293945,4684,249578,1.899999976158142
2022,130,대전신학대학교,대학,사립,대전,C그룹,41461,9304,50765,66956,11694,78650,0,1,4338,0,1,4338,92,0,92,217,188,405,362,0,78650,154,510.7000122070313,405,78650,0.5
2022,131,대진대학교,대학,사립,경기,B그룹,300568,94539,395107,586214,148446,734660,20,23,106911,9,52,106911,183,10,193,18617,2072,20689,13478,0,734660,7865,93.4000015258789,20689,734660,2.900000095367432
2022,132,대한신학대학원대학교,대학원대학,사립,경기,-,7407,1931,9338,13190,2700,15890,0,0,0,0,0,0,0,0,0,10,0,10,2,0,15890,178,89.30000305175781,10,15890,0.1000000014901161
2022,133,덕성여자대학교,대학,사립,서울,B그룹,405589,75219,480808,648572,127814,776386,25,25,73391,5,55,73391,441,58,499,6283,2620,8903,7743,0,776386,5900,131.60000610351562,8903,776386,1.2000000476837158
2022,134,동강대학교,전문대학,사립,광주,B그룹,70014,5996,76010,101568,7313,108881,1,0,21424,1,2,21424,54,0,54,3346,29,3375,2758,66796,108881,2675,40.70000076293945,3375,108881,3.200000047683716
2022,135,동국대학교,대학,사립,서울,A그룹,845193,345719,1190912,1240244,426612,1666856,35,47,214365,0,82,214365,471,343,814,29215,2982,32197,30548,0,1666856,17534,95.0999984741211,32197,1666856,2.0
2022,136,동국대학교 WISE캠퍼스,대학,사립,경북,B그룹,435037,85989,521026,673132,128045,801177,18,21,82092,0,39,82092,1016,43,1059,8749,2036,10785,10073,11797,801177,7974,100.5,10785,801177,1.399999976158142
2022,137,동남보건대학교,전문대학,사립,경기,A그룹,59287,6722,66009,149896,7837,157733,0,5,23634,1,6,23634,22,0,22,884,127,1011,867,0,157733,4650,33.900001525878906,1011,157733,0.6000000238418579
2022,138,동덕여자대학교,대학,사립,서울,B그룹,208931,130602,339533,418549,152721,571270,21,23,145603,3,47,145603,309,57,366,15480,1469,16949,12423,0,571270,7406,77.0999984741211,16949,571270,3.0999999046325684
2022,139,동명대학교,대학,사립,부산,B그룹,398950,50361,449311,526273,56641,582914,16,10,91659,0,26,91659,38,9,47,20343,2593,22936,20535,0,582914,7928,73.5,22936,582914,4.099999904632568
2022,140,동방문화대학원대학교,대학원대학,사립,서울,-,20337,4271,24608,22287,4431,26718,15,9,57902,0,24,57902,11,0,11,46,579,625,394,0,26718,328,81.5,625,26718,2.400000095367432
2022,141,동부산대학교,전문대학,사립,부산,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,142,동서대학교,대학,사립,부산,B그룹,368423,117427,485850,691026,145500,836526,5,13,156393,0,18,156393,245,63,308,23820,2996,26816,24405,0,836526,10059,83.19999694824219,26816,836526,3.299999952316284
2022,143,동서울대학교,전문대학,사립,경기,A그룹,122597,8986,131583,226339,10262,236601,3,4,69442,3,10,69442,69,0,69,6465,0,6465,3677,2780,236601,5586,42.400001525878906,6465,236601,2.799999952316284
2022,144,동신대학교,대학,사립,전남,B그룹,356186,136205,492391,462266,151660,613926,17,19,95472,5,41,95472,206,26,232,13329,2051,15380,14352,142449,613926,6654,92.3000030517578,15380,613926,2.5999999046325684
2022,145,동아대학교,대학,사립,부산,A그룹,594091,257714,851805,1064649,368918,1433567,41,30,108570,0,71,108570,272,110,382,13118,2304,15422,10003,0,1433567,20340,70.5,15422,1433567,1.100000023841858
2022,146,동아방송예술대학교,전문대학,사립,경기,B그룹,67000,20382,87382,97465,20663,118128,10,11,82025,0,21,82025,54,0,54,5563,339,5902,4066,0,118128,3016,39.20000076293945,5902,118128,5.300000190734863
2022,147,동아보건대학교,전문대학,사립,전남,C그룹,29689,0,29689,49441,0,49441,12,9,63589,0,21,63589,36,0,36,1462,67,1529,1509,12009,49441,1484,33.29999923706055,1529,49441,3.200000047683716
2022,148,동양대학교,대학,사립,경북,C그룹,161788,65189,226977,285907,80306,366213,18,10,144082,4,32,144082,64,0,64,9348,403,9751,7712,0,366213,4001,91.5,9751,366213,2.700000047683716
2022,149,동양미래대학교,전문대학,사립,서울,A그룹,175508,19146,194654,263421,24950,288371,5,4,27369,1,10,27369,199,22,221,6646,0,6646,6573,0,288371,5927,48.70000076293945,6646,288371,2.400000095367432
2022,150,동우대학,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,151,동원과학기술대학교,전문대학,사립,경남,B그룹,50234,1956,52190,78135,2202,80337,1,0,2690,0,1,2690,57,0,57,2512,0,2512,1720,146,80337,2343,34.29999923706055,2512,80337,3.200000047683716
2022,152,동원대학교,전문대학,사립,경기,B그룹,74029,2018,76047,103932,3235,107167,0,1,19643,0,1,19643,1,0,1,2624,9,2633,2327,32326,107167,3013,35.599998474121094,2633,107167,2.5
2022,153,동의과학대학교,전문대학,사립,부산,B그룹,100113,5508,105621,170238,6989,177227,6,3,16205,1,10,16205,82,6,88,5374,251,5625,4231,2532,177227,4333,40.900001525878906,5625,177227,3.299999952316284
2022,154,동의대학교,대학,사립,부산,A그룹,463118,182943,646061,968176,306053,1274229,20,21,108404,4,45,108404,459,13,472,24764,1395,26159,21413,0,1274229,15773,80.80000305175781,26159,1274229,2.0999999046325684
2022,155,두원공과대학교,전문대학,사립,경기,B그룹,64197,9195,73392,125144,10608,135752,4,6,5480,0,10,5480,57,0,57,1837,0,1837,689,0,135752,3173,42.79999923706055,1837,135752,1.399999976158142
2022,156,디지털서울문화예술대학교,대학,사립,서울,C그룹,3006,0,3006,10581,0,10581,10,9,59872,0,19,59872,0,0,0,174,0,174,155,0,10581,3375,3.0999999046325684,174,10581,1.7000000476837158
2022,157,루터대학교,대학,사립,경기,C그룹,23696,7835,31531,31162,9906,41068,13,12,2360,0,25,2360,50,32,82,781,15,796,560,0,41068,387,106.0999984741211,796,41068,2.0
2022,158,마산대학교,전문대학,사립,경남,A그룹,111366,2771,114137,202555,2945,205500,14,9,95891,0,23,95891,120,0,120,7097,0,7097,3688,0,205500,5422,37.900001525878906,7097,205500,3.5999999046325684
2022,159,명신대학교,대학,사립,전남,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,160,명지대학교,대학,사립,서울,A그룹,688119,330343,1018462,1259257,410246,1669503,16,16,338529,4,36,338529,1181,55,1236,89193,1465,90658,84026,0,1669503,16343,102.1999969482422,90658,1669503,5.699999809265137
2022,161,명지전문대학,전문대학,사립,서울,A그룹,135147,12446,147593,246431,14844,261275,14,7,69721,4,25,69721,644,11,655,7109,179,7288,6144,0,261275,6578,39.70000076293945,7288,261275,2.900000095367432
2022,162,목원대학교,대학,사립,대전,B그룹,251879,180101,431980,478457,233476,711933,21,22,150452,8,51,150452,316,28,344,15103,2463,17566,12335,127,711933,7964,89.4000015258789,17566,711933,2.5
2022,163,목포가톨릭대학교,대학,사립,전남,C그룹,37660,3468,41128,48070,3544,51614,16,12,62604,0,28,62604,5,0,5,1155,79,1234,1092,0,51614,499,103.4000015258789,1234,51614,2.400000095367432
2022,164,목포과학대학교,전문대학,사립,전남,B그룹,62624,4472,67096,71882,5718,77600,2,0,7134,1,3,7134,8,0,8,1520,0,1520,1368,0,77600,2310,33.599998474121094,1520,77600,2.0
2022,165,문경대학교,전문대학,사립,경북,C그룹,33222,296,33518,42606,327,42933,0,2,2582,0,2,2582,39,0,39,631,0,631,523,0,42933,844,50.900001525878906,631,42933,1.5
2022,166,배재대학교,대학,사립,대전,B그룹,234465,219122,453587,518386,272144,790530,18,14,229271,4,36,229271,237,23,260,16320,1887,18207,10765,41,790530,8644,91.5,18207,790530,2.400000095367432
2022,167,배화여자대학교,전문대학,사립,서울,B그룹,74616,5696,80312,150072,7299,157371,2,0,7148,2,4,7148,34,2,36,3570,462,4032,1905,0,157371,2726,57.70000076293945,4032,157371,2.5999999046325684
2022,168,백석대학교,대학,사립,충남,A그룹,441907,381037,822944,782033,412087,1194120,18,17,479367,3,38,479367,167,9,176,31762,9689,41451,37746,31248,1194120,14227,83.9000015258789,41451,1194120,3.5999999046325684
2022,169,백석문화대학교,전문대학,사립,충남,A그룹,87037,15353,102390,160754,20219,180973,1,1,21780,4,6,21780,18,0,18,3703,216,3919,3714,10188,180973,4865,37.20000076293945,3919,180973,2.200000047683716
2022,170,백석예술대학,전문대학,사립,서울,A그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,171,백제예술대학교,전문대학,사립,전북,C그룹,32492,1298,33790,44725,2307,47032,0,0,2025,0,0,2025,12,0,12,0,0,0,0,0,47032,1071,43.900001525878906,0,47032,0.0
2022,172,베뢰아국제대학원대학교,대학원대학,사립,서울,-,27783,183,27966,37969,223,38192,0,0,0,0,0,0,14,14,28,158,6,164,88,0,38192,51,748.9000244140625,164,38192,0.4000000059604645
2022,173,벽성대학,전문대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,174,부산가톨릭대학교,대학,사립,부산,C그룹,196567,107218,303785,286873,116868,403741,16,15,137567,0,31,137567,354,9,363,2869,2542,5411,4219,0,403741,3997,101.0,5411,403741,1.399999976158142
2022,175,부산경상대학교,전문대학,사립,부산,B그룹,99100,2338,101438,133637,2472,136109,0,1,9643,1,2,9643,92,0,92,2663,55,2718,2676,2,136109,2631,51.70000076293945,2718,136109,2.0
2022,176,부산과학기술대학교,전문대학,사립,부산,B그룹,108256,4004,112260,164994,4399,169393,1,1,19234,0,2,19234,120,0,120,3834,0,3834,1407,0,169393,3230,52.400001525878906,3834,169393,2.299999952316284
2022,177,부산교육대학교,대학,국립,부산,C그룹,173980,14681,188661,326528,18053,344581,18,12,66488,1,31,66488,240,20,260,7688,747,8435,5573,0,344581,2397,143.8000030517578,8435,344581,2.5
2022,178,부산대학교,대학,국립,부산,A그룹,851843,446419,1298262,1683113,848206,2531319,44,58,637525,5,107,637525,506,251,757,45971,9671,55642,38612,76731,2531319,27386,92.4000015258789,55642,2531319,2.200000047683716
2022,179,부산디지털대학교,대학,사립,부산,C그룹,3253,0,3253,3406,0,3406,1,0,1409,0,1,1409,0,0,0,95,0,95,88,0,3406,2485,1.399999976158142,95,3406,2.900000095367432
2022,180,부산보건대학교,전문대학,사립,부산,B그룹,87010,13167,100177,106835,17440,124275,13,7,92391,0,20,92391,132,0,132,3001,606,3607,3363,997,124275,2748,45.20000076293945,3607,124275,3.0
2022,181,부산여자대학교,전문대학,사립,부산,C그룹,114537,25310,139847,131101,29451,160552,13,8,691,0,21,691,96,12,108,1563,202,1765,1335,7571,160552,2434,66.0,1765,160552,1.100000023841858
2022,182,부산예술대학교,전문대학,사립,부산,C그룹,9812,0,9812,14469,0,14469,0,0,0,0,0,0,0,0,0,370,0,370,361,0,14469,682,21.200000762939453,370,14469,2.5999999046325684
2022,183,부산외국어대학교,대학,사립,부산,B그룹,302207,217332,519539,555933,305926,861859,18,16,129918,3,37,129918,333,19,352,16153,2833,18986,14871,2199,861859,7975,108.0999984741211,18986,861859,2.299999952316284
2022,184,부산장신대학교,대학,사립,경남,C그룹,41423,5221,46644,62546,6663,69209,4,6,4781,1,11,4781,73,0,73,853,264,1117,933,231,69209,398,173.89999389648438,1117,69209,1.600000023841858
2022,185,부천대학교,전문대학,사립,경기,A그룹,187472,21183,208655,293212,25945,319157,16,9,43727,0,25,43727,62,2,64,5816,974,6790,6192,0,319157,7386,43.20000076293945,6790,319157,2.200000047683716
2022,186,삼육대학교,대학,사립,서울,B그룹,236671,106757,343428,371699,139117,510816,16,25,134596,4,45,134596,49,34,83,10713,7507,18220,14769,3,510816,5971,85.5,18220,510816,3.700000047683716
2022,187,삼육보건대학교,전문대학,사립,서울,C그룹,51858,1826,53684,65220,2696,67916,2,2,5477,0,4,5477,142,0,142,2316,178,2494,2436,0,67916,1348,50.400001525878906,2494,67916,3.799999952316284
2022,188,상명대학교,대학,사립,서울,A그룹,497987,177155,675142,949466,244615,1194081,36,33,133859,4,73,133859,208,69,277,27061,4386,31447,17788,27052,1194081,13390,89.19999694824219,31447,1194081,2.700000047683716
2022,189,상지대학교,대학,사립,강원,B그룹,310413,24986,335399,678196,47089,725285,13,11,69724,4,28,69724,437,1,438,6854,1456,8310,4132,0,725285,7110,102.0,8310,725285,1.2000000476837158
2022,190,상지영서대학교,전문대학,사립,강원,B그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
2022,191,서강대학교,대학,사립,서울,A그룹,420894,410086,830980,711378,604066,1315444,42,57,345982,5,104,345982,231,158,389,30414,2046,32460,30792,0,1315444,11286,116.5999984741211,32460,1315444,2.5
2022,192,서경대학교,대학,사립,서울,B그룹,330788,49753,380541,574818,71749,646567,12,9,86420,2,23,86420,66,0,66,12514,333,12847,12311,0,646567,6945,93.0999984741211,12847,646567,2.0
2022,193,서남대학교,대학,사립,전북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0
