YR,ID,SNM,STYP,FND,RGN,USC,BR_TCNT_KB,BR_TCNT_OB,BR_TCNT_SUM,BR_BCNT_KB,BR_BCNT_OB,BR_BCNT_SUM,ER_EJN_PKG,ER_WDB_PKG,ER_EB_TCNT,ER_ELV_PKG,ER_TTL_PKG,ER_TTL_TCNT,SRL_KR,SRL_OT,SRL_TTL,AHC_ABI_BUY,AHC_ABI_DON,AHC_ABI_TTL,AHC_ATI,AHC_ARM,BPS_BO,BPS_SCC,BPS_BPS,GRR_AHBC,GRR_BO,GRR_GRR,FACLT_LAS,FACLT_RS_TRS,FACLT_EQP_SPC,FACLT_EQP_UPC,FACLT_EQP_TPC,APS_AR,APS_SCC,APS_APS,STL_USTL,STL_BC,STL_SRC,STL_NBC,STL_ERC_EJN,STL_ERC_WDB,STL_ERC_EB,STL_ERC_OER,STL_MCT,BGT_UBGT,BGT_BC,BGT_SRC,BGT_NBC,BGT_ERC_EJN,BGT_ERC_WDB,BGT_ERC_EB,BGT_ERC_OER,BGT_MCT,CPSS_MC,CPSS_SCC,CPSS_CPS,LBRT_MC,LBRT_USTL,LBRT_BRT,BG3Y_MCS_13A,BG3Y_MCS_14B,BG3Y_MCS_15C,BG3Y_BG3Y,VUC_SCC,VUC_VTC_UGRD,VUC_VTC_GRAD,VUC_VTC_FFAC,VUC_VTC_PFAC,VUC_VTC_STF,VUC_VTC_OTH,VUC_VTC_SUM,VUC_DPC,VUC_UC_LUC,LS_LU_UGRD,LS_LU_GRAD,LS_LU_FAC,LS_LU_STF,LS_LU_OTH,LS_LU_SUM,LS_LB_UGRD,LS_LB_GRAD,LS_LB_FAC,LS_LB_STF,LS_LB_OTH,LS_LB_SUM,RCOL_RBF10_REQ,RCOL_RBF10_PRV,RCOL_RAF10_CSLT,RCOL_RAF10_PHN,RCOL_RAF10_ONL,RCOL_RFLN_REQ,RCOL_RFLN_PRV,RCOL_RFC_REQ,RCOL_RFC_PRV,UE_EDC,UE_EP,LPS_LB,LPS_SCC,LPS_LPS,VPS_VC,VPS_SCC,VPS_VPS,STF_FT_HLIBC,STF_FT_NLIBC,STF_PT_HLIBC,STF_PT_NLIBC,STF_TTL_HLIBC,STF_TTL_NLIBC,STF_TTL_SUM,LIBCS_FT_SL1,LIBCS_FT_SL2,LIBCS_FT_ALIB,LIBCS_FT_TTL,LIBCS_PT_SL1,LIBCS_PT_SL2,LIBCS_PT_ALIB,LIBCS_PT_TTL,SES_PTH,SES_PTC,SPK_FT_LIB,SPK_FT_NLIB,SPK_PT_LIB,SPK_PT_NLIB,SPK_SCC,SPK_SPK,LPK_LFT2,LPK_LPT2,LPK_SCP,LPK_LPK,EHS_EH,EHS_LFT,EHS_LPT,EHS_EHS
2015,11,강릉영동대학교,전문대학,사립,강원,B그룹,37264,2112,39376,57160,2927,60087,1,1,4032,0,2,7356,221,0,221,6796,3890,10686,5214,0,60087,3072,19.600000381469727,10686,60087,21.600000381469727,2521,600,3,66,69,2521,3072,0.800000011920929,34042688000,72734185,5955500,0,7118360,0,0,0,85808045,29974980000,71670000,4000000,0,5230000,2200000,0,0,83100000,85808045,3072,27932.3,85808045,34042688000,0.3,86332250,87767350,85808045,-0.3,3072,3072,0,91,144,55,34,3396,42,0,862,0,43,57,27,989,4086,0,471,561,170,5288,0,0,0,0,0,3,0,8,0,0,0,4086,3072,1.2999999523162842,0,3072,0.0,0,1,1,0,1,1,2,0,0,0,0,0,0,1,1,24,1,0,1,1,0,3072,0.5,0,1,3072,0.3000000119209289,24,1,1,12.0
2015,12,강서대학교,대학,사립,서울,C그룹,61926,16606,78532,75644,17864,93508,3,11,9814,0,14,13634,210,69,279,1304,1601,2905,2694,9,93508,1631,57.29999923706055,2905,93508,3.200000047683716,840,160,6,11,17,840,1631,0.5,17508071000,17366680,33423047,2377560,16766000,31764616,0,2200000,103897903,21686528000,35200000,18000000,2500000,17000000,19500000,0,2200000,94400000,103897903,1631,63702.0,103897903,17508071000,0.6,96959582,103436663,103897903,3.6,1631,1455,176,51,178,39,301,2200,20,11266,617,89,61,39,42,848,3612,1743,927,556,822,7660,0,0,735,206,4,13,10,18,10,2,2336,5355,1631,3.299999952316284,11266,1631,6.900000095367432,2,0,0,0,2,0,2,0,2,0,2,0,0,0,0,27,7,2,0,0,0,1631,1.2000000476837158,2,0,1631,1.2000000476837158,27,2,0,13.5
2015,13,강원관광대학교,전문대학,사립,강원,C그룹,30190,199,30389,37877,266,38143,0,1,718,0,1,4042,44,1,45,2224,372,2596,2596,0,38143,1367,27.89999961853028,2596,38143,7.300000190734863,1555,228,2,21,23,1555,1367,1.100000023841858,12776547000,15676660,3162900,0,0,3980000,0,13581000,36400560,13278924000,24000000,4000000,0,0,4000000,0,7000000,39000000,36400560,1367,26628.1,36400560,12776547000,0.3,31952450,35777610,36400560,6.9,1367,1367,0,36,89,26,33,1551,29,53528,197,0,12,11,3,223,1383,0,67,86,13,1549,0,0,7410,1140,108,0,0,0,0,14,390,1383,1367,1.0,53528,1367,39.20000076293945,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,5,1,1,0,0,0,1367,0.699999988079071,1,0,1367,0.699999988079071,5,1,0,5.0
2015,14,강원대학교,대학,국립,강원,A그룹,724883,157967,882850,1285692,297346,1583038,36,30,24653,0,66,76517,1468,783,2251,23358,23202,46560,30955,4890,1583038,24868,63.70000076293945,46560,1583038,3.0,25223,3574,63,335,398,25223,24868,1.0,238153685000,671702570,1041842460,11698270,1458308112,514698054,0,137870706,3836120172,247930548000,464000000,531600000,11000000,986947000,258800000,0,52600000,2304947000,3836120172,24868,154259.3,3836120172,238153685000,1.6,4100880113,3906477665,3836120172,-3.3,24868,22029,2839,998,1372,610,1213,29061,134,831956,12302,1366,577,421,407,15073,92225,14799,8600,4652,4378,124654,0,0,2467,5234,2320,258,228,1586,11039,46,6735,107024,24868,4.300000190734863,831956,24868,33.5,25,4,1,5,26,9,35,14,10,1,25,0,1,0,1,1494,1455,25,4,1,5,24868,1.2999999523162842,25,1,24868,1.0,1494,29,6,42.70000076293945
2015,15,강원도립대학교,전문대학,공립,강원,C그룹,37572,1343,38915,37572,1343,38915,0,0,2749,0,0,2749,53,0,53,2727,932,3659,3659,0,38915,900,43.20000076293945,3659,38915,10.399999618530272,1735,140,2,10,12,1735,900,1.899999976158142,10205635000,22781240,0,4830400,0,0,0,22299840,49911480,12204793000,30000000,0,5000000,0,0,0,20000000,55000000,49911480,900,55457.2,49911480,10205635000,0.5,31027000,35400590,49911480,27.5,900,900,0,31,108,50,12,1101,15,25000,357,0,15,14,7,393,2108,0,91,255,55,2509,0,0,150,48,0,0,0,12,12,0,655,2108,900,2.299999952316284,25000,900,27.799999237060547,1,0,0,1,1,1,2,0,0,1,1,0,0,0,0,156,3,1,0,0,1,900,1.7000000476837158,1,0,900,1.100000023841858,156,1,1,78.0
2015,16,개신대학원대학교,대학원대학,사립,서울,-,10000,894,10894,12146,8458,20604,0,0,0,0,0,0,42,0,42,552,3650,4202,0,0,20604,108,190.8000030517578,4202,20604,25.600000381469727,222,46,2,6,8,222,108,2.0999999046325684,1768557000,7362565,215000,0,0,7860,0,0,7585425,1902700000,13000000,2000000,0,500000,4000000,0,500000,20000000,7585425,108,70235.4,7585425,1768557000,0.4,5412000,12255310,7585425,44.2,108,0,108,4,21,8,30,171,7,7300,0,67,9,2,3,81,0,1319,199,5,12,1535,0,0,730,52,140,0,0,0,0,2,30,1319,108,12.199999809265137,7300,108,67.5999984741211,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,5,1,1,0,0,0,108,9.300000190734863,1,0,108,9.300000190734863,5,1,0,5.0
2015,17,거제대학교,전문대학,사립,경남,C그룹,51334,1770,53104,58794,1863,60657,1,0,9710,0,1,13034,81,0,81,2769,549,3318,2833,0,60657,1684,36.0,3318,60657,5.800000190734863,1031,229,4,8,12,1031,1684,0.6000000238418579,15865409000,41883770,1915000,1400810,0,0,0,0,45199580,15728422000,37400000,1500000,6100000,0,1600000,0,3400000,50000000,45199580,1684,26840.6,45199580,15865409000,0.3,47540658,44158219,45199580,-2.4,1684,1684,0,45,92,45,4,1870,15,78400,554,0,50,35,3,642,3276,0,933,619,75,4903,0,0,64,82,40,12,0,17,0,3,14,3276,1684,1.899999976158142,78400,1684,46.59999847412109,1,0,0,1,1,1,2,1,0,0,1,0,0,0,0,52,4,1,0,0,1,1684,0.8999999761581421,1,0,1684,0.6000000238418579,52,1,1,26.0
2015,18,건국대학교,대학,사립,서울,A그룹,452620,145808,598428,980431,225541,1205972,28,43,35154,0,71,71036,1304,214,1518,33552,5564,39116,24247,7105,1205972,19999,60.29999923706055,39116,1205972,3.400000095367432,25077,4266,59,270,329,25077,19999,1.2999999523162842,440023773000,923058005,89998440,8842130,1140677294,604434707,0,39589424,2806600000,429826950000,813000000,91000000,20000000,990800000,845200000,0,40000000,2800000000,2806600000,19999,140337.0,2806600000,440023773000,0.6,2800000000,2896000000,2806600000,0.2,19999,15698,4301,706,1372,443,6957,29477,78,2759797,11261,2595,678,490,3520,18544,122187,33298,10144,5849,12312,183790,0,0,29233,133348,269,141,238,893,344,92,968,155485,19999,7.800000190734863,2759797,19999,138.0,10,7,18,0,28,7,35,5,5,0,10,0,18,0,18,1553,61,10,7,18,0,19999,1.5,10,18,19999,1.399999976158142,1553,17,18,44.400001525878906
2015,19,건국대학교(글로컬),대학,사립,충북,B그룹,235249,65420,300669,460026,94348,554374,13,10,6389,0,23,101948,291,52,343,16357,663,17020,9825,0,554374,8959,61.900001525878906,17020,554374,3.200000047683716,6627,1278,24,130,154,6627,8959,0.699999988079071,0,271560907,56382700,6748060,402874223,80923098,0,53335030,871824018,0,208000000,75000000,7000000,450000000,100000000,0,60000000,900000000,871824018,8959,97312.6,871824018,0,0.0,968516837,999984633,871824018,-4.8,8959,8381,578,492,422,141,288,10302,42,890232,5623,183,202,242,71,6321,60424,2061,5351,3566,372,71774,0,0,389,498,395,45,148,904,331,64,5991,62485,8959,7.0,890232,8959,99.4000015258789,4,2,7,4,11,6,17,2,2,0,4,0,7,0,7,518,116,4,2,7,4,8959,1.5,4,7,8959,1.2000000476837158,518,6,11,30.5
2015,20,건동대학교,대학,사립,경북,C그룹,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0.0
2015,21,건신대학원대학교,대학원대학,사립,대전,-,10551,2979,13530,15589,4645,20234,0,1,0,0,1,0,59,20,79,217,217,434,407,0,20234,148,136.6999969482422,434,20234,2.200000047683716,446,70,3,5,8,446,148,3.0,1293103000,6894428,1796900,0,0,8339600,0,0,17030928,1336900000,13000000,1900000,500000,0,8000000,0,0,23400000,17030928,148,115073.8,17030928,1293103000,1.3,21284237,16701615,17030928,-9.8,148,0,148,12,14,6,550,730,7,2052,0,93,10,2,28,133,0,1541,152,5,127,1825,0,0,0,0,0,0,0,0,0,0,0,1541,148,10.399999618530272,2052,148,13.899999618530272,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,148,3.400000095367432,0,0,148,0.0,4,0,1,4.0
2015,22,건양대학교,대학,사립,충남,B그룹,154679,35291,189970,251997,128135,380132,16,1,4851,0,17,35778,134,0,134,8212,863,9075,6612,0,380132,8799,43.20000076293945,9075,380132,2.400000095367432,9895,1820,25,169,194,9895,8799,1.100000023841858,181413726000,151408610,4492000,28771310,279237604,52669096,0,16612570,533191190,118647981000,180000000,5000000,20000000,390000000,10000000,0,10000000,615000000,533191190,8799,60596.8,533191190,181413726000,0.3,397622518,534266396,533191190,17.1,8799,8210,589,404,305,183,610,10301,50,862960,5857,169,288,230,61,6605,112312,1460,3390,3085,396,120643,0,0,951,1510,117,44,38,662,377,51,2210,113772,8799,12.899999618530272,862960,8799,98.0999984741211,3,4,4,0,7,4,11,0,3,0,3,0,4,0,4,227,8,3,4,4,0,8799,1.100000023841858,3,4,8799,0.800000011920929,227,7,4,20.600000381469727
2015,23,경기과학기술대학교,전문대학,사립,경기,A그룹,0,0,0,47211,7759,54970,0,0,5462,0,0,7562,166,57,223,5269,0,5269,0,0,54970,4505,12.199999809265137,5269,54970,10.600000381469728,3118,762,7,80,87,3118,4505,0.699999988079071,45101159000,88936720,30236520,3505000,10086000,0,0,10735600,143499840,42237781000,87500000,31328000,5000000,10455000,0,0,15000000,149283000,143499840,4505,31853.5,143499840,45101159000,0.3,124485234,138347420,143499840,7.4,4505,4505,0,110,256,59,168,5098,57,363912,1552,0,76,71,14,1713,8273,0,893,812,109,10087,0,0,52,17,2,2,0,14,0,20,667,8273,4505,1.7999999523162842,363912,4505,80.80000305175781,2,1,1,0,3,1,4,0,2,0,2,0,1,0,1,35,5,2,1,1,0,4505,0.800000011920929,2,1,4505,0.699999988079071,35,3,1,8.800000190734863
2015,24,경기대학교,대학,사립,경기,A그룹,536882,75995,612877,1005598,157904,1163502,22,20,21744,0,42,70100,951,213,1164,33096,11519,44615,30376,0,1163502,16686,69.69999694824219,44615,1163502,4.0,13909,2394,61,200,261,13909,16686,0.800000011920929,205120840000,569055450,47301816,11733780,511461601,174997966,0,60902790,1375453403,190818262000,550000000,75041000,10000000,611588000,40000000,0,50000000,1336629000,1375453403,16686,82431.6,1375453403,205120840000,0.7,1291664659,1280258787,1375453403,3.3,16686,14496,2190,514,841,243,6733,25017,83,852608,11294,1050,362,451,279,13436,101424,10570,6013,7409,2612,128028,0,0,0,0,360,122,426,1542,266,110,3107,111994,16686,6.699999809265137,852608,16686,51.09999847412109,15,0,6,5,21,5,26,5,10,0,15,0,6,0,6,1158,111,15,0,6,5,16686,1.2999999523162842,15,6,16686,1.2999999523162842,1158,15,11,44.5
2015,25,경남대학교,대학,사립,경남,A그룹,420186,94289,514475,648488,121967,770455,25,21,171852,0,46,229553,706,135,841,15026,6583,21609,17061,0,770455,14088,54.70000076293945,21609,770455,2.900000095367432,9988,1713,35,89,124,9988,14088,0.699999988079071,155393336000,294860475,22749200,3759000,559318878,127862888,0,26447900,1034998341,139695330000,305000000,23000000,2000000,560000000,120000000,0,20000000,1030000000,1034998341,14088,73466.7,1034998341,155393336000,0.7,922709179,984983492,1034998341,5.9,14088,12808,1280,461,487,242,1538,16816,51,563369,5753,562,402,164,245,7126,36972,6707,7342,3371,5094,59486,0,0,1776,1235,7,195,53,218,248,6,208,43679,14088,3.0999999046325684,563369,14088,40.0,7,1,0,14,7,15,22,2,5,0,7,0,0,0,0,404,60,7,1,0,14,14088,1.100000023841858,7,0,14088,0.5,404,8,14,18.39999961853028
2015,26,경남도립거창대학,전문대학,공립,경남,C그룹,25813,579,26392,38250,630,38880,0,0,1670,0,0,1691,27,0,27,1294,0,1294,871,0,38880,955,40.70000076293945,1294,38880,3.400000095367432,420,180,4,15,19,420,955,0.4000000059604645,7136994000,17476000,1961800,3634000,0,0,0,4890000,27961800,7821719000,18000000,0,4000000,0,0,0,5000000,27000000,27961800,955,29279.4,27961800,7136994000,0.4,20000000,21800000,27961800,18.6,955,955,0,30,81,44,13,1123,15,9720,393,0,38,33,2,466,3041,0,1165,438,50,4694,0,0,0,0,0,0,0,0,0,0,0,3041,955,3.200000047683716,9720,955,10.199999809265137,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,35,1,1,0,0,1,955,1.600000023841858,1,0,955,1.0,35,1,1,17.5
2015,27,경남도립남해대학,전문대학,공립,경남,C그룹,29096,498,29594,35149,519,35668,1,0,318,0,1,341,40,0,40,1115,0,1115,1063,0,35668,846,42.20000076293945,1115,35668,3.200000047683716,759,152,3,24,27,759,846,0.8999999761581421,6861270000,25000000,0,0,0,0,0,0,25000000,7841535000,25000000,0,0,0,0,0,0,25000000,25000000,846,29550.8,25000000,6861270000,0.4,20000000,24870620,25000000,12.4,846,846,0,24,72,48,0,990,14,30267,612,0,32,27,0,671,4931,0,1199,782,0,6912,0,0,0,0,0,0,0,0,0,0,0,4931,846,5.800000190734863,30267,846,35.79999923706055,1,0,0,1,1,1,2,0,1,0,1,0,0,0,0,35,1,1,0,0,1,846,1.7999999523162842,1,0,846,1.2000000476837158,35,1,1,17.5
